"","Race","Happy_level","Year"
"4605","Black","Pretty happy",1975
"4606","White","Pretty happy",1975
"4607","White","Very happy",1975
"4608","White","Pretty happy",1975
"4609","White","Very happy",1975
"4610","White","Very happy",1975
"4611","White","Not too happy",1975
"4612","White","Pretty happy",1975
"4613","White","Pretty happy",1975
"4614","White","Pretty happy",1975
"4615","White","Pretty happy",1975
"4616","White","Pretty happy",1975
"4617","White","Pretty happy",1975
"4618","White","Very happy",1975
"4619","White","Pretty happy",1975
"4620","White","Pretty happy",1975
"4621","White","Pretty happy",1975
"4622","White","Pretty happy",1975
"4623","White","Pretty happy",1975
"4624","White","Very happy",1975
"4625","White","Very happy",1975
"4626","White","Very happy",1975
"4627","Black","Pretty happy",1975
"4628","Black","Pretty happy",1975
"4629","Black","Very happy",1975
"4630","Black","Pretty happy",1975
"4631","Black","Pretty happy",1975
"4632","Black","Not too happy",1975
"4633","White","Pretty happy",1975
"4634","White","Very happy",1975
"4635","White","Pretty happy",1975
"4636","White","Pretty happy",1975
"4637","White","Not too happy",1975
"4638","White","Very happy",1975
"4639","White","Very happy",1975
"4640","White","Pretty happy",1975
"4641","White","Pretty happy",1975
"4642","White","Very happy",1975
"4643","White","Pretty happy",1975
"4644","White","Pretty happy",1975
"4645","White","Pretty happy",1975
"4646","White","Pretty happy",1975
"4647","White","Pretty happy",1975
"4648","White","Pretty happy",1975
"4649","White","Very happy",1975
"4650","White","Pretty happy",1975
"4651","White","Pretty happy",1975
"4652","White","Very happy",1975
"4653","White","Pretty happy",1975
"4654","White","Very happy",1975
"4655","White","Very happy",1975
"4656","White","Pretty happy",1975
"4657","White","Pretty happy",1975
"4658","White","Pretty happy",1975
"4659","White","Pretty happy",1975
"4660","White","Very happy",1975
"4661","White","Pretty happy",1975
"4662","White","Pretty happy",1975
"4663","Black","Pretty happy",1975
"4664","Black","Pretty happy",1975
"4665","Black","Very happy",1975
"4666","Black","Pretty happy",1975
"4667","Black","Pretty happy",1975
"4668","Black","Very happy",1975
"4669","White","Very happy",1975
"4670","White","Pretty happy",1975
"4671","White","Very happy",1975
"4672","White","Pretty happy",1975
"4673","White","Not too happy",1975
"4674","White","Pretty happy",1975
"4675","White","Very happy",1975
"4676","White","Pretty happy",1975
"4677","White","Pretty happy",1975
"4678","White","Pretty happy",1975
"4679","White","Very happy",1975
"4680","White","Very happy",1975
"4681","White","Pretty happy",1975
"4682","White","Pretty happy",1975
"4683","White","Pretty happy",1975
"4684","White","Not too happy",1975
"4685","White","Very happy",1975
"4686","White","Very happy",1975
"4687","White","Pretty happy",1975
"4688","White","Not too happy",1975
"4689","White","Very happy",1975
"4690","White","Pretty happy",1975
"4691","White","Not too happy",1975
"4692","White","Not too happy",1975
"4693","White","Not too happy",1975
"4694","White","Very happy",1975
"4695","White","Pretty happy",1975
"4696","White","Very happy",1975
"4697","White","Pretty happy",1975
"4698","White","Pretty happy",1975
"4699","White","Very happy",1975
"4700","White","Not too happy",1975
"4701","White","Pretty happy",1975
"4702","White","Very happy",1975
"4703","White","Pretty happy",1975
"4704","White","Pretty happy",1975
"4705","White","Pretty happy",1975
"4706","White","Pretty happy",1975
"4707","White","Pretty happy",1975
"4708","White","Pretty happy",1975
"4709","White","Not too happy",1975
"4710","White","Pretty happy",1975
"4711","White","Very happy",1975
"4712","White","Pretty happy",1975
"4713","White","Very happy",1975
"4714","White","Pretty happy",1975
"4715","White","Very happy",1975
"4716","White","Pretty happy",1975
"4717","White","Pretty happy",1975
"4718","White","Very happy",1975
"4719","White","Very happy",1975
"4720","White","Very happy",1975
"4721","White","Not too happy",1975
"4722","White","Pretty happy",1975
"4723","White","Very happy",1975
"4724","White","Pretty happy",1975
"4725","White","Pretty happy",1975
"4726","White","Pretty happy",1975
"4727","White","Very happy",1975
"4728","White","Pretty happy",1975
"4729","White","Pretty happy",1975
"4730","White","Very happy",1975
"4731","Black","Very happy",1975
"4732","Black","Not too happy",1975
"4733","White","Pretty happy",1975
"4734","White","Pretty happy",1975
"4735","White","Very happy",1975
"4736","White","Not too happy",1975
"4737","White","Pretty happy",1975
"4738","White","Pretty happy",1975
"4739","White","Very happy",1975
"4740","White","Pretty happy",1975
"4741","White","Pretty happy",1975
"4742","White","Very happy",1975
"4743","White","Very happy",1975
"4744","White","Pretty happy",1975
"4745","White","Very happy",1975
"4746","White","Not too happy",1975
"4747","White","Pretty happy",1975
"4748","White","Pretty happy",1975
"4749","White","Pretty happy",1975
"4750","White","Very happy",1975
"4751","White","Not too happy",1975
"4752","White","Very happy",1975
"4753","White","Very happy",1975
"4754","White","Pretty happy",1975
"4755","White","Pretty happy",1975
"4756","White","Pretty happy",1975
"4757","White","Very happy",1975
"4758","White","Pretty happy",1975
"4759","White","Pretty happy",1975
"4760","White","Very happy",1975
"4761","White","Pretty happy",1975
"4762","White","Pretty happy",1975
"4763","White","Very happy",1975
"4764","White","Very happy",1975
"4765","White","Not too happy",1975
"4766","White","Pretty happy",1975
"4767","White","Pretty happy",1975
"4768","White","Pretty happy",1975
"4769","White","Pretty happy",1975
"4770","White","Very happy",1975
"4771","White","Pretty happy",1975
"4772","Black","Very happy",1975
"4773","Black","Very happy",1975
"4774","Black","Very happy",1975
"4775","Black","Pretty happy",1975
"4776","Black","Pretty happy",1975
"4777","White","Very happy",1975
"4778","White","Pretty happy",1975
"4779","White","Pretty happy",1975
"4780","White","Pretty happy",1975
"4781","White","Pretty happy",1975
"4782","White","Pretty happy",1975
"4783","White","Not too happy",1975
"4784","White","Very happy",1975
"4785","White","Not too happy",1975
"4786","White","Pretty happy",1975
"4787","White","Pretty happy",1975
"4788","White","Pretty happy",1975
"4789","White","Pretty happy",1975
"4790","White","Very happy",1975
"4791","White","Very happy",1975
"4792","White","Very happy",1975
"4793","White","Very happy",1975
"4794","White","Pretty happy",1975
"4795","White","Pretty happy",1975
"4796","White","Very happy",1975
"4797","White","Pretty happy",1975
"4798","White","Not too happy",1975
"4799","White","Not too happy",1975
"4800","White","Pretty happy",1975
"4801","White","Pretty happy",1975
"4802","White","Very happy",1975
"4803","White","Pretty happy",1975
"4804","White","Pretty happy",1975
"4805","White","Very happy",1975
"4806","White","Pretty happy",1975
"4807","Black","Pretty happy",1975
"4808","Black","Pretty happy",1975
"4809","White","Not too happy",1975
"4810","White","Very happy",1975
"4811","White","Very happy",1975
"4812","White","Pretty happy",1975
"4813","White","Very happy",1975
"4814","White","Pretty happy",1975
"4815","White","Pretty happy",1975
"4816","White","Very happy",1975
"4817","White","Pretty happy",1975
"4818","White","Pretty happy",1975
"4819","White","Pretty happy",1975
"4820","White","Very happy",1975
"4821","White","Very happy",1975
"4822","White","Pretty happy",1975
"4823","White","Pretty happy",1975
"4824","White","Pretty happy",1975
"4825","White","Pretty happy",1975
"4826","White","Pretty happy",1975
"4827","White","Very happy",1975
"4828","White","Very happy",1975
"4829","White","Very happy",1975
"4830","White","Pretty happy",1975
"4831","White","Very happy",1975
"4832","White","Very happy",1975
"4833","White","Very happy",1975
"4834","White","Pretty happy",1975
"4835","White","Pretty happy",1975
"4836","White","Pretty happy",1975
"4837","White","Very happy",1975
"4838","White","Very happy",1975
"4839","White","Pretty happy",1975
"4840","White","Very happy",1975
"4841","White","Pretty happy",1975
"4842","White","Pretty happy",1975
"4843","White","Pretty happy",1975
"4844","White","Pretty happy",1975
"4845","White","Pretty happy",1975
"4846","White","Very happy",1975
"4847","White","Not too happy",1975
"4848","White","Pretty happy",1975
"4849","White","Very happy",1975
"4850","White","Very happy",1975
"4851","White","Very happy",1975
"4852","White","Pretty happy",1975
"4853","White","Very happy",1975
"4854","White","Very happy",1975
"4855","White","Pretty happy",1975
"4856","White","Very happy",1975
"4857","White","Not too happy",1975
"4858","White","Pretty happy",1975
"4859","White","Very happy",1975
"4860","White","Pretty happy",1975
"4861","White","Very happy",1975
"4862","White","Not too happy",1975
"4863","White","Pretty happy",1975
"4864","White","Pretty happy",1975
"4865","White","Pretty happy",1975
"4866","White","Pretty happy",1975
"4867","White","Very happy",1975
"4868","White","Very happy",1975
"4869","White","Pretty happy",1975
"4870","White","Very happy",1975
"4871","White","Very happy",1975
"4872","White","Pretty happy",1975
"4873","White","Pretty happy",1975
"4874","White","Pretty happy",1975
"4875","Black","Not too happy",1975
"4876","White","Very happy",1975
"4877","Black","Very happy",1975
"4878","Black","Not too happy",1975
"4879","Black","Pretty happy",1975
"4880","White","Very happy",1975
"4881","White","Very happy",1975
"4882","White","Pretty happy",1975
"4883","White","Pretty happy",1975
"4884","White","Very happy",1975
"4885","White","Pretty happy",1975
"4886","White","Pretty happy",1975
"4887","White","Very happy",1975
"4888","White","Pretty happy",1975
"4889","White","Not too happy",1975
"4890","White","Pretty happy",1975
"4891","White","Pretty happy",1975
"4892","White","Pretty happy",1975
"4893","White","Pretty happy",1975
"4894","White","Pretty happy",1975
"4895","White","Pretty happy",1975
"4896","White","Very happy",1975
"4897","White","Very happy",1975
"4898","White","Very happy",1975
"4899","White","Pretty happy",1975
"4900","White","Pretty happy",1975
"4901","White","Pretty happy",1975
"4902","White","Pretty happy",1975
"4903","White","Pretty happy",1975
"4904","White","Pretty happy",1975
"4905","White","Pretty happy",1975
"4906","White","Pretty happy",1975
"4907","White","Pretty happy",1975
"4908","White","Very happy",1975
"4909","White","Pretty happy",1975
"4910","White","Very happy",1975
"4911","White","Pretty happy",1975
"4912","White","Pretty happy",1975
"4913","White","Pretty happy",1975
"4914","White","Very happy",1975
"4915","White","Very happy",1975
"4916","White","Pretty happy",1975
"4917","Black","Pretty happy",1975
"4918","White","Very happy",1975
"4919","White","Pretty happy",1975
"4920","White","Very happy",1975
"4921","White","Very happy",1975
"4922","White","Very happy",1975
"4923","White","Pretty happy",1975
"4924","White","Pretty happy",1975
"4925","White","Pretty happy",1975
"4926","White","Pretty happy",1975
"4927","White","Pretty happy",1975
"4928","White","Pretty happy",1975
"4929","White","Pretty happy",1975
"4930","White","Pretty happy",1975
"4931","White","Very happy",1975
"4932","White","Pretty happy",1975
"4933","Black","Pretty happy",1975
"4934","Black","Pretty happy",1975
"4935","Black","Pretty happy",1975
"4936","Black","Pretty happy",1975
"4937","Black","Pretty happy",1975
"4938","White","Pretty happy",1975
"4939","White","Pretty happy",1975
"4940","White","Very happy",1975
"4941","White","Not too happy",1975
"4942","White","Very happy",1975
"4943","White","Pretty happy",1975
"4944","White","Very happy",1975
"4945","White","Very happy",1975
"4946","White","Very happy",1975
"4947","White","Pretty happy",1975
"4948","White","Not too happy",1975
"4949","White","Not too happy",1975
"4950","White","Pretty happy",1975
"4951","White","Pretty happy",1975
"4952","White","Very happy",1975
"4953","White","Very happy",1975
"4954","White","Pretty happy",1975
"4955","White","Pretty happy",1975
"4956","White","Very happy",1975
"4957","White","Pretty happy",1975
"4958","White","Very happy",1975
"4959","Others","Not too happy",1975
"4960","White","Pretty happy",1975
"4961","White","Not too happy",1975
"4962","White","Pretty happy",1975
"4963","White","Very happy",1975
"4964","White","Pretty happy",1975
"4965","White","Pretty happy",1975
"4966","White","Not too happy",1975
"4967","White","Very happy",1975
"4968","White","Pretty happy",1975
"4969","White","Pretty happy",1975
"4970","White","Very happy",1975
"4971","White","Not too happy",1975
"4972","White","Pretty happy",1975
"4973","White","Very happy",1975
"4974","White","Very happy",1975
"4975","White","Pretty happy",1975
"4976","White","Not too happy",1975
"4977","White","Not too happy",1975
"4978","White","Pretty happy",1975
"4979","White","Very happy",1975
"4980","White","Pretty happy",1975
"4981","White","Pretty happy",1975
"4982","White","Pretty happy",1975
"4983","White","Pretty happy",1975
"4984","White","Pretty happy",1975
"4985","White","Pretty happy",1975
"4986","White","Pretty happy",1975
"4987","Black","Pretty happy",1975
"4988","Black","Not too happy",1975
"4989","Black","Very happy",1975
"4990","Black","Very happy",1975
"4991","White","Very happy",1975
"4992","White","Pretty happy",1975
"4993","White","Pretty happy",1975
"4994","Black","Very happy",1975
"4995","White","Pretty happy",1975
"4996","White","Very happy",1975
"4997","White","Pretty happy",1975
"4998","White","Very happy",1975
"4999","White","Very happy",1975
"5000","White","Very happy",1975
"5001","White","Pretty happy",1975
"5002","White","Very happy",1975
"5003","White","Pretty happy",1975
"5004","White","Pretty happy",1975
"5005","White","Very happy",1975
"5006","White","Pretty happy",1975
"5007","White","Very happy",1975
"5008","White","Very happy",1975
"5009","Black","Pretty happy",1975
"5010","Black","Very happy",1975
"5011","Black","Pretty happy",1975
"5012","Black","Pretty happy",1975
"5013","Black","Pretty happy",1975
"5014","White","Very happy",1975
"5015","White","Not too happy",1975
"5016","White","Not too happy",1975
"5017","White","Very happy",1975
"5018","White","Very happy",1975
"5019","White","Pretty happy",1975
"5020","White","Very happy",1975
"5021","White","Very happy",1975
"5022","White","Pretty happy",1975
"5023","White","Very happy",1975
"5024","White","Pretty happy",1975
"5025","White","Not too happy",1975
"5026","White","Pretty happy",1975
"5027","White","Pretty happy",1975
"5028","White","Very happy",1975
"5029","White","Pretty happy",1975
"5030","White","Very happy",1975
"5031","White","Pretty happy",1975
"5032","Black","Pretty happy",1975
"5033","Black","Pretty happy",1975
"5034","White","Pretty happy",1975
"5035","White","Very happy",1975
"5036","White","Not too happy",1975
"5037","White","Pretty happy",1975
"5038","White","Very happy",1975
"5039","White","Pretty happy",1975
"5040","White","Very happy",1975
"5041","White","Pretty happy",1975
"5042","White","Pretty happy",1975
"5043","White","Very happy",1975
"5044","White","Pretty happy",1975
"5045","White","Very happy",1975
"5046","White","Very happy",1975
"5047","White","Very happy",1975
"5048","White","Not too happy",1975
"5049","White","Very happy",1975
"5050","White","Pretty happy",1975
"5051","White","Very happy",1975
"5052","White","Very happy",1975
"5053","White","Pretty happy",1975
"5054","White","Pretty happy",1975
"5055","White","Pretty happy",1975
"5056","White","Pretty happy",1975
"5057","White","Pretty happy",1975
"5058","White","Pretty happy",1975
"5059","White","Pretty happy",1975
"5060","Black","Very happy",1975
"5061","White","Not too happy",1975
"5062","White","Not too happy",1975
"5063","White","Pretty happy",1975
"5064","White","Very happy",1975
"5065","White","Pretty happy",1975
"5066","White","Pretty happy",1975
"5067","White","Pretty happy",1975
"5068","White","Very happy",1975
"5069","White","Very happy",1975
"5070","White","Pretty happy",1975
"5071","White","Very happy",1975
"5072","White","Pretty happy",1975
"5073","White","Pretty happy",1975
"5074","Others","Very happy",1975
"5075","White","Pretty happy",1975
"5076","White","Very happy",1975
"5077","White","Pretty happy",1975
"5078","White","Very happy",1975
"5079","White","Pretty happy",1975
"5080","White","Pretty happy",1975
"5081","White","Pretty happy",1975
"5082","White","Pretty happy",1975
"5083","White","Very happy",1975
"5084","White","Very happy",1975
"5085","Black","Not too happy",1975
"5086","White","Pretty happy",1975
"5087","White","Pretty happy",1975
"5088","White","Pretty happy",1975
"5089","White","Not too happy",1975
"5090","White","Pretty happy",1975
"5091","White","Very happy",1975
"5092","White","Pretty happy",1975
"5093","White","Very happy",1975
"5094","White","Very happy",1975
"5095","White","Very happy",1975
"5096","White","Not too happy",1975
"5097","White","Pretty happy",1975
"5098","White","Pretty happy",1975
"5099","White","Very happy",1975
"5100","White","Pretty happy",1975
"5101","Black","Pretty happy",1975
"5102","Black","Very happy",1975
"5103","Black","Very happy",1975
"5104","Black","Pretty happy",1975
"5105","White","Pretty happy",1975
"5106","White","Very happy",1975
"5107","White","Very happy",1975
"5108","White","Very happy",1975
"5109","White","Not too happy",1975
"5110","White","Pretty happy",1975
"5111","White","Pretty happy",1975
"5112","White","Not too happy",1975
"5113","White","Very happy",1975
"5114","White","Pretty happy",1975
"5115","White","Very happy",1975
"5116","White","Very happy",1975
"5117","White","Pretty happy",1975
"5118","White","Very happy",1975
"5119","White","Not too happy",1975
"5120","White","Pretty happy",1975
"5121","White","Very happy",1975
"5122","White","Very happy",1975
"5123","White","Very happy",1975
"5124","White","Very happy",1975
"5125","White","Very happy",1975
"5126","White","Pretty happy",1975
"5127","White","Pretty happy",1975
"5128","White","Pretty happy",1975
"5129","White","Pretty happy",1975
"5130","White","Pretty happy",1975
"5131","White","Not too happy",1975
"5132","White","Pretty happy",1975
"5133","Black","Pretty happy",1975
"5134","Black","Pretty happy",1975
"5135","White","Not too happy",1975
"5136","Black","Pretty happy",1975
"5137","White","Pretty happy",1975
"5138","White","Pretty happy",1975
"5139","White","Pretty happy",1975
"5140","White","Very happy",1975
"5141","White","Pretty happy",1975
"5142","White","Not too happy",1975
"5143","White","Very happy",1975
"5144","Black","Not too happy",1975
"5145","Black","Not too happy",1975
"5146","Black","Not too happy",1975
"5147","White","Pretty happy",1975
"5148","White","Not too happy",1975
"5149","White","Pretty happy",1975
"5150","White","Pretty happy",1975
"5151","White","Pretty happy",1975
"5152","Black","Very happy",1975
"5153","Black","Pretty happy",1975
"5154","Black","Not too happy",1975
"5155","White","Pretty happy",1975
"5156","White","Pretty happy",1975
"5157","White","Pretty happy",1975
"5158","White","Not too happy",1975
"5159","White","Pretty happy",1975
"5160","White","Very happy",1975
"5161","White","Very happy",1975
"5162","White","Very happy",1975
"5163","White","Very happy",1975
"5164","White","Not too happy",1975
"5165","White","Not too happy",1975
"5166","White","Pretty happy",1975
"5167","White","Pretty happy",1975
"5168","Black","Pretty happy",1975
"5169","Black","Pretty happy",1975
"5170","Black","Pretty happy",1975
"5171","Black","Not too happy",1975
"5172","Black","Pretty happy",1975
"5173","White","Pretty happy",1975
"5174","White","Pretty happy",1975
"5175","White","Pretty happy",1975
"5176","White","Pretty happy",1975
"5177","White","Not too happy",1975
"5178","White","Pretty happy",1975
"5179","White","Not too happy",1975
"5180","White","Pretty happy",1975
"5181","White","Pretty happy",1975
"5182","White","Pretty happy",1975
"5183","White","Pretty happy",1975
"5184","White","Pretty happy",1975
"5185","White","Pretty happy",1975
"5186","White","Not too happy",1975
"5187","White","Pretty happy",1975
"5188","White","Very happy",1975
"5189","White","Pretty happy",1975
"5190","White","Very happy",1975
"5191","White","Very happy",1975
"5192","White","Not too happy",1975
"5193","White","Pretty happy",1975
"5194","White","Pretty happy",1975
"5195","White","Pretty happy",1975
"5196","White","Pretty happy",1975
"5197","White","Pretty happy",1975
"5198","White","Not too happy",1975
"5199","White","Pretty happy",1975
"5200","White","Pretty happy",1975
"5201","White","Very happy",1975
"5202","White","Not too happy",1975
"5203","White","Pretty happy",1975
"5204","White","Very happy",1975
"5205","White","Very happy",1975
"5206","White","Pretty happy",1975
"5207","Black","Pretty happy",1975
"5208","Black","Pretty happy",1975
"5209","Black","Pretty happy",1975
"5210","Black","Pretty happy",1975
"5211","Black","Pretty happy",1975
"5212","Black","Pretty happy",1975
"5213","Black","Pretty happy",1975
"5214","Black","Not too happy",1975
"5215","White","Very happy",1975
"5216","White","Very happy",1975
"5217","White","Very happy",1975
"5218","White","Very happy",1975
"5219","White","Pretty happy",1975
"5220","White","Very happy",1975
"5221","White","Not too happy",1975
"5222","Black","Pretty happy",1975
"5223","White","Not too happy",1975
"5224","Black","Pretty happy",1975
"5225","Black","Pretty happy",1975
"5226","Black","Pretty happy",1975
"5227","Black","Pretty happy",1975
"5228","Black","Pretty happy",1975
"5229","White","Very happy",1975
"5230","White","Pretty happy",1975
"5231","White","Pretty happy",1975
"5232","White","Pretty happy",1975
"5233","White","Very happy",1975
"5234","White","Pretty happy",1975
"5235","White","Very happy",1975
"5236","White","Very happy",1975
"5237","White","Pretty happy",1975
"5238","White","Pretty happy",1975
"5239","White","Pretty happy",1975
"5240","White","Pretty happy",1975
"5241","White","Not too happy",1975
"5242","White","Pretty happy",1975
"5243","White","Pretty happy",1975
"5244","White","Pretty happy",1975
"5245","White","Pretty happy",1975
"5246","White","Pretty happy",1975
"5247","White","Pretty happy",1975
"5248","White","Pretty happy",1975
"5249","White","Pretty happy",1975
"5250","White","Very happy",1975
"5251","White","Very happy",1975
"5252","White","Very happy",1975
"5253","White","Pretty happy",1975
"5254","White","Pretty happy",1975
"5255","White","Very happy",1975
"5256","White","Pretty happy",1975
"5257","White","Very happy",1975
"5258","White","Pretty happy",1975
"5259","White","Pretty happy",1975
"5260","White","Very happy",1975
"5261","White","Pretty happy",1975
"5262","White","Pretty happy",1975
"5263","White","Pretty happy",1975
"5264","White","Very happy",1975
"5265","White","Very happy",1975
"5266","White","Pretty happy",1975
"5267","White","Very happy",1975
"5268","White","Pretty happy",1975
"5269","White","Very happy",1975
"5270","White","Very happy",1975
"5271","Black","Pretty happy",1975
"5272","White","Very happy",1975
"5273","White","Pretty happy",1975
"5274","White","Very happy",1975
"5275","White","Pretty happy",1975
"5276","White","Very happy",1975
"5277","White","Pretty happy",1975
"5278","White","Not too happy",1975
"5279","White","Pretty happy",1975
"5280","White","Very happy",1975
"5281","White","Very happy",1975
"5282","White","Very happy",1975
"5283","White","Not too happy",1975
"5284","White","Very happy",1975
"5285","White","Pretty happy",1975
"5286","White","Very happy",1975
"5287","White","Very happy",1975
"5288","White","Very happy",1975
"5289","White","Not too happy",1975
"5290","White","Pretty happy",1975
"5291","White","Pretty happy",1975
"5292","Black","Not too happy",1975
"5293","White","Pretty happy",1975
"5294","Black","Pretty happy",1975
"5295","White","Pretty happy",1975
"5296","Black","Not too happy",1975
"5297","White","Pretty happy",1975
"5298","White","Very happy",1975
"5299","White","Very happy",1975
"5300","White","Very happy",1975
"5301","White","Not too happy",1975
"5302","White","Pretty happy",1975
"5303","White","Pretty happy",1975
"5304","White","Very happy",1975
"5305","White","Very happy",1975
"5306","White","Not too happy",1975
"5307","White","Pretty happy",1975
"5308","White","Pretty happy",1975
"5309","White","Pretty happy",1975
"5310","White","Very happy",1975
"5311","White","Pretty happy",1975
"5312","White","Pretty happy",1975
"5313","White","Very happy",1975
"5314","White","Not too happy",1975
"5315","White","Pretty happy",1975
"5316","White","Pretty happy",1975
"5317","White","Not too happy",1975
"5318","Black","Not too happy",1975
"5319","White","Very happy",1975
"5320","White","Not too happy",1975
"5321","White","Very happy",1975
"5322","White","Pretty happy",1975
"5323","White","Pretty happy",1975
"5324","White","Pretty happy",1975
"5325","White","Very happy",1975
"5326","White","Pretty happy",1975
"5327","White","Pretty happy",1975
"5328","White","Very happy",1975
"5329","White","Very happy",1975
"5330","White","Pretty happy",1975
"5331","White","Very happy",1975
"5332","White","Very happy",1975
"5333","White","Not too happy",1975
"5334","White","Pretty happy",1975
"5335","White","Very happy",1975
"5336","Black","Very happy",1975
"5337","White","Very happy",1975
"5338","Black","Pretty happy",1975
"5339","Black","Pretty happy",1975
"5340","Black","Pretty happy",1975
"5341","Black","Pretty happy",1975
"5342","White","Pretty happy",1975
"5343","White","Very happy",1975
"5344","White","Very happy",1975
"5345","White","Pretty happy",1975
"5346","White","Pretty happy",1975
"5347","White","Very happy",1975
"5348","White","Very happy",1975
"5349","White","Pretty happy",1975
"5350","White","Not too happy",1975
"5351","White","Very happy",1975
"5352","White","Pretty happy",1975
"5353","White","Not too happy",1975
"5354","White","Pretty happy",1975
"5355","White","Not too happy",1975
"5356","White","Not too happy",1975
"5357","White","Very happy",1975
"5358","White","Very happy",1975
"5359","White","Pretty happy",1975
"5360","White","Pretty happy",1975
"5361","White","Pretty happy",1975
"5362","White","Pretty happy",1975
"5363","White","Pretty happy",1975
"5364","White","Pretty happy",1975
"5365","White","Pretty happy",1975
"5366","White","Very happy",1975
"5367","White","Very happy",1975
"5368","White","Very happy",1975
"5369","White","Pretty happy",1975
"5370","White","Pretty happy",1975
"5371","White","Pretty happy",1975
"5372","White","Very happy",1975
"5373","White","Not too happy",1975
"5374","White","Very happy",1975
"5375","White","Very happy",1975
"5376","White","Pretty happy",1975
"5377","White","Pretty happy",1975
"5378","White","Very happy",1975
"5379","White","Pretty happy",1975
"5380","White","Not too happy",1975
"5381","White","Pretty happy",1975
"5382","White","Pretty happy",1975
"5383","White","Not too happy",1975
"5384","White","Pretty happy",1975
"5385","White","Pretty happy",1975
"5386","White","Pretty happy",1975
"5387","White","Very happy",1975
"5388","White","Pretty happy",1975
"5389","White","Pretty happy",1975
"5390","White","Very happy",1975
"5391","White","Very happy",1975
"5392","White","Pretty happy",1975
"5393","White","Pretty happy",1975
"5394","White","Pretty happy",1975
"5395","White","Pretty happy",1975
"5396","White","Pretty happy",1975
"5397","White","Pretty happy",1975
"5398","White","Pretty happy",1975
"5399","White","Pretty happy",1975
"5400","Black","Pretty happy",1975
"5401","Black","Not too happy",1975
"5402","Black","Pretty happy",1975
"5403","Black","Not too happy",1975
"5404","Black","Pretty happy",1975
"5405","Black","Pretty happy",1975
"5406","Black","Pretty happy",1975
"5407","Black","Not too happy",1975
"5408","Black","Very happy",1975
"5409","White","Very happy",1975
"5410","White","Pretty happy",1975
"5411","White","Very happy",1975
"5412","White","Pretty happy",1975
"5413","White","Pretty happy",1975
"5414","White","Pretty happy",1975
"5415","White","Pretty happy",1975
"5416","White","Pretty happy",1975
"5417","White","Very happy",1975
"5418","White","Pretty happy",1975
"5419","White","Pretty happy",1975
"5420","White","Very happy",1975
"5421","White","Pretty happy",1975
"5422","White","Pretty happy",1975
"5423","White","Pretty happy",1975
"5424","White","Pretty happy",1975
"5425","White","Very happy",1975
"5426","Black","Not too happy",1975
"5427","White","Not too happy",1975
"5428","Black","Pretty happy",1975
"5429","White","Very happy",1975
"5430","White","Not too happy",1975
"5431","Black","Pretty happy",1975
"5432","Black","Very happy",1975
"5433","Black","Not too happy",1975
"5434","Black","Pretty happy",1975
"5435","Black","Not too happy",1975
"5436","Black","Very happy",1975
"5437","Black","Very happy",1975
"5438","Black","Pretty happy",1975
"5439","Black","Pretty happy",1975
"5440","Black","Pretty happy",1975
"5441","White","Not too happy",1975
"5442","White","Very happy",1975
"5443","White","Not too happy",1975
"5444","White","Pretty happy",1975
"5445","White","Very happy",1975
"5446","White","Pretty happy",1975
"5447","White","Pretty happy",1975
"5448","White","Not too happy",1975
"5449","White","Very happy",1975
"5450","White","Not too happy",1975
"5451","White","Very happy",1976
"5452","White","Pretty happy",1976
"5453","White","Very happy",1976
"5454","White","Very happy",1976
"5455","White","Very happy",1976
"5456","White","Very happy",1976
"5457","White","Pretty happy",1976
"5458","White","Very happy",1976
"5459","White","Pretty happy",1976
"5460","White","Pretty happy",1976
"5461","White","Pretty happy",1976
"5462","White","Not too happy",1976
"5463","White","Very happy",1976
"5464","White","Very happy",1976
"5465","White","Pretty happy",1976
"5466","White","Pretty happy",1976
"5467","White","Pretty happy",1976
"5468","White","Not too happy",1976
"5469","White","Very happy",1976
"5470","White","Pretty happy",1976
"5471","White","Pretty happy",1976
"5472","White","Very happy",1976
"5473","White","Not too happy",1976
"5474","White","Very happy",1976
"5475","White","Very happy",1976
"5476","White","Very happy",1976
"5477","White","Pretty happy",1976
"5478","White","Very happy",1976
"5479","White","Very happy",1976
"5480","White","Pretty happy",1976
"5481","White","Very happy",1976
"5482","White","Pretty happy",1976
"5483","White","Very happy",1976
"5484","White","Pretty happy",1976
"5485","White","Very happy",1976
"5486","White","Pretty happy",1976
"5487","White","Pretty happy",1976
"5488","White","Pretty happy",1976
"5489","White","Pretty happy",1976
"5490","White","Pretty happy",1976
"5491","White","Not too happy",1976
"5492","White","Very happy",1976
"5493","White","Very happy",1976
"5494","White","Very happy",1976
"5495","White","Pretty happy",1976
"5496","White","Not too happy",1976
"5497","White","Not too happy",1976
"5498","White","Very happy",1976
"5499","White","Pretty happy",1976
"5500","White","Pretty happy",1976
"5501","White","Pretty happy",1976
"5502","White","Pretty happy",1976
"5503","White","Not too happy",1976
"5504","White","Very happy",1976
"5505","White","Pretty happy",1976
"5506","White","Very happy",1976
"5507","White","Pretty happy",1976
"5508","White","Very happy",1976
"5509","White","Very happy",1976
"5510","White","Pretty happy",1976
"5511","White","Not too happy",1976
"5512","White","Very happy",1976
"5513","White","Pretty happy",1976
"5514","White","Not too happy",1976
"5515","White","Very happy",1976
"5516","White","Very happy",1976
