"","Race","Happy_level","Year"
"27883","White","Pretty happy",1994
"27884","White","Pretty happy",1994
"27885","White","Very happy",1994
"27886","White","Not too happy",1994
"27887","White","Pretty happy",1994
"27888","White","Pretty happy",1994
"27889","White","Pretty happy",1994
"27890","White","Pretty happy",1994
"27891","White","Pretty happy",1994
"27892","White","Pretty happy",1994
"27893","White","Very happy",1994
"27894","White","Pretty happy",1994
"27895","White","Very happy",1994
"27896","White","Pretty happy",1994
"27897","White","Very happy",1994
"27898","White","Very happy",1994
"27899","White","Very happy",1994
"27900","White","Very happy",1994
"27901","White","Pretty happy",1994
"27902","White","Very happy",1994
"27903","White","Very happy",1994
"27904","White","Very happy",1994
"27905","White","Very happy",1994
"27906","White","Very happy",1994
"27907","White","Pretty happy",1994
"27908","White","Very happy",1994
"27909","White","Pretty happy",1994
"27910","Others","Pretty happy",1994
"27911","White","Pretty happy",1994
"27912","Others","Very happy",1994
"27913","White","Pretty happy",1994
"27914","White","Pretty happy",1994
"27915","White","Not too happy",1994
"27916","Others","Very happy",1994
"27917","White","Pretty happy",1994
"27918","White","Pretty happy",1994
"27919","White","Very happy",1994
"27920","White","Very happy",1994
"27921","White","Very happy",1994
"27922","White","Not too happy",1994
"27923","White","Very happy",1994
"27924","White","Pretty happy",1994
"27925","White","Very happy",1994
"27926","White","Pretty happy",1994
"27927","Others","Very happy",1994
"27928","White","Very happy",1994
"27929","White","Very happy",1994
"27930","White","Not too happy",1994
"27931","White","Very happy",1994
"27932","White","Pretty happy",1994
"27933","White","Pretty happy",1994
"27934","White","Pretty happy",1994
"27935","White","Pretty happy",1994
"27936","White","Pretty happy",1994
"27937","White","Very happy",1994
"27938","White","Pretty happy",1994
"27939","White","Pretty happy",1994
"27940","White","Pretty happy",1994
"27941","White","Very happy",1994
"27942","White","Very happy",1994
"27943","White","Pretty happy",1994
"27944","White","Pretty happy",1994
"27945","White","Pretty happy",1994
"27946","White","Pretty happy",1994
"27947","White","Pretty happy",1994
"27948","White","Pretty happy",1994
"27949","White","Very happy",1994
"27950","White","Pretty happy",1994
"27951","White","Pretty happy",1994
"27952","White","Very happy",1994
"27953","White","Pretty happy",1994
"27954","White","Pretty happy",1994
"27955","White","Very happy",1994
"27956","White","Not too happy",1994
"27957","White","Not too happy",1994
"27958","White","Very happy",1994
"27959","White","Pretty happy",1994
"27960","White","Pretty happy",1994
"27961","White","Pretty happy",1994
"27962","White","Pretty happy",1994
"27963","White","Not too happy",1994
"27964","White","Very happy",1994
"27965","White","Pretty happy",1994
"27966","White","Pretty happy",1994
"27967","White","Pretty happy",1994
"27968","White","Pretty happy",1994
"27969","White","Pretty happy",1994
"27970","White","Pretty happy",1994
"27971","White","Very happy",1994
"27972","White","Very happy",1994
"27973","White","Pretty happy",1994
"27974","White","Not too happy",1994
"27975","White","Pretty happy",1994
"27976","White","Pretty happy",1994
"27977","Others","Not too happy",1994
"27978","White","Pretty happy",1994
"27979","White","Pretty happy",1994
"27980","White","Not too happy",1994
"27981","White","Pretty happy",1994
"27982","White","Not too happy",1994
"27983","White","Very happy",1994
"27984","White","Pretty happy",1994
"27985","White","Very happy",1994
"27986","White","Very happy",1994
"27987","White","Pretty happy",1994
"27988","White","Pretty happy",1994
"27989","White","Pretty happy",1994
"27990","White","Pretty happy",1994
"27991","White","Very happy",1994
"27992","White","Pretty happy",1994
"27993","White","Not too happy",1994
"27994","White","Pretty happy",1994
"27995","White","Pretty happy",1994
"27996","White","Pretty happy",1994
"27997","White","Pretty happy",1994
"27998","Black","Pretty happy",1994
"27999","White","Pretty happy",1994
"28000","White","Very happy",1994
"28001","White","Pretty happy",1994
"28002","White","Pretty happy",1994
"28003","White","Pretty happy",1994
"28004","White","Very happy",1994
"28005","White","Pretty happy",1994
"28006","White","Very happy",1994
"28007","White","Pretty happy",1994
"28008","White","Pretty happy",1994
"28009","White","Pretty happy",1994
"28010","White","Pretty happy",1994
"28011","White","Pretty happy",1994
"28012","White","Very happy",1994
"28013","White","Pretty happy",1994
"28014","White","Very happy",1994
"28015","White","Very happy",1994
"28016","White","Very happy",1994
"28017","Black","Not too happy",1994
"28018","Others","Pretty happy",1994
"28019","Black","Not too happy",1994
"28020","Black","Not too happy",1994
"28021","Black","Pretty happy",1994
"28022","White","Very happy",1994
"28023","White","Very happy",1994
"28024","White","Very happy",1994
"28025","White","Not too happy",1994
"28026","White","Pretty happy",1994
"28027","White","Pretty happy",1994
"28028","White","Very happy",1994
"28029","White","Pretty happy",1994
"28030","White","Pretty happy",1994
"28031","White","Very happy",1994
"28032","White","Very happy",1994
"28033","White","Very happy",1994
"28034","Black","Not too happy",1994
"28035","Black","Pretty happy",1994
"28036","Others","Pretty happy",1994
"28037","White","Not too happy",1994
"28038","White","Very happy",1994
"28039","White","Pretty happy",1994
"28040","White","Pretty happy",1994
"28041","White","Pretty happy",1994
"28042","White","Pretty happy",1994
"28043","White","Pretty happy",1994
"28044","White","Pretty happy",1994
"28045","White","Pretty happy",1994
"28046","White","Very happy",1994
"28047","White","Pretty happy",1994
"28048","White","Pretty happy",1994
"28049","White","Not too happy",1994
"28050","White","Pretty happy",1994
"28051","White","Pretty happy",1994
"28052","White","Pretty happy",1994
"28053","White","Pretty happy",1994
"28054","White","Pretty happy",1994
"28055","White","Pretty happy",1994
"28056","White","Very happy",1994
"28057","White","Very happy",1994
"28058","White","Very happy",1994
"28059","White","Very happy",1994
"28060","Others","Pretty happy",1994
"28061","White","Very happy",1994
"28062","White","Pretty happy",1994
"28063","White","Very happy",1994
"28064","White","Very happy",1994
"28065","White","Pretty happy",1994
"28066","White","Very happy",1994
"28067","White","Very happy",1994
"28068","White","Pretty happy",1994
"28069","White","Pretty happy",1994
"28070","White","Pretty happy",1994
"28071","White","Not too happy",1994
"28072","White","Very happy",1994
"28073","White","Not too happy",1994
"28074","White","Pretty happy",1994
"28075","White","Not too happy",1994
"28076","White","Not too happy",1994
"28077","White","Pretty happy",1994
"28078","White","Very happy",1994
"28079","White","Pretty happy",1994
"28080","White","Very happy",1994
"28081","White","Very happy",1994
"28082","White","Pretty happy",1994
"28083","White","Pretty happy",1994
"28084","White","Pretty happy",1994
"28085","White","Very happy",1994
"28086","White","Pretty happy",1994
"28087","White","Pretty happy",1994
"28088","White","Very happy",1994
"28089","White","Pretty happy",1994
"28090","White","Pretty happy",1994
"28091","White","Very happy",1994
"28092","White","Pretty happy",1994
"28093","White","Very happy",1994
"28094","White","Not too happy",1994
"28095","White","Pretty happy",1994
"28096","White","Pretty happy",1994
"28097","White","Pretty happy",1994
"28098","White","Not too happy",1994
"28099","White","Pretty happy",1994
"28100","White","Pretty happy",1994
"28101","White","Pretty happy",1994
"28102","White","Pretty happy",1994
"28103","White","Not too happy",1994
"28104","White","Not too happy",1994
"28105","White","Pretty happy",1994
"28106","White","Pretty happy",1994
"28107","White","Pretty happy",1994
"28108","White","Pretty happy",1994
"28109","White","Not too happy",1994
"28110","White","Pretty happy",1994
"28111","White","Pretty happy",1994
"28112","White","Pretty happy",1994
"28113","White","Very happy",1994
"28114","White","Pretty happy",1994
"28115","White","Pretty happy",1994
"28116","White","Very happy",1994
"28117","White","Pretty happy",1994
"28118","White","Very happy",1994
"28119","White","Pretty happy",1994
"28120","White","Pretty happy",1994
"28121","White","Very happy",1994
"28122","White","Very happy",1994
"28123","Black","Very happy",1994
"28124","White","Pretty happy",1994
"28125","White","Pretty happy",1994
"28126","White","Pretty happy",1994
"28127","White","Pretty happy",1994
"28128","White","Not too happy",1994
"28129","White","Pretty happy",1994
"28130","White","Pretty happy",1994
"28131","White","Not too happy",1994
"28132","White","Not too happy",1994
"28133","White","Pretty happy",1994
"28134","White","Pretty happy",1994
"28135","White","Very happy",1994
"28136","White","Pretty happy",1994
"28137","White","Pretty happy",1994
"28138","White","Very happy",1994
"28139","White","Pretty happy",1994
"28140","White","Not too happy",1994
"28141","White","Pretty happy",1994
"28142","White","Very happy",1994
"28143","White","Pretty happy",1994
"28144","White","Very happy",1994
"28145","White","Very happy",1994
"28146","White","Pretty happy",1994
"28147","White","Pretty happy",1994
"28148","Black","Not too happy",1994
"28149","Black","Pretty happy",1994
"28150","White","Pretty happy",1994
"28151","Black","Very happy",1994
"28152","White","Pretty happy",1994
"28153","White","Pretty happy",1994
"28154","White","Pretty happy",1994
"28155","White","Pretty happy",1994
"28156","White","Pretty happy",1994
"28157","White","Very happy",1994
"28158","White","Pretty happy",1994
"28159","White","Pretty happy",1994
"28160","White","Pretty happy",1994
"28161","White","Pretty happy",1994
"28162","White","Pretty happy",1994
"28163","White","Not too happy",1994
"28164","White","Pretty happy",1994
"28165","White","Pretty happy",1994
"28166","White","Pretty happy",1994
"28167","Black","Very happy",1994
"28168","Black","Pretty happy",1994
"28169","Black","Pretty happy",1994
"28170","Black","Pretty happy",1994
"28171","White","Not too happy",1994
"28172","White","Very happy",1994
"28173","White","Pretty happy",1994
"28174","White","Very happy",1994
"28175","White","Not too happy",1994
"28176","White","Pretty happy",1994
"28177","White","Pretty happy",1994
"28178","White","Pretty happy",1994
"28179","White","Pretty happy",1994
"28180","Black","Not too happy",1994
"28181","White","Very happy",1994
"28182","White","Pretty happy",1994
"28183","White","Pretty happy",1994
"28184","White","Pretty happy",1994
"28185","White","Pretty happy",1994
"28186","White","Very happy",1994
"28187","White","Pretty happy",1994
"28188","Others","Pretty happy",1994
"28189","White","Pretty happy",1994
"28190","White","Very happy",1994
"28191","White","Pretty happy",1994
"28192","White","Very happy",1994
"28193","White","Very happy",1994
"28194","White","Pretty happy",1994
"28195","Black","Pretty happy",1994
"28196","Black","Pretty happy",1994
"28197","White","Pretty happy",1994
"28198","Black","Not too happy",1994
"28199","Black","Pretty happy",1994
"28200","White","Pretty happy",1994
"28201","White","Pretty happy",1994
"28202","Others","Very happy",1994
"28203","Black","Not too happy",1994
"28204","White","Pretty happy",1994
"28205","White","Pretty happy",1994
"28206","White","Pretty happy",1994
"28207","White","Pretty happy",1994
"28208","White","Very happy",1994
"28209","White","Very happy",1994
"28210","Others","Pretty happy",1994
"28211","Black","Very happy",1994
"28212","Others","Not too happy",1994
"28213","White","Pretty happy",1994
"28214","White","Not too happy",1994
"28215","White","Pretty happy",1994
"28216","White","Not too happy",1994
"28217","White","Not too happy",1994
"28218","White","Pretty happy",1994
"28219","White","Pretty happy",1994
"28220","White","Very happy",1994
"28221","White","Pretty happy",1994
"28222","White","Not too happy",1994
"28223","White","Pretty happy",1994
"28224","White","Pretty happy",1994
"28225","White","Pretty happy",1994
"28226","White","Very happy",1994
"28227","White","Very happy",1994
"28228","White","Very happy",1994
"28229","White","Pretty happy",1994
"28230","White","Not too happy",1994
"28231","White","Pretty happy",1994
"28232","White","Pretty happy",1994
"28233","White","Very happy",1994
"28234","Black","Very happy",1994
"28235","White","Very happy",1994
"28236","Black","Pretty happy",1994
"28237","White","Pretty happy",1994
"28238","White","Pretty happy",1994
"28239","White","Not too happy",1994
"28240","White","Pretty happy",1994
"28241","White","Pretty happy",1994
"28242","White","Pretty happy",1994
"28243","White","Very happy",1994
"28244","White","Very happy",1994
"28245","White","Very happy",1994
"28246","White","Very happy",1994
"28247","White","Very happy",1994
"28248","White","Very happy",1994
"28249","White","Pretty happy",1994
"28250","White","Pretty happy",1994
"28251","White","Very happy",1994
"28252","White","Pretty happy",1994
"28253","White","Very happy",1994
"28254","White","Very happy",1994
"28255","Others","Pretty happy",1994
"28256","White","Very happy",1994
"28257","White","Very happy",1994
"28258","Black","Not too happy",1994
"28259","White","Pretty happy",1994
"28260","White","Pretty happy",1994
"28261","White","Pretty happy",1994
"28262","White","Pretty happy",1994
"28263","White","Not too happy",1994
"28264","White","Pretty happy",1994
"28265","White","Very happy",1994
"28266","White","Pretty happy",1994
"28267","White","Pretty happy",1994
"28268","White","Very happy",1994
"28269","White","Very happy",1994
"28270","White","Pretty happy",1994
"28271","White","Pretty happy",1994
"28272","White","Pretty happy",1994
"28273","Black","Very happy",1994
"28274","White","Pretty happy",1994
"28275","White","Pretty happy",1994
"28276","White","Pretty happy",1994
"28277","White","Pretty happy",1994
"28278","White","Very happy",1994
"28279","White","Very happy",1994
"28280","White","Pretty happy",1994
"28281","White","Very happy",1994
"28282","White","Not too happy",1994
"28283","White","Pretty happy",1994
"28284","White","Very happy",1994
"28285","White","Pretty happy",1994
"28286","White","Not too happy",1994
"28287","White","Very happy",1994
"28288","White","Very happy",1994
"28289","White","Not too happy",1994
"28290","White","Very happy",1994
"28291","White","Pretty happy",1994
"28292","White","Pretty happy",1994
"28293","White","Pretty happy",1994
"28294","White","Pretty happy",1994
"28295","White","Very happy",1994
"28296","White","Very happy",1994
"28297","White","Pretty happy",1994
"28298","White","Very happy",1994
"28299","White","Pretty happy",1994
"28300","White","Very happy",1994
"28301","White","Very happy",1994
"28302","White","Pretty happy",1994
"28303","White","Very happy",1994
"28304","White","Pretty happy",1994
"28305","White","Pretty happy",1994
"28306","White","Pretty happy",1994
"28307","White","Very happy",1994
"28308","White","Pretty happy",1994
"28309","White","Pretty happy",1994
"28310","White","Pretty happy",1994
"28311","White","Very happy",1994
"28312","White","Very happy",1994
"28313","White","Pretty happy",1994
"28314","White","Very happy",1994
"28315","White","Pretty happy",1994
"28316","White","Pretty happy",1994
"28317","White","Pretty happy",1994
"28318","White","Pretty happy",1994
"28319","White","Pretty happy",1994
"28320","White","Pretty happy",1994
"28321","White","Very happy",1994
"28322","White","Very happy",1994
"28323","White","Very happy",1994
"28324","White","Pretty happy",1994
"28325","Black","Pretty happy",1994
"28326","Black","Very happy",1994
"28327","Black","Pretty happy",1994
"28328","Black","Not too happy",1994
"28329","Black","Pretty happy",1994
"28330","White","Very happy",1994
"28331","White","Very happy",1994
"28332","White","Pretty happy",1994
"28333","White","Not too happy",1994
"28334","White","Pretty happy",1994
"28335","White","Not too happy",1994
"28336","White","Pretty happy",1994
"28337","White","Pretty happy",1994
"28338","White","Pretty happy",1994
"28339","White","Pretty happy",1994
"28340","White","Very happy",1994
"28341","White","Very happy",1994
"28342","White","Pretty happy",1994
"28343","Others","Very happy",1994
"28344","White","Pretty happy",1994
"28345","White","Very happy",1994
"28346","White","Pretty happy",1994
"28347","White","Pretty happy",1994
"28348","White","Very happy",1994
"28349","White","Not too happy",1994
"28350","White","Very happy",1994
"28351","White","Pretty happy",1994
"28352","White","Pretty happy",1994
"28353","White","Pretty happy",1994
"28354","White","Pretty happy",1994
"28355","White","Not too happy",1994
"28356","White","Pretty happy",1994
"28357","White","Pretty happy",1994
"28358","White","Pretty happy",1994
"28359","White","Pretty happy",1994
"28360","White","Very happy",1994
"28361","White","Very happy",1994
"28362","White","Pretty happy",1994
"28363","White","Very happy",1994
"28364","White","Pretty happy",1994
"28365","White","Pretty happy",1994
"28366","White","Pretty happy",1994
"28367","White","Very happy",1994
"28368","White","Pretty happy",1994
"28369","White","Very happy",1994
"28370","White","Pretty happy",1994
"28371","White","Pretty happy",1994
"28372","White","Very happy",1994
"28373","White","Not too happy",1994
"28374","White","Very happy",1994
"28375","White","Very happy",1994
"28376","White","Very happy",1994
"28377","White","Very happy",1994
"28378","White","Very happy",1994
"28379","White","Pretty happy",1994
"28380","White","Very happy",1994
"28381","White","Pretty happy",1994
"28382","White","Pretty happy",1994
"28383","White","Pretty happy",1994
"28384","Others","Very happy",1994
"28385","White","Pretty happy",1994
"28386","White","Pretty happy",1994
"28387","White","Pretty happy",1994
"28388","White","Pretty happy",1994
"28389","White","Very happy",1994
"28390","White","Very happy",1994
"28391","White","Very happy",1994
"28392","White","Not too happy",1994
"28393","White","Very happy",1994
"28394","White","Pretty happy",1994
"28395","White","Very happy",1994
"28396","White","Very happy",1994
"28397","White","Very happy",1994
"28398","White","Very happy",1994
"28399","White","Pretty happy",1994
"28400","White","Pretty happy",1994
"28401","White","Pretty happy",1994
"28402","White","Not too happy",1994
"28403","White","Pretty happy",1994
"28404","White","Pretty happy",1994
"28405","White","Very happy",1994
"28406","White","Pretty happy",1994
"28407","White","Pretty happy",1994
"28408","White","Pretty happy",1994
"28409","White","Very happy",1994
"28410","White","Pretty happy",1994
"28411","White","Pretty happy",1994
"28412","White","Pretty happy",1994
"28413","White","Not too happy",1994
"28414","White","Very happy",1994
"28415","White","Very happy",1994
"28416","White","Very happy",1994
"28417","White","Very happy",1994
"28418","White","Pretty happy",1994
"28419","Others","Pretty happy",1994
"28420","Black","Pretty happy",1994
"28421","White","Pretty happy",1994
"28422","White","Not too happy",1994
"28423","White","Very happy",1994
"28424","Black","Not too happy",1994
"28425","White","Very happy",1994
"28426","White","Pretty happy",1994
"28427","White","Pretty happy",1994
"28428","Others","Very happy",1994
"28429","White","Pretty happy",1994
"28430","White","Very happy",1994
"28431","White","Very happy",1994
"28432","White","Very happy",1994
"28433","White","Pretty happy",1994
"28434","White","Pretty happy",1994
"28435","Black","Not too happy",1994
"28436","White","Pretty happy",1994
"28437","White","Very happy",1994
"28438","White","Very happy",1994
"28439","White","Pretty happy",1994
"28440","White","Pretty happy",1994
"28441","White","Very happy",1994
"28442","White","Very happy",1994
"28443","White","Pretty happy",1994
"28444","White","Very happy",1994
"28445","White","Very happy",1994
"28446","White","Very happy",1994
"28447","White","Pretty happy",1994
"28448","White","Pretty happy",1994
"28449","White","Pretty happy",1994
"28450","White","Pretty happy",1994
"28451","White","Pretty happy",1994
"28452","White","Not too happy",1994
"28453","White","Very happy",1994
"28454","Black","Pretty happy",1994
"28455","White","Pretty happy",1994
"28456","White","Pretty happy",1994
"28457","White","Not too happy",1994
"28458","White","Pretty happy",1994
"28459","White","Pretty happy",1994
"28460","White","Pretty happy",1994
"28461","White","Pretty happy",1994
"28462","White","Pretty happy",1994
"28463","White","Not too happy",1994
"28464","White","Very happy",1994
"28465","White","Pretty happy",1994
"28466","Black","Pretty happy",1994
"28467","White","Not too happy",1994
"28468","Black","Very happy",1994
"28469","Black","Very happy",1994
"28470","Black","Very happy",1994
"28471","White","Pretty happy",1994
"28472","White","Pretty happy",1994
"28473","White","Very happy",1994
"28474","White","Not too happy",1994
"28475","White","Very happy",1994
"28476","White","Very happy",1994
"28477","White","Very happy",1994
"28478","White","Very happy",1994
"28479","White","Pretty happy",1994
"28480","White","Very happy",1994
"28481","White","Very happy",1994
"28482","White","Very happy",1994
"28483","White","Very happy",1994
"28484","White","Pretty happy",1994
"28485","White","Pretty happy",1994
"28486","White","Very happy",1994
"28487","White","Pretty happy",1994
"28488","White","Pretty happy",1994
"28489","White","Pretty happy",1994
"28490","White","Pretty happy",1994
"28491","White","Very happy",1994
"28492","White","Pretty happy",1994
"28493","White","Pretty happy",1994
"28494","White","Very happy",1994
"28495","White","Pretty happy",1994
"28496","White","Very happy",1994
"28497","White","Pretty happy",1994
"28498","White","Very happy",1994
"28499","White","Pretty happy",1994
"28500","White","Very happy",1994
"28501","White","Very happy",1994
"28502","White","Pretty happy",1994
"28503","White","Pretty happy",1994
"28504","White","Very happy",1994
"28505","Black","Very happy",1994
"28506","White","Pretty happy",1994
"28507","White","Very happy",1994
"28508","White","Pretty happy",1994
"28509","White","Very happy",1994
"28510","White","Very happy",1994
"28511","White","Pretty happy",1994
"28512","White","Very happy",1994
"28513","White","Very happy",1994
"28514","White","Pretty happy",1994
"28515","White","Pretty happy",1994
"28516","White","Very happy",1994
"28517","Black","Pretty happy",1994
"28518","White","Very happy",1994
"28519","White","Very happy",1994
"28520","White","Pretty happy",1994
"28521","White","Pretty happy",1994
"28522","White","Pretty happy",1994
"28523","Black","Pretty happy",1994
"28524","Black","Very happy",1994
"28525","Black","Very happy",1994
"28526","White","Pretty happy",1994
"28527","White","Very happy",1994
"28528","White","Pretty happy",1994
"28529","White","Pretty happy",1994
"28530","White","Pretty happy",1994
"28531","White","Pretty happy",1994
"28532","White","Pretty happy",1994
"28533","White","Pretty happy",1994
"28534","White","Pretty happy",1994
"28535","White","Not too happy",1994
"28536","White","Pretty happy",1994
"28537","White","Pretty happy",1994
"28538","Black","Pretty happy",1994
"28539","White","Pretty happy",1994
"28540","White","Pretty happy",1994
"28541","White","Pretty happy",1994
"28542","White","Very happy",1994
"28543","White","Pretty happy",1994
"28544","White","Very happy",1994
"28545","White","Not too happy",1994
"28546","White","Very happy",1994
"28547","White","Pretty happy",1994
"28548","White","Pretty happy",1994
"28549","White","Very happy",1994
"28550","White","Pretty happy",1994
"28551","Black","Not too happy",1994
"28552","White","Pretty happy",1994
"28553","White","Pretty happy",1994
"28554","White","Not too happy",1994
"28555","White","Pretty happy",1994
"28556","Black","Pretty happy",1994
"28557","Black","Very happy",1994
"28558","Black","Not too happy",1994
"28559","Black","Pretty happy",1994
"28560","Black","Not too happy",1994
"28561","Black","Pretty happy",1994
"28562","Black","Very happy",1994
"28563","Black","Very happy",1994
"28564","Black","Not too happy",1994
"28565","White","Not too happy",1994
"28566","Black","Pretty happy",1994
"28567","Others","Pretty happy",1994
"28568","White","Very happy",1994
"28569","White","Very happy",1994
"28570","White","Pretty happy",1994
"28571","White","Pretty happy",1994
"28572","White","Pretty happy",1994
"28573","White","Pretty happy",1994
"28574","White","Not too happy",1994
"28575","White","Pretty happy",1994
"28576","White","Pretty happy",1994
"28577","White","Pretty happy",1994
"28578","Black","Pretty happy",1994
"28579","White","Pretty happy",1994
"28580","White","Pretty happy",1994
"28581","Black","Pretty happy",1994
"28582","Black","Pretty happy",1994
"28583","Black","Pretty happy",1994
"28584","Black","Not too happy",1994
"28585","Others","Pretty happy",1994
"28586","White","Pretty happy",1994
"28587","Black","Pretty happy",1994
"28588","White","Pretty happy",1994
"28589","White","Not too happy",1994
"28590","White","Pretty happy",1994
"28591","White","Pretty happy",1994
"28592","White","Very happy",1994
"28593","White","Very happy",1994
"28594","White","Very happy",1994
"28595","White","Pretty happy",1994
"28596","White","Pretty happy",1994
"28597","White","Pretty happy",1994
"28598","White","Pretty happy",1994
"28599","White","Pretty happy",1994
"28600","White","Very happy",1994
"28601","White","Pretty happy",1994
"28602","White","Very happy",1994
"28603","White","Pretty happy",1994
"28604","White","Very happy",1994
"28605","White","Pretty happy",1994
"28606","Black","Pretty happy",1994
"28607","White","Very happy",1994
"28608","Black","Pretty happy",1994
"28609","White","Pretty happy",1994
"28610","White","Pretty happy",1994
"28611","White","Pretty happy",1994
"28612","White","Pretty happy",1994
"28613","Black","Pretty happy",1994
"28614","White","Pretty happy",1994
"28615","White","Pretty happy",1994
"28616","White","Pretty happy",1994
"28617","White","Very happy",1994
"28618","White","Very happy",1994
"28619","White","Pretty happy",1994
"28620","White","Pretty happy",1994
"28621","White","Very happy",1994
"28622","White","Pretty happy",1994
"28623","White","Pretty happy",1994
"28624","Black","Not too happy",1994
"28625","White","Pretty happy",1994
"28626","White","Pretty happy",1994
"28627","White","Very happy",1994
"28628","White","Pretty happy",1994
"28629","White","Pretty happy",1994
"28630","White","Very happy",1994
"28631","White","Pretty happy",1994
"28632","White","Pretty happy",1994
"28633","Black","Very happy",1994
"28634","White","Pretty happy",1994
"28635","White","Pretty happy",1994
"28636","Black","Not too happy",1994
"28637","White","Pretty happy",1994
"28638","White","Pretty happy",1994
"28639","White","Pretty happy",1994
"28640","White","Very happy",1994
"28641","White","Very happy",1994
"28642","White","Pretty happy",1994
"28643","White","Pretty happy",1994
"28644","White","Pretty happy",1994
"28645","White","Pretty happy",1994
"28646","White","Pretty happy",1994
"28647","White","Very happy",1994
"28648","White","Not too happy",1994
"28649","White","Very happy",1994
"28650","White","Pretty happy",1994
"28651","White","Very happy",1994
"28652","White","Pretty happy",1994
"28653","White","Pretty happy",1994
"28654","White","Pretty happy",1994
"28655","White","Not too happy",1994
"28656","White","Pretty happy",1994
"28657","White","Very happy",1994
"28658","White","Pretty happy",1994
"28659","White","Very happy",1994
"28660","White","Pretty happy",1994
"28661","White","Pretty happy",1994
"28662","White","Pretty happy",1994
"28663","White","Very happy",1994
"28664","White","Very happy",1994
"28665","White","Very happy",1994
"28666","White","Pretty happy",1994
"28667","White","Very happy",1994
"28668","White","Very happy",1994
"28669","White","Very happy",1994
"28670","White","Very happy",1994
"28671","White","Very happy",1994
"28672","White","Pretty happy",1994
"28673","White","Very happy",1994
"28674","White","Pretty happy",1994
"28675","White","Pretty happy",1994
"28676","White","Pretty happy",1994
"28677","Black","Pretty happy",1994
"28678","Black","Very happy",1994
"28679","White","Pretty happy",1994
"28680","Black","Very happy",1994
"28681","Black","Pretty happy",1994
"28682","White","Not too happy",1994
"28683","White","Pretty happy",1994
"28684","Black","Not too happy",1994
"28685","White","Pretty happy",1994
"28686","Black","Pretty happy",1994
"28687","Black","Pretty happy",1994
"28688","White","Pretty happy",1994
"28689","White","Pretty happy",1994
"28690","Black","Not too happy",1994
"28691","White","Not too happy",1994
"28692","Black","Pretty happy",1994
"28693","Black","Very happy",1994
"28694","White","Pretty happy",1994
"28695","White","Pretty happy",1994
"28696","White","Very happy",1994
"28697","White","Very happy",1994
"28698","White","Very happy",1994
"28699","White","Very happy",1994
"28700","White","Very happy",1994
"28701","White","Pretty happy",1994
"28702","White","Pretty happy",1994
"28703","White","Pretty happy",1994
"28704","White","Pretty happy",1994
"28705","White","Very happy",1994
"28706","White","Pretty happy",1994
"28707","White","Pretty happy",1994
"28708","White","Very happy",1994
"28709","White","Very happy",1994
"28710","White","Pretty happy",1994
"28711","White","Very happy",1994
"28712","White","Pretty happy",1994
"28713","White","Pretty happy",1994
"28714","White","Very happy",1994
"28715","White","Pretty happy",1994
"28716","White","Very happy",1994
"28717","White","Pretty happy",1994
"28718","White","Pretty happy",1994
"28719","White","Very happy",1994
"28720","Others","Very happy",1994
"28721","White","Not too happy",1994
"28722","White","Very happy",1994
"28723","White","Pretty happy",1994
"28724","White","Pretty happy",1994
"28725","White","Very happy",1994
"28726","Others","Pretty happy",1994
"28727","White","Very happy",1994
"28728","White","Very happy",1994
"28729","White","Pretty happy",1994
"28730","Others","Not too happy",1994
"28731","White","Very happy",1994
"28732","Black","Pretty happy",1994
"28733","Black","Very happy",1994
"28734","White","Very happy",1994
"28735","White","Pretty happy",1994
"28736","White","Very happy",1994
"28737","White","Pretty happy",1994
"28738","White","Pretty happy",1994
"28739","White","Very happy",1994
"28740","White","Pretty happy",1994
"28741","White","Very happy",1994
"28742","White","Pretty happy",1994
"28743","White","Very happy",1994
"28744","White","Very happy",1994
"28745","White","Very happy",1994
"28746","White","Not too happy",1994
"28747","Black","Pretty happy",1994
"28748","White","Pretty happy",1994
"28749","White","Pretty happy",1994
"28750","White","Pretty happy",1994
"28751","White","Not too happy",1994
"28752","White","Very happy",1994
"28753","White","Not too happy",1994
"28754","White","Pretty happy",1994
"28755","White","Pretty happy",1994
"28756","White","Pretty happy",1994
"28757","White","Not too happy",1994
"28758","White","Not too happy",1994
"28759","White","Pretty happy",1994
"28760","White","Very happy",1994
"28761","White","Pretty happy",1994
"28762","White","Very happy",1994
"28763","White","Pretty happy",1994
"28764","White","Not too happy",1994
"28765","White","Very happy",1994
"28766","White","Pretty happy",1994
"28767","White","Pretty happy",1994
"28768","White","Pretty happy",1994
"28769","White","Very happy",1994
"28770","White","Very happy",1994
"28771","Others","Very happy",1994
"28772","White","Pretty happy",1994
"28773","Black","Pretty happy",1994
"28774","White","Not too happy",1994
"28775","White","Pretty happy",1994
"28776","White","Pretty happy",1994
"28777","White","Pretty happy",1994
"28778","White","Pretty happy",1994
"28779","White","Very happy",1994
"28780","Others","Not too happy",1994
"28781","White","Not too happy",1994
"28782","Black","Pretty happy",1994
"28783","Black","Pretty happy",1994
"28784","Black","Very happy",1994
"28785","Black","Not too happy",1994
"28786","Black","Not too happy",1994
"28787","Black","Pretty happy",1994
"28788","White","Not too happy",1994
"28789","White","Not too happy",1994
"28790","Black","Pretty happy",1994
"28791","Others","Very happy",1994
"28792","Black","Pretty happy",1994
