"","Sex","Happy_level","Year"
"1","Female","Not too happy",1972
"2","Male","Not too happy",1972
"3","Female","Pretty happy",1972
"4","Female","Not too happy",1972
"5","Female","Pretty happy",1972
"6","Male","Pretty happy",1972
"7","Male","Not too happy",1972
"8","Male","Not too happy",1972
"9","Female","Pretty happy",1972
"10","Female","Pretty happy",1972
"11","Female","Pretty happy",1972
"12","Male","Pretty happy",1972
"13","Male","Pretty happy",1972
"14","Female","Not too happy",1972
"15","Male","Very happy",1972
"16","Male","Not too happy",1972
"17","Male","Very happy",1972
"18","Female","Very happy",1972
"19","Female","Very happy",1972
"20","Male","Very happy",1972
"21","Male","Very happy",1972
"22","Male","Very happy",1972
"23","Female","Very happy",1972
"24","Female","Pretty happy",1972
"25","Female","Very happy",1972
"26","Male","Pretty happy",1972
"27","Female","Pretty happy",1972
"28","Male","Pretty happy",1972
"29","Male","Pretty happy",1972
"30","Male","Pretty happy",1972
"31","Female","Very happy",1972
"32","Male","Pretty happy",1972
"33","Female","Very happy",1972
"34","Male","Very happy",1972
"35","Male","Not too happy",1972
"36","Female","Very happy",1972
"37","Male","Not too happy",1972
"38","Female","Pretty happy",1972
"39","Male","Not too happy",1972
"40","Male","Pretty happy",1972
"41","Female","Very happy",1972
"42","Female","Pretty happy",1972
"43","Female","Very happy",1972
"44","Male","Pretty happy",1972
"45","Male","Pretty happy",1972
"46","Male","Very happy",1972
"47","Male","Pretty happy",1972
"48","Male","Pretty happy",1972
"49","Male","Very happy",1972
"50","Male","Very happy",1972
"51","Female","Very happy",1972
"52","Female","Very happy",1972
"53","Male","Pretty happy",1972
"54","Female","Pretty happy",1972
"55","Female","Pretty happy",1972
"56","Female","Very happy",1972
"57","Female","Very happy",1972
"58","Male","Very happy",1972
"59","Female","Pretty happy",1972
"60","Male","Pretty happy",1972
"61","Male","Pretty happy",1972
"62","Male","Very happy",1972
"63","Female","Pretty happy",1972
"64","Male","Pretty happy",1972
"65","Female","Very happy",1972
"66","Female","Pretty happy",1972
"67","Male","Pretty happy",1972
"68","Male","Pretty happy",1972
"69","Female","Pretty happy",1972
"70","Male","Pretty happy",1972
"71","Female","Not too happy",1972
"72","Male","Pretty happy",1972
"73","Male","Pretty happy",1972
"74","Female","Not too happy",1972
"75","Male","Very happy",1972
"76","Female","Pretty happy",1972
"77","Male","Pretty happy",1972
"78","Female","Pretty happy",1972
"79","Male","Very happy",1972
"80","Female","Very happy",1972
"81","Male","Very happy",1972
"82","Female","Pretty happy",1972
"83","Female","Pretty happy",1972
"84","Male","Very happy",1972
"85","Female","Pretty happy",1972
"86","Male","Very happy",1972
"87","Female","Pretty happy",1972
"88","Female","Pretty happy",1972
"89","Male","Very happy",1972
"90","Female","Very happy",1972
"91","Male","Very happy",1972
"92","Male","Very happy",1972
"93","Male","Very happy",1972
"94","Male","Very happy",1972
"95","Male","Pretty happy",1972
"96","Female","Very happy",1972
"97","Male","Very happy",1972
"98","Male","Pretty happy",1972
"99","Female","Pretty happy",1972
"100","Female","Pretty happy",1972
"101","Female","Very happy",1972
"102","Male","Not too happy",1972
"103","Male","Not too happy",1972
"104","Male","Pretty happy",1972
"105","Male","Pretty happy",1972
"106","Male","Pretty happy",1972
"107","Female","Pretty happy",1972
"108","Male","Pretty happy",1972
"109","Female","Not too happy",1972
"110","Male","Very happy",1972
"111","Male","Not too happy",1972
"112","Male","Very happy",1972
"113","Female","Very happy",1972
"114","Female","Pretty happy",1972
"115","Female","Pretty happy",1972
"116","Female","Pretty happy",1972
"117","Male","Not too happy",1972
"118","Male","Not too happy",1972
"119","Male","Pretty happy",1972
"120","Male","Pretty happy",1972
"121","Female","Pretty happy",1972
"122","Male","Pretty happy",1972
"123","Female","Pretty happy",1972
"124","Male","Very happy",1972
"125","Female","Pretty happy",1972
"126","Male","Pretty happy",1972
"127","Male","Pretty happy",1972
"128","Female","Pretty happy",1972
"129","Male","Not too happy",1972
"130","Female","Pretty happy",1972
"131","Female","Pretty happy",1972
"132","Male","Pretty happy",1972
"133","Male","Pretty happy",1972
"134","Male","Pretty happy",1972
"135","Female","Very happy",1972
"136","Male","Very happy",1972
"137","Male","Pretty happy",1972
"138","Female","Very happy",1972
"139","Female","Pretty happy",1972
"140","Female","Pretty happy",1972
"141","Female","Pretty happy",1972
"142","Female","Pretty happy",1972
"143","Female","Very happy",1972
"144","Male","Pretty happy",1972
"145","Female","Pretty happy",1972
"146","Male","Pretty happy",1972
"147","Male","Pretty happy",1972
"148","Male","Pretty happy",1972
"149","Male","Very happy",1972
"150","Male","Pretty happy",1972
"151","Female","Very happy",1972
"152","Male","Pretty happy",1972
"153","Female","Very happy",1972
"154","Female","Very happy",1972
"155","Female","Very happy",1972
"156","Male","Very happy",1972
"157","Male","Pretty happy",1972
"158","Male","Very happy",1972
"159","Female","Pretty happy",1972
"160","Male","Pretty happy",1972
"161","Male","Pretty happy",1972
"162","Female","Pretty happy",1972
"163","Male","Not too happy",1972
"164","Female","Very happy",1972
"165","Female","Pretty happy",1972
"166","Female","Very happy",1972
"167","Female","Pretty happy",1972
"168","Male","Very happy",1972
"169","Female","Pretty happy",1972
"170","Male","Pretty happy",1972
"171","Male","Pretty happy",1972
"172","Male","Not too happy",1972
"173","Male","Pretty happy",1972
"174","Female","Very happy",1972
"175","Male","Pretty happy",1972
"176","Male","Not too happy",1972
"177","Male","Very happy",1972
"178","Female","Very happy",1972
"179","Female","Very happy",1972
"180","Female","Pretty happy",1972
"181","Male","Very happy",1972
"182","Male","Very happy",1972
"183","Male","Pretty happy",1972
"184","Male","Pretty happy",1972
"185","Female","Pretty happy",1972
"186","Female","Very happy",1972
"187","Male","Pretty happy",1972
"188","Female","Very happy",1972
"189","Male","Pretty happy",1972
"190","Female","Very happy",1972
"191","Male","Pretty happy",1972
"192","Female","Very happy",1972
"193","Male","Very happy",1972
"194","Male","Pretty happy",1972
"195","Female","Not too happy",1972
"196","Male","Very happy",1972
"197","Female","Pretty happy",1972
"198","Female","Not too happy",1972
"199","Female","Pretty happy",1972
"200","Female","Pretty happy",1972
"201","Male","Pretty happy",1972
"202","Male","Pretty happy",1972
"203","Male","Very happy",1972
"204","Female","Very happy",1972
"205","Female","Pretty happy",1972
"206","Female","Pretty happy",1972
"207","Female","Pretty happy",1972
"208","Male","Pretty happy",1972
"209","Male","Very happy",1972
"210","Male","Pretty happy",1972
"211","Male","Pretty happy",1972
"212","Male","Pretty happy",1972
"213","Female","Pretty happy",1972
"214","Male","Very happy",1972
"215","Male","Pretty happy",1972
"216","Female","Very happy",1972
"217","Female","Not too happy",1972
"218","Male","Very happy",1972
"219","Female","Very happy",1972
"220","Female","Very happy",1972
"221","Male","Very happy",1972
"222","Female","Pretty happy",1972
"223","Male","Pretty happy",1972
"224","Male","Pretty happy",1972
"225","Male","Pretty happy",1972
"226","Male","Pretty happy",1972
"227","Female","Not too happy",1972
"228","Female","Very happy",1972
"229","Male","Very happy",1972
"230","Female","Very happy",1972
"231","Female","Very happy",1972
"232","Male","Pretty happy",1972
"233","Female","Very happy",1972
"234","Female","Very happy",1972
"235","Male","Not too happy",1972
"236","Female","Very happy",1972
"237","Male","Not too happy",1972
"238","Male","Pretty happy",1972
"239","Male","Pretty happy",1972
"240","Female","Pretty happy",1972
"241","Male","Very happy",1972
"242","Male","Not too happy",1972
"243","Male","Not too happy",1972
"244","Female","Very happy",1972
"245","Male","Very happy",1972
"246","Female","Very happy",1972
"247","Male","Pretty happy",1972
"248","Female","Pretty happy",1972
"249","Male","Pretty happy",1972
"250","Female","Pretty happy",1972
"251","Female","Pretty happy",1972
"252","Male","Very happy",1972
"253","Male","Very happy",1972
"254","Male","Pretty happy",1972
"255","Female","Pretty happy",1972
"256","Female","Not too happy",1972
"257","Male","Not too happy",1972
"258","Male","Not too happy",1972
"259","Male","Pretty happy",1972
"260","Male","Pretty happy",1972
"261","Female","Very happy",1972
"262","Female","Pretty happy",1972
"263","Male","Not too happy",1972
"264","Female","Pretty happy",1972
"265","Female","Pretty happy",1972
"266","Male","Very happy",1972
"267","Female","Pretty happy",1972
"268","Male","Very happy",1972
"269","Male","Very happy",1972
"270","Male","Very happy",1972
"271","Male","Very happy",1972
"272","Female","Very happy",1972
"273","Male","Very happy",1972
"274","Female","Pretty happy",1972
"275","Female","Very happy",1972
"276","Male","Pretty happy",1972
"277","Male","Pretty happy",1972
"278","Female","Very happy",1972
"279","Male","Very happy",1972
"280","Male","Pretty happy",1972
"281","Female","Pretty happy",1972
"282","Female","Very happy",1972
"283","Female","Very happy",1972
"284","Male","Not too happy",1972
"285","Male","Not too happy",1972
"286","Male","Very happy",1972
"287","Female","Pretty happy",1972
"288","Male","Not too happy",1972
"289","Male","Pretty happy",1972
"290","Female","Not too happy",1972
"291","Male","Pretty happy",1972
"292","Female","Not too happy",1972
"293","Female","Pretty happy",1972
"294","Male","Very happy",1972
"295","Male","Pretty happy",1972
"296","Female","Pretty happy",1972
"297","Male","Very happy",1972
"298","Female","Pretty happy",1972
"299","Male","Very happy",1972
"300","Female","Pretty happy",1972
"301","Male","Pretty happy",1972
"302","Male","Very happy",1972
"303","Male","Pretty happy",1972
"304","Female","Pretty happy",1972
"305","Male","Very happy",1972
"306","Female","Not too happy",1972
"307","Female","Very happy",1972
"308","Female","Pretty happy",1972
"309","Male","Pretty happy",1972
"310","Female","Not too happy",1972
"311","Female","Pretty happy",1972
"312","Male","Pretty happy",1972
"313","Male","Very happy",1972
"314","Female","Very happy",1972
"315","Male","Pretty happy",1972
"316","Male","Pretty happy",1972
"317","Female","Pretty happy",1972
"318","Female","Pretty happy",1972
"319","Male","Not too happy",1972
"320","Male","Pretty happy",1972
"321","Female","Pretty happy",1972
"322","Male","Pretty happy",1972
"323","Male","Pretty happy",1972
"324","Female","Pretty happy",1972
"325","Male","Pretty happy",1972
"326","Male","Very happy",1972
"327","Male","Pretty happy",1972
"328","Female","Pretty happy",1972
"329","Male","Pretty happy",1972
"330","Male","Pretty happy",1972
"331","Male","Pretty happy",1972
"332","Male","Pretty happy",1972
"333","Female","Pretty happy",1972
"334","Male","Pretty happy",1972
"335","Female","Pretty happy",1972
"336","Female","Not too happy",1972
"337","Female","Very happy",1972
"338","Male","Pretty happy",1972
"339","Male","Not too happy",1972
"340","Male","Pretty happy",1972
"341","Male","Very happy",1972
"342","Female","Not too happy",1972
"343","Female","Not too happy",1972
"344","Male","Very happy",1972
"345","Male","Pretty happy",1972
"346","Female","Very happy",1972
"347","Female","Pretty happy",1972
"348","Female","Pretty happy",1972
"349","Female","Pretty happy",1972
"350","Male","Pretty happy",1972
"351","Male","Pretty happy",1972
"352","Female","Pretty happy",1972
"353","Male","Very happy",1972
"354","Female","Not too happy",1972
"355","Female","Pretty happy",1972
"356","Female","Pretty happy",1972
"357","Female","Not too happy",1972
"358","Female","Pretty happy",1972
"359","Male","Pretty happy",1972
"360","Male","Pretty happy",1972
"361","Male","Pretty happy",1972
"362","Male","Pretty happy",1972
"363","Male","Pretty happy",1972
"364","Male","Very happy",1972
"365","Male","Very happy",1972
"366","Female","Pretty happy",1972
"367","Female","Very happy",1972
"368","Male","Pretty happy",1972
"369","Male","Pretty happy",1972
"370","Male","Not too happy",1972
"371","Male","Very happy",1972
"372","Male","Pretty happy",1972
"373","Female","Very happy",1972
"374","Male","Pretty happy",1972
"375","Female","Very happy",1972
"376","Female","Very happy",1972
"377","Male","Pretty happy",1972
"378","Male","Very happy",1972
"379","Male","Pretty happy",1972
"380","Male","Pretty happy",1972
"381","Female","Pretty happy",1972
"382","Female","Pretty happy",1972
"383","Male","Pretty happy",1972
"384","Female","Very happy",1972
"385","Male","Very happy",1972
"386","Female","Pretty happy",1972
"387","Female","Not too happy",1972
"388","Female","Pretty happy",1972
"389","Male","Not too happy",1972
"390","Female","Pretty happy",1972
"391","Female","Pretty happy",1972
"392","Male","Pretty happy",1972
"393","Male","Pretty happy",1972
"394","Male","Very happy",1972
"395","Female","Pretty happy",1972
"396","Female","Very happy",1972
"397","Male","Very happy",1972
"398","Male","Pretty happy",1972
"399","Male","Very happy",1972
"400","Male","Pretty happy",1972
"401","Male","Pretty happy",1972
"402","Female","Pretty happy",1972
"403","Female","Pretty happy",1972
"404","Female","Pretty happy",1972
"405","Male","Pretty happy",1972
"406","Male","Pretty happy",1972
"407","Male","Very happy",1972
"408","Male","Pretty happy",1972
"409","Female","Pretty happy",1972
"410","Female","Pretty happy",1972
"411","Female","Not too happy",1972
"412","Male","Pretty happy",1972
"413","Female","Pretty happy",1972
"414","Male","Not too happy",1972
"415","Female","Pretty happy",1972
"416","Male","Pretty happy",1972
"417","Male","Very happy",1972
"418","Female","Not too happy",1972
"419","Male","Very happy",1972
"420","Male","Very happy",1972
"421","Male","Very happy",1972
"422","Male","Pretty happy",1972
"423","Female","Very happy",1972
"424","Male","Pretty happy",1972
"425","Female","Pretty happy",1972
"426","Female","Very happy",1972
"427","Male","Very happy",1972
"428","Male","Pretty happy",1972
"429","Female","Pretty happy",1972
"430","Male","Very happy",1972
"431","Female","Not too happy",1972
"432","Male","Very happy",1972
"433","Female","Pretty happy",1972
"434","Male","Very happy",1972
"435","Female","Very happy",1972
"436","Female","Very happy",1972
"437","Male","Pretty happy",1972
"438","Female","Pretty happy",1972
"439","Female","Not too happy",1972
"440","Male","Not too happy",1972
"441","Female","Very happy",1972
"442","Female","Very happy",1972
"443","Male","Very happy",1972
"444","Male","Very happy",1972
"445","Male","Pretty happy",1972
"446","Female","Very happy",1972
"447","Female","Not too happy",1972
"448","Male","Very happy",1972
"449","Male","Pretty happy",1972
"450","Male","Very happy",1972
"451","Male","Pretty happy",1972
"452","Male","Pretty happy",1972
"453","Female","Not too happy",1972
"454","Female","Very happy",1972
"455","Male","Very happy",1972
"456","Female","Pretty happy",1972
"457","Female","Pretty happy",1972
"458","Male","Pretty happy",1972
"459","Male","Very happy",1972
"460","Male","Very happy",1972
"461","Female","Very happy",1972
"462","Female","Very happy",1972
"463","Male","Very happy",1972
"464","Male","Not too happy",1972
"465","Male","Not too happy",1972
"466","Female","Pretty happy",1972
"467","Male","Very happy",1972
"468","Female","Pretty happy",1972
"469","Female","Pretty happy",1972
"470","Female","Very happy",1972
"471","Male","Pretty happy",1972
"472","Female","Not too happy",1972
"473","Male","Pretty happy",1972
"474","Female","Very happy",1972
"475","Female","Not too happy",1972
"476","Male","Pretty happy",1972
"477","Male","Not too happy",1972
"478","Male","Pretty happy",1972
"479","Female","Pretty happy",1972
"480","Male","Very happy",1972
"481","Female","Not too happy",1972
"482","Female","Pretty happy",1972
"483","Male","Very happy",1972
"484","Female","Pretty happy",1972
"485","Female","Pretty happy",1972
"486","Male","Pretty happy",1972
"487","Male","Very happy",1972
"488","Female","Very happy",1972
"489","Female","Pretty happy",1972
"490","Male","Pretty happy",1972
"491","Female","Very happy",1972
"492","Male","Not too happy",1972
"493","Male","Pretty happy",1972
"494","Male","Pretty happy",1972
"495","Female","Not too happy",1972
"496","Female","Pretty happy",1972
"497","Female","Not too happy",1972
"498","Female","Pretty happy",1972
"499","Male","Pretty happy",1972
"500","Female","Very happy",1972
"501","Male","Pretty happy",1972
"502","Male","Pretty happy",1972
"503","Male","Not too happy",1972
"504","Male","Pretty happy",1972
"505","Male","Not too happy",1972
"506","Female","Pretty happy",1972
"507","Female","Pretty happy",1972
"508","Female","Pretty happy",1972
"509","Female","Not too happy",1972
"510","Female","Pretty happy",1972
"511","Male","Pretty happy",1972
"512","Male","Pretty happy",1972
"513","Male","Not too happy",1972
"514","Female","Very happy",1972
"515","Male","Very happy",1972
"516","Female","Very happy",1972
"517","Male","Very happy",1972
"518","Female","Pretty happy",1972
"519","Male","Pretty happy",1972
"520","Male","Very happy",1972
"521","Male","Very happy",1972
"522","Male","Pretty happy",1972
"523","Male","Pretty happy",1972
"524","Female","Very happy",1972
"525","Male","Not too happy",1972
"526","Female","Very happy",1972
"527","Female","Pretty happy",1972
"528","Female","Very happy",1972
"529","Male","Pretty happy",1972
"530","Male","Pretty happy",1972
"531","Male","Pretty happy",1972
"532","Male","Very happy",1972
"533","Female","Pretty happy",1972
"534","Female","Pretty happy",1972
"535","Male","Pretty happy",1972
"536","Female","Not too happy",1972
"537","Male","Very happy",1972
"538","Male","Very happy",1972
"539","Male","Not too happy",1972
"540","Female","Pretty happy",1972
"541","Female","Pretty happy",1972
"542","Female","Very happy",1972
"543","Male","Very happy",1972
"544","Male","Pretty happy",1972
"545","Male","Very happy",1972
"546","Male","Pretty happy",1972
"547","Female","Very happy",1972
"548","Female","Pretty happy",1972
"549","Female","Pretty happy",1972
"550","Female","Pretty happy",1972
"551","Male","Not too happy",1972
"552","Male","Pretty happy",1972
"553","Male","Very happy",1972
"554","Female","Not too happy",1972
"555","Female","Very happy",1972
"556","Female","Pretty happy",1972
"557","Male","Pretty happy",1972
"558","Male","Not too happy",1972
"559","Male","Pretty happy",1972
"560","Male","Not too happy",1972
"561","Female","Pretty happy",1972
"562","Male","Not too happy",1972
"563","Female","Pretty happy",1972
"564","Female","Pretty happy",1972
"565","Male","Pretty happy",1972
"566","Male","Pretty happy",1972
"567","Female","Pretty happy",1972
"568","Male","Pretty happy",1972
"569","Female","Very happy",1972
"570","Male","Pretty happy",1972
"571","Male","Pretty happy",1972
"572","Male","Pretty happy",1972
"573","Male","Pretty happy",1972
"574","Female","Very happy",1972
"575","Male","Pretty happy",1972
"576","Male","Not too happy",1972
"577","Female","Pretty happy",1972
"578","Male","Very happy",1972
"579","Female","Pretty happy",1972
"580","Female","Pretty happy",1972
"581","Male","Pretty happy",1972
"582","Female","Pretty happy",1972
"583","Female","Pretty happy",1972
"584","Male","Not too happy",1972
"585","Male","Very happy",1972
"586","Male","Very happy",1972
"587","Male","Not too happy",1972
"588","Female","Not too happy",1972
"589","Female","Not too happy",1972
"590","Female","Pretty happy",1972
"591","Male","Pretty happy",1972
"592","Female","Pretty happy",1972
"593","Male","Pretty happy",1972
"594","Male","Very happy",1972
"595","Female","Not too happy",1972
"596","Male","Pretty happy",1972
"597","Male","Not too happy",1972
"598","Female","Very happy",1972
"599","Male","Very happy",1972
"600","Female","Not too happy",1972
"601","Male","Very happy",1972
"602","Male","Not too happy",1972
"603","Male","Pretty happy",1972
"604","Female","Very happy",1972
"605","Female","Very happy",1972
"606","Male","Pretty happy",1972
"607","Female","Pretty happy",1972
"608","Male","Not too happy",1972
"609","Female","Pretty happy",1972
"610","Female","Not too happy",1972
"611","Male","Not too happy",1972
"612","Male","Pretty happy",1972
"613","Female","Pretty happy",1972
"614","Female","Pretty happy",1972
"615","Female","Not too happy",1972
"616","Male","Very happy",1972
"617","Male","Pretty happy",1972
"618","Male","Pretty happy",1972
"619","Male","Pretty happy",1972
"620","Female","Pretty happy",1972
"621","Female","Pretty happy",1972
"622","Male","Very happy",1972
"623","Female","Pretty happy",1972
"624","Male","Pretty happy",1972
"625","Female","Pretty happy",1972
"626","Female","Very happy",1972
"627","Male","Very happy",1972
"628","Female","Pretty happy",1972
"629","Female","Very happy",1972
"630","Female","Very happy",1972
"631","Male","Very happy",1972
"632","Male","Pretty happy",1972
"633","Male","Very happy",1972
"634","Male","Pretty happy",1972
"635","Male","Very happy",1972
"636","Female","Pretty happy",1972
"637","Male","Pretty happy",1972
"638","Female","Pretty happy",1972
"639","Male","Pretty happy",1972
"640","Male","Pretty happy",1972
"641","Male","Pretty happy",1972
"642","Male","Pretty happy",1972
"643","Male","Pretty happy",1972
"644","Female","Very happy",1972
"645","Female","Very happy",1972
"646","Female","Not too happy",1972
"647","Female","Very happy",1972
"648","Male","Very happy",1972
"649","Female","Very happy",1972
"650","Female","Very happy",1972
"651","Female","Pretty happy",1972
"652","Male","Not too happy",1972
"653","Male","Pretty happy",1972
"654","Male","Pretty happy",1972
"655","Male","Pretty happy",1972
"656","Female","Very happy",1972
"657","Male","Pretty happy",1972
"658","Male","Pretty happy",1972
"659","Male","Pretty happy",1972
"660","Male","Not too happy",1972
"661","Female","Not too happy",1972
"662","Male","Pretty happy",1972
"663","Female","Pretty happy",1972
"664","Male","Pretty happy",1972
"665","Male","Pretty happy",1972
"666","Male","Not too happy",1972
"667","Male","Pretty happy",1972
"668","Female","Pretty happy",1972
"669","Female","Pretty happy",1972
"670","Female","Pretty happy",1972
"671","Female","Pretty happy",1972
"672","Male","Very happy",1972
"673","Male","Pretty happy",1972
"674","Male","Pretty happy",1972
"675","Female","Not too happy",1972
"676","Male","Very happy",1972
"677","Female","Very happy",1972
"678","Male","Pretty happy",1972
"679","Male","Pretty happy",1972
"680","Female","Pretty happy",1972
"681","Female","Not too happy",1972
"682","Female","Very happy",1972
"683","Male","Pretty happy",1972
"684","Female","Not too happy",1972
"685","Male","Pretty happy",1972
"686","Male","Very happy",1972
"687","Female","Pretty happy",1972
"688","Male","Pretty happy",1972
"689","Female","Very happy",1972
"690","Female","Pretty happy",1972
"691","Female","Pretty happy",1972
"692","Female","Pretty happy",1972
"693","Female","Pretty happy",1972
"694","Male","Very happy",1972
"695","Male","Not too happy",1972
"696","Male","Pretty happy",1972
"697","Male","Pretty happy",1972
"698","Male","Pretty happy",1972
"699","Male","Pretty happy",1972
"700","Male","Very happy",1972
"701","Male","Very happy",1972
"702","Male","Very happy",1972
"703","Female","Very happy",1972
"704","Female","Very happy",1972
"705","Female","Very happy",1972
"706","Female","Not too happy",1972
"707","Male","Very happy",1972
"708","Female","Not too happy",1972
"709","Female","Very happy",1972
"710","Male","Very happy",1972
"711","Female","Very happy",1972
"712","Male","Pretty happy",1972
"713","Male","Very happy",1972
"714","Male","Very happy",1972
"715","Male","Pretty happy",1972
"716","Male","Very happy",1972
"717","Female","Not too happy",1972
"718","Female","Pretty happy",1972
"719","Female","Very happy",1972
"720","Male","Not too happy",1972
"721","Female","Pretty happy",1972
"722","Female","Pretty happy",1972
"723","Female","Pretty happy",1972
"724","Male","Pretty happy",1972
"725","Male","Very happy",1972
"726","Male","Pretty happy",1972
"727","Female","Pretty happy",1972
"728","Male","Pretty happy",1972
"729","Male","Pretty happy",1972
"730","Male","Pretty happy",1972
"731","Female","Very happy",1972
"732","Male","Pretty happy",1972
"733","Female","Very happy",1972
"734","Female","Pretty happy",1972
"735","Male","Pretty happy",1972
"736","Male","Very happy",1972
"737","Female","Not too happy",1972
"738","Male","Pretty happy",1972
"739","Female","Not too happy",1972
"740","Female","Not too happy",1972
"741","Male","Pretty happy",1972
"742","Female","Not too happy",1972
"743","Male","Not too happy",1972
"744","Male","Pretty happy",1972
"745","Female","Pretty happy",1972
"746","Male","Pretty happy",1972
"747","Male","Very happy",1972
"748","Male","Very happy",1972
"749","Female","Pretty happy",1972
"750","Female","Not too happy",1972
"751","Female","Not too happy",1972
"752","Female","Pretty happy",1972
"753","Female","Very happy",1972
"754","Male","Pretty happy",1972
"755","Male","Pretty happy",1972
"756","Male","Pretty happy",1972
"757","Male","Pretty happy",1972
"758","Female","Pretty happy",1972
"759","Male","Pretty happy",1972
"760","Male","Not too happy",1972
"761","Female","Pretty happy",1972
"762","Male","Pretty happy",1972
"763","Female","Very happy",1972
"764","Female","Very happy",1972
"765","Male","Very happy",1972
"766","Female","Pretty happy",1972
"767","Female","Pretty happy",1972
"768","Female","Very happy",1972
"769","Male","Pretty happy",1972
"770","Male","Pretty happy",1972
"771","Male","Pretty happy",1972
"772","Female","Pretty happy",1972
"773","Female","Pretty happy",1972
"774","Male","Pretty happy",1972
"775","Female","Not too happy",1972
"776","Female","Pretty happy",1972
"777","Male","Very happy",1972
"778","Male","Pretty happy",1972
"779","Female","Not too happy",1972
"780","Female","Not too happy",1972
"781","Female","Pretty happy",1972
"782","Male","Pretty happy",1972
"783","Male","Very happy",1972
"784","Male","Not too happy",1972
"785","Female","Not too happy",1972
"786","Female","Not too happy",1972
"787","Female","Pretty happy",1972
"788","Female","Pretty happy",1972
"789","Female","Pretty happy",1972
"790","Male","Pretty happy",1972
"791","Male","Pretty happy",1972
"792","Female","Not too happy",1972
"793","Female","Pretty happy",1972
"794","Male","Not too happy",1972
"795","Female","Pretty happy",1972
"796","Female","Pretty happy",1972
"797","Male","Pretty happy",1972
"798","Male","Pretty happy",1972
"799","Male","Pretty happy",1972
"800","Female","Not too happy",1972
"801","Female","Pretty happy",1972
"802","Male","Pretty happy",1972
"803","Female","Pretty happy",1972
"804","Male","Pretty happy",1972
"805","Female","Very happy",1972
"806","Male","Pretty happy",1972
"807","Female","Very happy",1972
"808","Female","Very happy",1972
"809","Male","Very happy",1972
"810","Female","Pretty happy",1972
"811","Male","Pretty happy",1972
"812","Female","Pretty happy",1972
"813","Male","Not too happy",1972
"814","Male","Pretty happy",1972
"815","Male","Pretty happy",1972
"816","Female","Pretty happy",1972
"817","Female","Not too happy",1972
"818","Male","Pretty happy",1972
"819","Female","Pretty happy",1972
"820","Male","Not too happy",1972
"821","Male","Pretty happy",1972
"822","Male","Very happy",1972
"823","Male","Pretty happy",1972
"824","Female","Very happy",1972
"825","Male","Pretty happy",1972
"826","Male","Very happy",1972
"827","Female","Very happy",1972
"828","Female","Very happy",1972
"829","Female","Very happy",1972
"830","Male","Very happy",1972
"831","Female","Pretty happy",1972
"832","Female","Very happy",1972
"833","Male","Very happy",1972
"834","Female","Very happy",1972
"835","Female","Pretty happy",1972
"836","Male","Pretty happy",1972
"837","Male","Pretty happy",1972
"838","Male","Very happy",1972
"839","Female","Not too happy",1972
"840","Female","Pretty happy",1972
"841","Female","Pretty happy",1972
"842","Male","Pretty happy",1972
"843","Female","Pretty happy",1972
"844","Male","Pretty happy",1972
"845","Female","Pretty happy",1972
"846","Male","Not too happy",1972
"847","Male","Very happy",1972
"848","Female","Pretty happy",1972
"849","Female","Very happy",1972
"850","Female","Pretty happy",1972
"851","Male","Pretty happy",1972
"852","Female","Very happy",1972
"853","Female","Pretty happy",1972
"854","Male","Not too happy",1972
"855","Female","Pretty happy",1972
"856","Female","Very happy",1972
"857","Male","Very happy",1972
"858","Male","Very happy",1972
"859","Male","Pretty happy",1972
"860","Male","Pretty happy",1972
"861","Male","Pretty happy",1972
"862","Female","Pretty happy",1972
"863","Female","Pretty happy",1972
"864","Male","Pretty happy",1972
"865","Male","Not too happy",1972
"866","Female","Very happy",1972
"867","Male","Very happy",1972
"868","Male","Pretty happy",1972
"869","Female","Very happy",1972
"870","Female","Pretty happy",1972
"871","Male","Very happy",1972
"872","Female","Pretty happy",1972
"873","Male","Very happy",1972
"874","Male","Pretty happy",1972
"875","Male","Pretty happy",1972
"876","Female","Very happy",1972
"877","Female","Pretty happy",1972
"878","Male","Pretty happy",1972
"879","Male","Very happy",1972
"880","Female","Pretty happy",1972
"881","Male","Not too happy",1972
"882","Male","Pretty happy",1972
"883","Male","Pretty happy",1972
"884","Female","Pretty happy",1972
"885","Female","Pretty happy",1972
"886","Female","Very happy",1972
"887","Male","Pretty happy",1972
"888","Male","Not too happy",1972
"889","Male","Not too happy",1972
"890","Male","Pretty happy",1972
"891","Female","Pretty happy",1972
"892","Female","Very happy",1972
"893","Female","Pretty happy",1972
"894","Male","Not too happy",1972
"895","Male","Very happy",1972
"896","Male","Very happy",1972
"897","Female","Very happy",1972
"898","Male","Pretty happy",1972
"899","Male","Pretty happy",1972
"900","Male","Pretty happy",1972
"901","Female","Pretty happy",1972
"902","Female","Pretty happy",1972
"903","Male","Pretty happy",1972
"904","Male","Pretty happy",1972
"905","Female","Very happy",1972
"906","Male","Pretty happy",1972
"907","Female","Not too happy",1972
"908","Male","Not too happy",1972
"909","Female","Pretty happy",1972
"910","Male","Pretty happy",1972
"911","Female","Very happy",1972
"912","Female","Pretty happy",1972
"913","Female","Pretty happy",1972
"914","Male","Very happy",1972
"915","Female","Pretty happy",1972
"916","Male","Pretty happy",1972
"917","Male","Pretty happy",1972
"918","Male","Pretty happy",1972
