"","Degree","Happy_level","Year","Happy"
"55930","Less than high school",2,2018,"Pretty happy"
"55931","Bachelor's",1,2018,"Very happy"
"55932","High school",1,2018,"Very happy"
"55933","High school",3,2018,"Not too happy"
"55934","High school",2,2018,"Pretty happy"
"55935","Bachelor's",2,2018,"Pretty happy"
"55936","High school",1,2018,"Very happy"
"55937","Graduate",2,2018,"Pretty happy"
"55938","Less than high school",1,2018,"Very happy"
"55939","Graduate",2,2018,"Pretty happy"
"55940","High school",2,2018,"Pretty happy"
"55941","Bachelor's",2,2018,"Pretty happy"
"55942","Graduate",2,2018,"Pretty happy"
"55943","Bachelor's",3,2018,"Not too happy"
"55944","Bachelor's",2,2018,"Pretty happy"
"55945","Bachelor's",1,2018,"Very happy"
"55946","Graduate",1,2018,"Very happy"
"55947","Graduate",1,2018,"Very happy"
"55948","High school",1,2018,"Very happy"
"55949","Graduate",3,2018,"Not too happy"
"55950","Graduate",2,2018,"Pretty happy"
"55951","Bachelor's",2,2018,"Pretty happy"
"55952","High school",2,2018,"Pretty happy"
"55953","Bachelor's",3,2018,"Not too happy"
"55954","High school",2,2018,"Pretty happy"
"55955","Bachelor's",2,2018,"Pretty happy"
"55956","Associate/junior college",2,2018,"Pretty happy"
"55957","High school",2,2018,"Pretty happy"
"55958","High school",2,2018,"Pretty happy"
"55959","High school",2,2018,"Pretty happy"
"55960","Bachelor's",2,2018,"Pretty happy"
"55961","Associate/junior college",2,2018,"Pretty happy"
"55962","High school",2,2018,"Pretty happy"
"55963","High school",2,2018,"Pretty happy"
"55964","High school",3,2018,"Not too happy"
"55965","High school",2,2018,"Pretty happy"
"55966","Graduate",1,2018,"Very happy"
"55967","Less than high school",1,2018,"Very happy"
"55968","High school",2,2018,"Pretty happy"
"55969","High school",2,2018,"Pretty happy"
"55970","High school",1,2018,"Very happy"
"55971","High school",2,2018,"Pretty happy"
"55972","Bachelor's",1,2018,"Very happy"
"55973","High school",2,2018,"Pretty happy"
"55974","High school",2,2018,"Pretty happy"
"55975","High school",1,2018,"Very happy"
"55976","High school",2,2018,"Pretty happy"
"55977","Less than high school",2,2018,"Pretty happy"
"55978","High school",2,2018,"Pretty happy"
"55979","Associate/junior college",2,2018,"Pretty happy"
"55980","Bachelor's",1,2018,"Very happy"
"55981","Less than high school",3,2018,"Not too happy"
"55982","Less than high school",1,2018,"Very happy"
"55983","High school",3,2018,"Not too happy"
"55984","High school",3,2018,"Not too happy"
"55985","Graduate",1,2018,"Very happy"
"55986","Bachelor's",1,2018,"Very happy"
"55987","High school",3,2018,"Not too happy"
"55988","High school",1,2018,"Very happy"
"55989","High school",1,2018,"Very happy"
"55990","High school",1,2018,"Very happy"
"55991","High school",1,2018,"Very happy"
"55992","High school",2,2018,"Pretty happy"
"55993","Less than high school",2,2018,"Pretty happy"
"55994","Less than high school",2,2018,"Pretty happy"
"55995","High school",2,2018,"Pretty happy"
"55996","Less than high school",1,2018,"Very happy"
"55997","Less than high school",2,2018,"Pretty happy"
"55998","Associate/junior college",2,2018,"Pretty happy"
"55999","High school",2,2018,"Pretty happy"
"56000","Bachelor's",3,2018,"Not too happy"
"56001","Graduate",2,2018,"Pretty happy"
"56002","High school",1,2018,"Very happy"
"56003","High school",2,2018,"Pretty happy"
"56004","Bachelor's",2,2018,"Pretty happy"
"56005","Bachelor's",2,2018,"Pretty happy"
"56006","High school",2,2018,"Pretty happy"
"56007","Associate/junior college",2,2018,"Pretty happy"
"56008","Bachelor's",3,2018,"Not too happy"
"56009","Graduate",2,2018,"Pretty happy"
"56010","Bachelor's",2,2018,"Pretty happy"
"56011","Bachelor's",2,2018,"Pretty happy"
"56012","High school",2,2018,"Pretty happy"
"56013","High school",2,2018,"Pretty happy"
"56014","High school",2,2018,"Pretty happy"
"56015","High school",2,2018,"Pretty happy"
"56016","High school",1,2018,"Very happy"
"56017","Bachelor's",2,2018,"Pretty happy"
"56018","High school",2,2018,"Pretty happy"
"56019","Associate/junior college",2,2018,"Pretty happy"
"56020","Associate/junior college",1,2018,"Very happy"
"56021","Bachelor's",2,2018,"Pretty happy"
"56022","Associate/junior college",3,2018,"Not too happy"
"56023","Graduate",1,2018,"Very happy"
"56024","Bachelor's",2,2018,"Pretty happy"
"56025","Graduate",3,2018,"Not too happy"
"56026","Graduate",1,2018,"Very happy"
"56027","Associate/junior college",1,2018,"Very happy"
"56028","Bachelor's",2,2018,"Pretty happy"
"56029","Associate/junior college",2,2018,"Pretty happy"
"56030","Bachelor's",2,2018,"Pretty happy"
"56031","Associate/junior college",2,2018,"Pretty happy"
"56032","High school",1,2018,"Very happy"
"56033","High school",2,2018,"Pretty happy"
"56034","High school",2,2018,"Pretty happy"
"56035","High school",2,2018,"Pretty happy"
"56036","Less than high school",1,2018,"Very happy"
"56037","High school",3,2018,"Not too happy"
"56038","High school",2,2018,"Pretty happy"
"56039","Graduate",1,2018,"Very happy"
"56040","Graduate",3,2018,"Not too happy"
"56041","High school",2,2018,"Pretty happy"
"56042","Associate/junior college",2,2018,"Pretty happy"
"56043","Less than high school",3,2018,"Not too happy"
"56044","High school",3,2018,"Not too happy"
"56045","High school",2,2018,"Pretty happy"
"56046","High school",1,2018,"Very happy"
"56047","High school",2,2018,"Pretty happy"
"56048","High school",2,2018,"Pretty happy"
"56049","High school",2,2018,"Pretty happy"
"56050","High school",1,2018,"Very happy"
"56051","High school",2,2018,"Pretty happy"
"56052","Less than high school",3,2018,"Not too happy"
"56053","High school",3,2018,"Not too happy"
"56054","Associate/junior college",2,2018,"Pretty happy"
"56055","Less than high school",1,2018,"Very happy"
"56056","High school",2,2018,"Pretty happy"
"56057","High school",1,2018,"Very happy"
"56058","High school",2,2018,"Pretty happy"
"56059","Associate/junior college",2,2018,"Pretty happy"
"56060","High school",3,2018,"Not too happy"
"56061","Bachelor's",1,2018,"Very happy"
"56062","High school",1,2018,"Very happy"
"56063","High school",1,2018,"Very happy"
"56064","Less than high school",1,2018,"Very happy"
"56065","High school",2,2018,"Pretty happy"
"56066","Associate/junior college",3,2018,"Not too happy"
"56067","High school",3,2018,"Not too happy"
"56068","High school",2,2018,"Pretty happy"
"56069","Less than high school",2,2018,"Pretty happy"
"56070","Less than high school",1,2018,"Very happy"
"56071","High school",3,2018,"Not too happy"
"56072","High school",1,2018,"Very happy"
"56073","High school",1,2018,"Very happy"
"56074","Graduate",2,2018,"Pretty happy"
"56075","High school",2,2018,"Pretty happy"
"56076","High school",2,2018,"Pretty happy"
"56077","High school",1,2018,"Very happy"
"56078","High school",2,2018,"Pretty happy"
"56079","Associate/junior college",2,2018,"Pretty happy"
"56080","High school",1,2018,"Very happy"
"56081","Bachelor's",1,2018,"Very happy"
"56082","High school",2,2018,"Pretty happy"
"56083","High school",2,2018,"Pretty happy"
"56084","High school",2,2018,"Pretty happy"
"56085","Associate/junior college",2,2018,"Pretty happy"
"56086","Less than high school",2,2018,"Pretty happy"
"56087","High school",2,2018,"Pretty happy"
"56088","High school",2,2018,"Pretty happy"
"56089","Bachelor's",2,2018,"Pretty happy"
"56090","Bachelor's",2,2018,"Pretty happy"
"56091","Associate/junior college",1,2018,"Very happy"
"56092","Bachelor's",3,2018,"Not too happy"
"56093","High school",2,2018,"Pretty happy"
"56094","High school",2,2018,"Pretty happy"
"56095","Associate/junior college",2,2018,"Pretty happy"
"56096","High school",2,2018,"Pretty happy"
"56097","Associate/junior college",2,2018,"Pretty happy"
"56098","Associate/junior college",1,2018,"Very happy"
"56099","Bachelor's",1,2018,"Very happy"
"56100","High school",2,2018,"Pretty happy"
"56101","High school",2,2018,"Pretty happy"
"56102","High school",2,2018,"Pretty happy"
"56103","Associate/junior college",2,2018,"Pretty happy"
"56104","Bachelor's",1,2018,"Very happy"
"56105","High school",1,2018,"Very happy"
"56106","Bachelor's",1,2018,"Very happy"
"56107","High school",1,2018,"Very happy"
"56108","Associate/junior college",2,2018,"Pretty happy"
"56109","High school",2,2018,"Pretty happy"
"56110","High school",3,2018,"Not too happy"
"56111","Bachelor's",2,2018,"Pretty happy"
"56112","High school",1,2018,"Very happy"
"56113","High school",3,2018,"Not too happy"
"56114","High school",1,2018,"Very happy"
"56115","High school",2,2018,"Pretty happy"
"56116","High school",1,2018,"Very happy"
"56117","High school",3,2018,"Not too happy"
"56118","High school",2,2018,"Pretty happy"
"56119","High school",2,2018,"Pretty happy"
"56120","Associate/junior college",1,2018,"Very happy"
"56121","High school",2,2018,"Pretty happy"
"56122","High school",2,2018,"Pretty happy"
"56123","High school",2,2018,"Pretty happy"
"56124","High school",2,2018,"Pretty happy"
"56125","Bachelor's",2,2018,"Pretty happy"
"56126","Less than high school",1,2018,"Very happy"
"56127","High school",2,2018,"Pretty happy"
"56128","High school",2,2018,"Pretty happy"
"56129","Graduate",1,2018,"Very happy"
"56130","Graduate",1,2018,"Very happy"
"56131","High school",1,2018,"Very happy"
"56132","High school",2,2018,"Pretty happy"
"56133","High school",1,2018,"Very happy"
"56134","Graduate",1,2018,"Very happy"
"56135","Less than high school",1,2018,"Very happy"
"56136","High school",1,2018,"Very happy"
"56137","High school",2,2018,"Pretty happy"
"56138","High school",2,2018,"Pretty happy"
"56139","High school",2,2018,"Pretty happy"
"56140","Bachelor's",2,2018,"Pretty happy"
"56141","High school",2,2018,"Pretty happy"
"56142","High school",2,2018,"Pretty happy"
"56143","High school",1,2018,"Very happy"
"56144","High school",1,2018,"Very happy"
"56145","Less than high school",2,2018,"Pretty happy"
"56146","Less than high school",3,2018,"Not too happy"
"56147","High school",2,2018,"Pretty happy"
"56148","High school",2,2018,"Pretty happy"
"56149","High school",2,2018,"Pretty happy"
"56150","High school",3,2018,"Not too happy"
"56151","Bachelor's",2,2018,"Pretty happy"
"56152","High school",2,2018,"Pretty happy"
"56153","High school",2,2018,"Pretty happy"
"56154","High school",2,2018,"Pretty happy"
"56155","High school",1,2018,"Very happy"
"56156","Graduate",3,2018,"Not too happy"
"56157","High school",2,2018,"Pretty happy"
"56158","Less than high school",1,2018,"Very happy"
"56159","High school",3,2018,"Not too happy"
"56160","Associate/junior college",2,2018,"Pretty happy"
"56161","High school",2,2018,"Pretty happy"
"56162","Less than high school",1,2018,"Very happy"
"56163","High school",1,2018,"Very happy"
"56164","Bachelor's",2,2018,"Pretty happy"
"56165","High school",1,2018,"Very happy"
"56166","High school",1,2018,"Very happy"
"56167","High school",2,2018,"Pretty happy"
"56168","High school",2,2018,"Pretty happy"
"56169","High school",2,2018,"Pretty happy"
"56170","High school",2,2018,"Pretty happy"
"56171","High school",2,2018,"Pretty happy"
"56172","Associate/junior college",3,2018,"Not too happy"
"56173","High school",2,2018,"Pretty happy"
"56174","High school",1,2018,"Very happy"
"56175","High school",2,2018,"Pretty happy"
"56176","High school",2,2018,"Pretty happy"
"56177","High school",2,2018,"Pretty happy"
"56178","Bachelor's",2,2018,"Pretty happy"
"56179","High school",2,2018,"Pretty happy"
"56180","High school",1,2018,"Very happy"
"56181","High school",1,2018,"Very happy"
"56182","High school",2,2018,"Pretty happy"
"56183","High school",2,2018,"Pretty happy"
"56184","Bachelor's",2,2018,"Pretty happy"
"56185","High school",1,2018,"Very happy"
"56186","Graduate",1,2018,"Very happy"
"56187","Bachelor's",2,2018,"Pretty happy"
"56188","Graduate",1,2018,"Very happy"
"56189","High school",2,2018,"Pretty happy"
"56190","High school",2,2018,"Pretty happy"
"56191","High school",1,2018,"Very happy"
"56192","Bachelor's",3,2018,"Not too happy"
"56193","Graduate",2,2018,"Pretty happy"
"56194","High school",3,2018,"Not too happy"
"56195","High school",2,2018,"Pretty happy"
"56196","High school",2,2018,"Pretty happy"
"56197","High school",1,2018,"Very happy"
"56198","High school",2,2018,"Pretty happy"
"56199","Associate/junior college",2,2018,"Pretty happy"
"56200","High school",3,2018,"Not too happy"
"56201","Graduate",2,2018,"Pretty happy"
"56202","High school",2,2018,"Pretty happy"
"56203","Associate/junior college",1,2018,"Very happy"
"56204","Associate/junior college",3,2018,"Not too happy"
"56205","Graduate",2,2018,"Pretty happy"
"56206","High school",1,2018,"Very happy"
"56207","Less than high school",1,2018,"Very happy"
"56208","High school",3,2018,"Not too happy"
"56209","High school",1,2018,"Very happy"
"56210","High school",1,2018,"Very happy"
"56211","Bachelor's",3,2018,"Not too happy"
"56212","High school",2,2018,"Pretty happy"
"56213","High school",2,2018,"Pretty happy"
"56214","High school",2,2018,"Pretty happy"
"56215","High school",2,2018,"Pretty happy"
"56216","Less than high school",2,2018,"Pretty happy"
"56217","High school",2,2018,"Pretty happy"
"56218","Graduate",2,2018,"Pretty happy"
"56219","Bachelor's",2,2018,"Pretty happy"
"56220","High school",1,2018,"Very happy"
"56221","Less than high school",1,2018,"Very happy"
"56222","High school",2,2018,"Pretty happy"
"56223","High school",2,2018,"Pretty happy"
"56224","Bachelor's",1,2018,"Very happy"
"56225","Associate/junior college",3,2018,"Not too happy"
"56226","Bachelor's",3,2018,"Not too happy"
"56227","Less than high school",2,2018,"Pretty happy"
"56228","Less than high school",1,2018,"Very happy"
"56229","High school",2,2018,"Pretty happy"
"56230","High school",3,2018,"Not too happy"
"56231","Less than high school",3,2018,"Not too happy"
"56232","High school",2,2018,"Pretty happy"
"56233","High school",1,2018,"Very happy"
"56234","High school",3,2018,"Not too happy"
"56235","Less than high school",2,2018,"Pretty happy"
"56236","High school",2,2018,"Pretty happy"
"56237","High school",2,2018,"Pretty happy"
"56238","High school",2,2018,"Pretty happy"
"56239","High school",1,2018,"Very happy"
"56240","High school",2,2018,"Pretty happy"
"56241","High school",1,2018,"Very happy"
"56242","High school",2,2018,"Pretty happy"
"56243","Associate/junior college",2,2018,"Pretty happy"
"56244","High school",2,2018,"Pretty happy"
"56245","Graduate",1,2018,"Very happy"
"56246","High school",1,2018,"Very happy"
"56247","High school",2,2018,"Pretty happy"
"56248","High school",2,2018,"Pretty happy"
"56249","High school",2,2018,"Pretty happy"
"56250","High school",1,2018,"Very happy"
"56251","Less than high school",1,2018,"Very happy"
"56252","Less than high school",1,2018,"Very happy"
"56253","Bachelor's",3,2018,"Not too happy"
"56254","High school",1,2018,"Very happy"
"56255","Less than high school",3,2018,"Not too happy"
"56256","High school",2,2018,"Pretty happy"
"56257","Less than high school",2,2018,"Pretty happy"
"56258","High school",1,2018,"Very happy"
"56259","High school",2,2018,"Pretty happy"
"56260","High school",2,2018,"Pretty happy"
"56261","High school",3,2018,"Not too happy"
"56262","Less than high school",3,2018,"Not too happy"
"56263","Less than high school",1,2018,"Very happy"
"56264","Associate/junior college",2,2018,"Pretty happy"
"56265","Less than high school",3,2018,"Not too happy"
"56266","Associate/junior college",2,2018,"Pretty happy"
"56267","Associate/junior college",2,2018,"Pretty happy"
"56268","High school",1,2018,"Very happy"
"56269","Graduate",2,2018,"Pretty happy"
"56270","High school",1,2018,"Very happy"
"56271","High school",1,2018,"Very happy"
"56272","High school",2,2018,"Pretty happy"
"56273","High school",1,2018,"Very happy"
"56274","Less than high school",2,2018,"Pretty happy"
"56275","High school",1,2018,"Very happy"
"56276","Less than high school",2,2018,"Pretty happy"
"56277","High school",3,2018,"Not too happy"
"56278","Less than high school",2,2018,"Pretty happy"
"56279","High school",2,2018,"Pretty happy"
"56280","High school",2,2018,"Pretty happy"
"56281","High school",1,2018,"Very happy"
"56282","Less than high school",1,2018,"Very happy"
"56283","High school",2,2018,"Pretty happy"
