"id","educ","race","sex"
1802,12,1,2
1803,15,1,2
1806,13,1,2
1807,16,1,2
1808,12,1,1
1809,16,1,2
1810,16,1,2
1811,16,1,1
1812,13,1,2
1813,16,1,1
1814,15,1,1
1815,12,1,2
1816,12,1,2
1817,16,1,2
1818,15,1,2
1819,16,1,1
1820,12,1,2
1821,12,1,1
1822,14,1,2
1823,14,1,2
1824,16,1,2
1825,NA,1,NA
1826,12,1,2
1827,12,1,2
1828,13,1,1
1829,17,1,2
1830,12,1,1
1831,12,2,2
1832,12,1,2
1833,12,1,2
1834,12,1,1
1835,20,1,2
1836,16,1,2
1837,15,1,2
1838,16,1,2
1839,12,1,1
1840,12,1,1
1841,11,1,2
1842,11,1,2
1844,14,1,1
1845,18,1,2
1846,14,1,2
1847,17,1,1
1848,16,1,2
1849,12,2,2
1850,14,1,1
1851,16,1,2
1852,16,1,2
1853,12,1,1
1854,14,1,1
1855,13,1,1
1856,13,1,2
1857,16,1,2
1858,13,1,1
1859,16,1,2
1860,20,1,2
1861,14,1,2
1862,14,1,2
1863,18,1,1
1864,18,1,1
1865,14,1,2
1866,10,1,1
1867,13,1,1
1868,12,1,1
1869,12,1,1
1871,12,1,2
1872,12,1,2
1875,14,2,2
1876,12,1,1
1877,14,1,2
1878,18,1,1
1879,12,1,2
1881,12,1,1
1882,16,1,1
1883,16,1,2
1884,16,1,2
1885,12,1,2
1887,13,1,1
1888,13,3,1
1889,18,1,2
1890,13,3,2
1891,18,1,1
1892,12,1,1
1893,12,1,1
1894,12,1,2
1895,20,1,1
1896,17,1,2
1897,14,1,1
1898,12,1,1
1899,16,1,2
1900,12,1,1
1901,16,1,1
1902,18,1,2
1903,12,1,2
1904,15,1,1
1905,18,1,2
1908,17,1,2
1909,14,1,1
1910,19,1,2
1912,20,1,2
1913,12,1,1
1914,16,1,2
1915,14,1,2
1916,16,1,1
1917,15,3,1
1918,18,1,1
1919,12,1,2
1920,16,1,2
1922,20,1,1
1923,18,1,2
1924,16,1,2
1925,18,1,1
1926,16,1,2
1927,16,1,2
1928,13,1,2
1929,16,1,2
1930,12,2,2
1932,14,1,1
1933,16,1,2
1934,12,1,1
1935,15,2,1
1936,16,1,1
1937,18,1,1
1938,18,1,1
1939,16,1,2
1941,16,2,2
1942,15,3,2
1943,14,2,1
1944,13,NA,1
1945,12,2,1
1946,10,1,1
1947,12,1,1
1949,16,1,2
1950,16,2,1
1951,17,2,1
1952,14,2,2
1953,16,1,2
1954,18,1,1
1955,NA,2,NA
1956,12,1,2
1957,9,1,1
1958,12,1,1
1959,12,1,1
1960,19,1,1
1961,12,2,2
1962,18,1,2
1964,11,1,1
1965,12,1,1
1966,12,1,NA
1967,18,1,1
1968,13,1,1
1969,16,1,2
1970,20,1,1
1971,12,1,1
1973,14,1,2
1974,12,1,2
1975,13,1,2
1976,17,1,1
1977,13,1,2
1978,12,1,2
1979,14,2,2
1980,16,1,2
1981,14,1,1
1983,11,2,2
1984,16,1,2
1985,16,1,2
1986,20,1,1
1988,16,1,2
1989,16,3,1
1990,12,1,1
1991,13,1,2
1992,13,1,2
1993,12,2,NA
1994,10,1,2
1995,11,1,1
1996,16,1,2
1997,11,1,1
1998,13,1,1
1999,14,1,1
2000,12,1,2
2001,13,1,2
2002,12,1,2
2003,16,1,2
2005,14,1,1
2006,14,1,1
2007,7,1,1
2008,14,1,2
2009,12,1,1
2010,12,1,1
2011,12,1,2
2012,13,1,1
2014,NA,1,NA
2016,12,1,1
2017,12,1,1
2018,12,1,2
2019,16,1,2
2020,12,1,2
2021,14,1,2
2022,12,1,2
2023,12,1,2
2024,12,1,2
2025,18,1,2
2026,16,1,2
2027,19,1,2
2028,13,1,2
2029,16,1,1
2030,12,1,1
2031,12,1,2
2032,20,3,1
2033,18,1,2
2034,19,1,1
2035,12,1,1
2036,12,1,1
2037,14,1,2
2038,16,1,2
2039,12,1,2
2040,12,1,2
2042,16,3,2
2043,14,1,2
2044,12,1,2
2045,11,1,1
2046,14,1,2
2047,14,1,1
2048,16,1,2
2049,12,1,2
2050,17,1,2
2051,16,1,2
2052,12,1,1
2053,15,3,1
2055,12,3,2
2056,15,1,2
2057,12,2,2
2058,14,NA,1
2059,11,3,1
2060,9,NA,2
2062,16,1,1
2063,12,1,2
2064,12,2,1
2065,15,2,1
2067,13,2,2
2068,18,1,1
2069,15,1,2
2070,12,1,2
2071,12,1,2
2072,18,1,2
2073,NA,2,NA
2074,16,1,2
2075,13,1,1
2076,12,2,1
2077,16,2,1
2078,12,1,1
2079,17,2,2
2080,13,1,2
2081,14,1,2
2082,12,2,2
2083,NA,1,NA
2084,11,2,2
2085,12,1,1
2086,17,1,1
2087,12,1,2
2089,17,1,2
2090,11,1,2
2091,16,1,2
2092,16,1,2
2093,12,1,2
2094,17,3,1
2095,13,3,1
2097,19,NA,1
2098,16,1,2
2099,12,3,1
2100,15,2,2
2101,14,1,1
2102,NA,3,1
2103,17,1,2
2104,10,2,1
2105,9,1,2
2106,16,2,2
2108,20,1,2
2109,16,1,2
2110,12,1,2
2111,14,1,2
2112,16,1,2
2113,11,1,1
2114,12,1,1
2115,16,1,1
2116,14,1,2
2117,17,1,2
2118,14,2,2
2119,17,1,1
2120,16,1,2
2121,16,1,2
2122,16,1,2
2123,16,1,2
2124,19,1,2
2125,12,1,2
2126,15,1,1
2127,16,1,1
2129,18,1,1
2130,12,1,2
2131,16,1,2
2132,20,1,2
2133,14,1,2
2134,12,1,1
2135,18,1,2
2138,15,2,2
2139,15,2,1
2140,16,2,2
2141,20,2,1
2142,16,1,2
2143,16,1,2
2144,12,1,1
2145,9,1,2
2146,15,1,2
2147,12,1,2
2148,16,1,NA
2150,16,1,1
2151,18,1,2
2152,16,1,1
2153,17,1,2
2154,16,1,1
2155,14,1,1
2156,18,1,1
2157,14,1,1
2158,14,1,2
2159,18,1,2
2160,12,1,2
2161,14,2,2
2162,16,1,1
2163,12,1,1
2164,16,1,2
2165,20,1,2
2166,12,1,2
2168,13,1,1
2169,12,1,2
2170,6,1,2
2172,16,1,1
2173,14,2,2
2174,12,1,1
2175,14,1,1
2176,11,1,1
2177,17,1,2
2178,16,1,2
2179,12,1,2
2180,12,2,NA
2181,16,1,2
2182,20,1,1
2183,10,1,2
2184,15,1,2
2185,12,3,1
2186,16,1,2
2187,18,3,2
2189,0,3,2
2190,13,3,2
2191,20,3,1
2194,13,1,2
2195,20,2,2
2196,10,2,2
2197,14,1,2
2198,12,1,2
2199,6,3,1
2200,12,1,2
2201,20,1,1
2202,14,1,2
2203,14,1,2
2204,15,1,1
2205,11,1,1
2206,14,1,2
2207,18,1,2
2208,NA,1,NA
2209,18,1,1
2210,13,1,1
2211,9,2,2
2212,18,1,1
2213,15,3,2
2214,11,3,1
2215,18,1,2
2216,5,1,2
2217,18,1,1
2218,16,1,2
2219,12,3,2
2220,14,1,2
2221,15,1,2
2222,14,1,1
2223,13,1,1
2224,14,1,1
2225,20,1,2
2226,12,1,2
2228,9,3,1
2229,16,1,1
2230,12,3,2
2231,14,1,2
2232,14,1,2
2233,16,1,1
2234,16,3,1
2236,12,1,1
2237,12,1,1
2238,13,1,1
2239,12,1,1
2240,12,1,1
2241,13,3,1
2242,10,1,1
2243,16,3,2
2244,13,1,2
2245,15,3,1
2246,20,1,1
2247,16,1,2
2248,18,3,1
2250,16,1,2
2251,14,3,2
2254,18,1,2
2255,NA,1,1
2256,16,1,1
2257,14,1,2
2258,18,1,1
2259,18,1,1
2260,16,1,1
2261,16,3,2
2262,18,1,2
2263,20,1,1
2264,18,1,2
2265,12,1,2
2266,17,1,1
2267,16,1,2
2268,16,1,2
2269,14,1,1
2270,17,1,2
2271,13,1,1
2272,12,1,1
2273,12,1,2
2274,15,1,1
2275,15,1,2
2276,18,1,1
2277,14,1,1
2278,17,2,1
2279,13,3,2
2280,12,1,2
2283,14,1,1
2284,20,2,1
2285,16,3,2
2286,18,1,1
2287,16,NA,2
2288,17,1,2
2290,18,1,2
2291,16,1,1
2292,15,1,2
2293,16,1,1
2294,16,1,1
2295,12,1,1
2296,14,1,1
2297,13,3,1
2298,18,1,2
2299,20,1,2
2300,19,1,1
2301,16,1,NA
2303,14,1,1
2304,13,1,1
2305,8,1,2
2306,15,1,1
2307,20,1,2
2308,14,1,2
2309,18,1,1
2310,14,1,2
2311,12,1,1
2312,13,1,1
2313,12,1,2
2314,20,1,1
2315,14,1,1
2316,14,1,2
2317,13,3,1
2318,17,1,2
2319,16,1,2
2320,18,1,2
2321,12,2,2
2323,20,3,2
2325,16,1,1
2327,11,3,2
2328,16,2,1
2330,14,3,2
2331,19,3,1
2332,19,1,1
2334,13,1,2
2335,18,1,2
2336,14,3,1
2337,20,1,2
2338,18,1,2
2339,14,2,2
2341,10,3,2
2342,13,NA,1
2343,16,2,2
2344,12,1,NA
2345,12,1,2
2346,18,1,1
2347,17,1,1
2348,10,1,2
2349,17,1,2
2350,12,1,1
2351,10,1,1
2352,9,1,2
2353,13,3,1
2354,17,1,1
2355,14,1,1
2357,16,1,1
2358,15,1,1
2360,12,1,1
2362,14,3,1
2363,13,3,1
2364,16,2,2
2365,14,1,1
2366,13,1,2
2367,12,1,1
2368,17,1,2
2369,17,1,2
2370,18,2,1
2371,15,1,1
2372,15,NA,1
2373,11,1,2
2374,15,1,2
2375,14,1,2
2376,20,3,1
2377,12,1,2
2378,12,1,2
2379,14,2,2
2380,12,NA,2
2381,12,1,2
2382,14,3,2
2383,17,1,1
2384,16,NA,2
2386,12,1,1
2387,16,1,1
2388,12,1,1
2389,17,3,2
2391,16,1,1
2392,16,1,2
2393,18,3,1
2394,14,2,2
2395,12,NA,2
2396,11,1,2
2397,20,1,1
2398,16,1,2
2399,12,1,2
2400,20,1,2
2402,6,1,2
2403,16,1,2
2404,16,1,2
2405,18,1,2
2406,14,1,2
2407,12,3,1
2408,16,3,1
2410,12,3,2
2411,12,1,1
2412,12,3,2
2413,17,3,NA
2414,18,3,1
2415,12,3,2
2416,16,1,2
2417,19,1,2
2418,18,1,2
2419,14,1,2
2420,14,3,1
2421,16,1,2
2422,12,3,2
2424,16,3,2
2425,14,1,1
2426,14,1,1
2428,12,3,1
2429,11,3,2
2430,16,3,2
2431,NA,3,1
2432,13,2,1
2433,16,1,2
2434,16,1,1
2435,16,1,1
2436,17,1,2
2437,16,1,1
2438,17,1,2
2439,16,1,1
2440,20,3,2
2441,17,1,1
2442,12,3,2
2443,15,1,2
2444,12,1,2
2445,14,1,1
2446,15,1,2
2447,0,3,NA
2448,17,3,2
2449,14,1,2
2450,15,3,1
2451,12,1,1
2452,12,1,1
2453,12,1,2
2454,15,3,1
2455,13,1,1
2456,16,1,1
2457,13,2,2
2458,16,1,2
2459,16,1,1
2460,12,1,2
2461,12,1,1
2462,18,2,2
2463,16,1,2
2464,16,1,2
2465,12,1,1
2466,12,1,1
2467,16,1,1
2468,16,1,2
2469,20,3,2
2470,14,1,2
2471,18,1,2
2472,14,1,2
2474,16,1,2
2475,12,1,2
2478,20,1,2
2479,20,1,2
2480,14,1,1
2481,17,1,2
2483,16,1,1
2486,12,3,2
2487,14,2,2
2488,20,1,1
2489,14,1,2
2490,14,1,1
2493,19,3,1
2494,20,2,1
2495,13,1,2
2496,17,1,2
2497,18,1,2
2498,20,1,1
2499,20,1,2
2500,NA,1,NA
2501,12,1,1
2502,16,1,1
2503,17,NA,2
2504,17,3,1
2505,17,1,1
2506,14,1,1
2507,16,1,1
2508,13,1,2
2510,14,3,2
2511,16,1,1
2513,13,1,2
2514,20,1,1
2515,12,1,2
2516,17,1,1
2517,14,1,2
2518,14,1,2
2519,17,1,1
2520,16,1,2
2521,14,1,1
2522,18,1,1
2523,4,2,1
2524,16,1,2
2525,16,3,2
2526,16,3,2
2527,12,1,2
2528,12,1,2
2529,16,1,1
2530,14,1,2
2531,14,1,1
2532,16,2,2
2533,18,1,1
2535,12,1,2
2536,17,3,1
2537,12,1,2
2538,12,1,1
2539,12,1,2
2540,14,1,1
2541,20,2,1
2542,18,1,1
2543,17,1,1
2544,14,3,1
2545,NA,3,NA
2546,16,1,2
2547,14,1,2
2548,13,3,2
2549,16,3,2
2550,20,3,2
2551,16,1,1
2552,15,3,2
2553,18,1,2
2555,11,3,NA
2556,20,NA,1
2557,16,3,2
2558,13,1,2
2559,16,1,2
2560,16,3,2
2561,17,3,1
2562,6,3,2
2565,14,1,1
2566,12,1,1
2567,12,1,2
2568,14,1,1
2569,10,1,2
2570,16,1,2
2571,16,1,1
2572,12,1,2
2573,8,1,2
2574,20,1,2
2575,13,1,2
2576,6,1,1
2577,20,NA,2
2578,16,1,2
2579,16,2,1
2580,16,1,2
2581,16,1,2
2582,17,1,1
2583,17,1,1
2584,12,1,2
2585,12,1,2
2586,20,1,2
2587,12,1,2
2588,16,1,2
2589,12,1,1
2590,12,1,2
2591,17,1,1
2592,20,3,2
2593,20,1,1
2594,16,1,1
2595,16,1,1
2596,16,3,1
2597,15,1,1
2598,17,2,2
2599,16,1,2
2600,14,1,2
2601,17,1,2
2602,18,1,1
2603,NA,1,NA
2604,16,1,1
2606,12,1,1
2607,12,2,1
2608,16,1,1
2609,17,1,2
2610,16,1,2
2611,19,1,1
2612,20,1,2
2613,13,2,1
2614,12,1,2
2615,14,1,1
2617,12,1,1
2618,16,1,1
2619,16,3,1
2620,12,1,2
2621,16,1,2
2623,12,1,2
2624,16,1,1
2625,12,1,2
2626,12,1,2
2627,12,1,1
2628,10,2,2
2629,16,1,1
2630,19,1,1
2631,13,1,2
2632,16,NA,1
2633,18,1,2
2634,13,1,2
2635,16,1,2
2636,12,1,2
2637,14,1,2
2638,12,1,1
2639,16,1,2
2640,16,1,1
2641,12,1,1
2642,14,1,2
2643,14,1,2
2644,14,1,1
2645,15,1,1
2646,14,3,1
2648,18,1,1
2649,14,3,2
2650,13,1,2
2651,12,1,2
2652,19,1,2
2653,20,NA,2
2655,8,1,2
2656,17,1,1
2657,16,3,1
2658,17,2,2
2659,13,1,2
2660,10,1,1
2661,13,1,1
2662,12,1,2
2664,18,1,1
2665,12,3,2
2666,13,1,1
2668,12,1,2
2669,12,1,1
2671,16,1,2
2672,16,1,2
2674,16,1,1
2675,19,1,1
2676,14,1,2
2677,14,1,2
2678,15,3,2
2679,12,1,2
2680,12,1,2
2681,12,1,2
2682,12,1,1
2683,12,3,2
2684,12,1,2
2685,14,1,2
2686,16,1,2
2687,16,1,1
2688,13,1,1
2689,16,1,1
2690,18,1,1
2691,12,1,2
2692,18,1,2
2693,18,2,2
2695,14,1,2
2696,12,1,2
2697,20,1,2
2698,17,1,1
2699,16,1,1
2700,16,1,2
2701,16,3,2
2702,15,1,1
2703,16,2,2
2704,17,3,1
2705,16,1,1
2706,12,1,2
2707,18,1,2
2708,16,2,2
2709,18,2,1
2710,16,1,2
2711,16,1,2
2712,14,1,1
2713,16,1,2
2714,14,1,2
2715,16,1,2
2716,14,1,2
2717,18,1,1
2718,12,NA,2
2719,14,1,1
2720,12,1,2
2722,16,1,2
2723,16,1,1
2725,16,1,2
2726,16,1,1
2727,16,1,2
2728,12,1,1
2729,9,1,2
2731,12,1,1
2733,14,1,1
2734,18,1,2
2735,13,3,1
2736,2,3,1
2737,16,1,1
2738,13,1,2
2739,12,1,1
2740,12,1,2
2741,16,3,1
2742,20,1,1
2743,12,1,1
2744,16,1,2
2745,13,2,1
2746,12,1,2
2747,18,1,2
2748,11,2,1
2749,20,1,1
2750,12,1,2
2751,13,1,2
2752,12,2,2
2753,20,3,2
2754,12,2,2
2756,14,1,2
2757,12,1,1
2758,NA,1,2
2759,19,1,2
2760,14,1,1
2761,17,1,1
2762,12,1,1
2763,14,1,2
2764,13,1,2
2766,12,1,2
2767,12,1,2
2769,14,1,1
2771,16,1,2
2772,12,3,2
2773,12,1,1
2774,17,1,2
2775,14,1,2
2776,16,1,2
2777,16,1,2
2778,13,1,NA
2779,12,2,2
2781,13,1,1
2782,16,3,2
2783,14,NA,2
2784,12,1,2
2785,16,1,2
2786,12,1,1
2787,18,1,1
2790,20,3,1
2791,12,1,1
2793,14,1,2
2794,16,1,2
2795,17,2,2
2796,15,1,1
2797,18,3,2
2798,12,1,2
2799,16,1,2
2800,11,1,2
2801,12,1,1
2802,12,1,1
2804,16,1,2
2805,18,1,1
2806,17,1,1
2807,16,1,1
2808,16,3,2
2809,17,1,1
2810,14,1,2
2811,18,2,1
2813,14,1,1
2814,12,1,1
2816,8,1,2
2817,12,1,1
2818,12,1,1
2819,16,NA,2
2820,12,1,2
2821,16,1,2
2822,12,1,2
2823,14,2,2
2824,20,2,2
2825,18,1,1
2826,12,1,2
2827,18,3,2
2828,3,1,2
2829,9,1,2
2831,12,1,1
2832,14,1,2
2833,13,1,2
2835,16,1,2
2836,14,1,1
2837,13,1,2
2838,17,1,2
2839,14,1,2
2840,16,1,NA
2841,12,1,1
2842,14,3,2
2843,20,2,2
2844,17,2,2
2845,11,1,2
2846,16,1,1
2847,17,1,2
2848,18,1,2
2849,18,1,1
2850,16,1,2
2852,15,1,1
2853,16,1,2
2854,17,1,2
2855,12,1,2
2857,16,1,1
2858,14,1,1
2859,13,1,2
2860,14,1,2
2861,12,3,NA
2862,18,1,1
2864,16,1,2
2865,12,2,2
2866,15,1,2
2867,17,1,1
2868,12,1,1
2869,18,1,2
2870,20,1,2
2871,9,1,2
2872,15,1,2
2873,20,1,1
2874,18,1,1
2875,16,3,2
2876,12,1,2
2877,12,3,1
2878,13,1,2
2879,6,1,1
2880,12,1,2
2881,12,1,1
2882,16,1,1
2883,14,1,2
2884,16,1,1
2885,12,1,2
2886,16,1,1
2887,16,1,2
2888,19,2,2
2889,12,1,1
2891,14,1,1
2892,14,2,2
2893,12,2,1
2895,12,1,2
2896,14,2,2
2897,13,1,2
2898,9,3,1
2900,17,NA,NA
2901,18,1,2
2902,19,1,1
2903,12,1,1
2904,14,1,1
2905,19,1,1
2906,17,1,2
2908,18,NA,1
2909,18,1,2
2910,19,1,2
2911,12,3,2
2912,15,3,2
2913,11,1,1
2914,16,1,2
2915,16,NA,NA
2916,10,1,2
2917,12,1,1
2918,12,1,1
2919,12,1,1
2920,16,1,1
2921,16,3,1
2922,13,1,1
2923,17,1,1
2924,13,2,2
2925,14,3,1
2926,17,1,2
2927,16,1,1
2928,17,1,2
2929,14,1,2
2930,17,1,1
2931,18,1,1
2932,NA,3,2
2933,NA,3,NA
2934,12,3,2
2936,19,1,1
2937,19,1,2
2938,14,1,1
2940,16,3,1
2941,12,3,1
2942,16,1,2
2943,18,2,2
2944,18,1,2
2945,12,1,2
2946,14,1,1
2947,11,3,1
2948,18,1,2
2949,20,3,2
2950,17,3,1
2951,12,1,2
2952,15,1,2
2953,12,1,1
2954,13,1,2
2955,12,1,2
2957,16,3,2
2958,14,3,2
2959,14,1,1
2960,14,1,1
2962,18,1,2
2963,16,1,2
2964,16,1,2
2965,17,3,2
2966,12,3,2
2967,14,1,2
2968,12,1,2
2969,16,1,1
2970,12,1,1
2971,16,1,1
2972,16,1,1
2973,12,1,1
2974,16,1,1
2975,12,1,1
2976,10,1,1
2977,12,1,2
2978,16,1,2
2979,14,1,1
2980,14,1,NA
2981,12,NA,2
2982,9,1,2
2983,12,3,2
2984,17,1,1
2985,12,1,1
2986,16,1,1
2987,14,1,1
2988,14,1,2
2989,13,1,2
2990,13,1,2
2992,12,1,1
2993,16,1,1
2994,15,2,1
2995,13,1,2
2996,12,1,1
2997,NA,1,NA
2998,12,1,1
2999,16,1,2
3000,16,NA,NA
3001,18,1,2
3002,16,1,1
3003,20,1,1
3004,12,1,1
3005,16,1,2
3007,16,1,1
3008,13,1,1
3009,12,1,2
3010,NA,1,NA
3011,16,1,2
3012,18,1,2
3013,12,1,1
3014,9,1,2
3015,12,1,1
3016,16,1,2
3017,12,2,1
3018,13,1,2
3019,16,1,1
3020,20,1,2
3021,13,1,2
3022,19,1,1
3023,16,1,2
3024,15,2,2
3025,14,1,1
3026,6,1,1
3027,12,2,2
3028,14,1,2
3029,16,1,1
3030,16,2,2
3031,18,1,1
3033,18,1,1
3034,12,3,1
3035,14,1,1
3036,16,1,2
3037,2,2,2
3038,12,1,1
3039,8,1,1
3040,12,NA,1
3041,12,1,2
3042,16,2,2
3043,17,1,2
3044,18,1,1
3045,12,1,2
3046,12,1,2
3047,17,1,2
3048,0,3,NA
3049,12,1,2
3050,20,1,2
3051,15,1,2
3052,19,1,2
3053,13,1,2
3054,16,1,1
3055,12,1,2
3056,12,1,2
3057,14,1,1
3058,13,1,2
3060,19,1,1
3061,14,1,1
3062,17,1,2
3063,16,1,2
3064,11,1,2
3065,12,1,2
3066,16,1,1
3067,12,1,2
3068,16,1,2
3070,16,1,2
3071,17,2,2
3072,16,1,1
3073,15,2,2
3074,13,3,1
3075,18,1,2
3076,16,1,2
3077,12,1,1
3078,12,1,2
3079,16,1,2
3080,14,1,1
3081,16,2,2
3082,14,3,1
3083,18,1,2
3084,17,1,2
3085,20,1,2
3087,12,2,2
3088,12,1,2
3089,13,2,2
3090,16,2,2
3091,18,1,1
3092,17,2,2
3094,14,1,2
3095,11,2,2
3096,12,1,1
3097,14,1,1
3098,12,1,1
3100,17,1,2
3101,18,1,2
3102,16,1,1
3103,13,2,NA
3104,20,1,1
3105,16,1,1
3106,NA,2,NA
3107,16,2,1
3108,16,2,2
3109,16,2,2
3110,18,2,2
3111,15,3,1
3112,16,1,2
3113,NA,3,NA
3114,15,3,1
3116,14,1,1
3117,19,1,2
3119,16,1,2
3120,18,1,2
3121,14,1,1
3122,13,1,1
3124,14,1,1
3125,17,1,1
3127,16,1,2
3128,8,1,2
3129,12,1,2
3130,16,1,2
3131,12,1,1
3132,16,3,2
3133,17,2,1
3134,7,1,1
3136,12,1,2
3137,16,1,2
3138,18,1,1
3139,16,3,1
3140,13,1,1
3141,20,1,1
3142,16,1,2
3143,12,1,1
3144,15,1,2
3145,14,1,2
3146,15,1,2
3147,16,1,2
3149,14,1,1
3150,17,2,2
3151,18,1,2
3152,18,1,1
3153,19,1,1
3154,17,1,1
3155,16,1,1
3156,13,3,2
3157,12,2,2
3158,14,2,1
3159,14,1,2
3160,13,1,1
3161,9,1,1
3162,14,1,2
3163,12,1,1
3164,18,2,2
3165,12,1,2
3166,12,2,2
3167,17,3,2
3168,13,1,2
3169,13,1,1
3170,20,1,1
3171,13,1,2
3172,16,1,2
3173,14,1,1
3174,12,1,2
3176,12,2,2
3177,14,3,1
3178,16,1,1
3179,16,2,2
3180,10,1,1
3181,16,1,1
3182,20,1,1
3183,16,1,2
3184,15,1,2
3186,20,1,2
3187,18,1,NA
3188,12,1,2
3189,9,2,2
3190,14,1,1
3191,16,1,2
3192,14,1,2
3193,16,1,2
3194,12,1,2
3195,19,1,2
3196,1,1,1
3197,9,1,2
3198,14,2,2
3200,16,1,1
3201,8,1,2
3202,11,1,2
3203,20,2,1
3204,12,2,1
3205,17,2,2
3206,12,2,2
3207,12,2,2
3208,12,1,1
3209,6,2,1
3210,16,1,2
3211,17,1,1
3212,14,1,2
3213,16,1,1
3214,13,1,2
3215,16,3,2
3216,14,2,1
3217,14,2,1
3218,18,1,2
3219,19,1,1
3221,19,1,1
3222,19,1,2
3223,14,2,2
3224,14,1,2
3225,12,2,1
3226,12,1,2
3227,9,1,1
3228,19,1,1
3229,11,2,2
3230,14,1,2
3231,16,3,1
3232,16,1,2
3233,16,1,1
3235,20,1,2
3236,13,1,1
3237,13,2,2
3238,16,1,2
3239,16,1,2
3240,NA,3,NA
3242,14,2,1
3243,13,3,2
3244,16,1,1
3245,12,1,1
3246,15,1,2
3247,14,3,2
3248,20,3,1
3249,16,1,2
3250,17,2,1
3251,16,1,1
3252,13,NA,2
3253,12,1,2
3254,16,1,1
3255,12,1,2
3256,12,1,1
3257,16,3,1
3258,12,1,2
3259,12,1,2
3260,16,1,1
3261,19,2,2
3262,14,2,2
3263,17,1,1
3264,12,1,2
3265,16,1,2
3266,20,1,1
3267,19,1,1
3268,12,1,1
3269,17,1,1
3270,16,1,1
3271,16,1,2
3272,19,1,2
3273,18,1,2
3274,16,1,1
3275,18,1,1
3276,14,1,2
3278,16,1,NA
3280,12,3,1
3281,16,1,1
3283,18,1,1
3284,16,3,2
3285,14,1,1
3286,12,1,2
3287,14,1,1
3288,17,1,1
3289,16,1,2
3291,12,1,2
3292,12,2,2
3293,14,2,2
3294,16,1,2
3295,18,1,2
3297,17,1,1
3298,12,1,2
3299,19,1,1
3301,20,1,2
3302,12,2,2
3303,20,1,1
3305,14,1,2
3307,17,1,2
3308,16,1,1
3309,10,1,1
3310,14,1,2
3311,12,1,2
3312,12,1,2
3313,16,1,1
3314,20,3,1
3315,16,1,2
3316,17,1,2
3317,10,1,1
3318,16,1,1
3320,16,1,2
3321,20,2,1
3322,13,3,1
3323,12,1,2
3324,15,1,2
3325,14,1,1
3326,17,2,2
3327,12,3,2
3328,14,1,1
3330,15,1,1
3331,20,1,1
3332,17,1,1
3333,16,1,2
3334,14,1,1
3335,16,1,1
3336,12,2,1
3337,16,1,1
3338,14,1,1
3339,15,3,2
3340,12,2,2
3341,15,NA,2
3343,12,1,2
3344,18,1,2
3345,16,2,2
3346,12,1,1
3347,12,1,1
3348,17,1,1
3349,16,3,1
3351,20,1,1
3352,16,1,1
3353,NA,1,2
3354,19,1,1
3355,20,NA,1
3356,17,1,2
3357,10,1,2
3359,15,1,2
3360,16,1,1
3361,11,1,1
3362,19,1,2
3363,15,1,1
3365,18,3,2
3367,16,1,1
3368,18,1,1
3371,15,1,2
3372,15,1,2
3373,16,1,2
3374,14,1,2
3375,14,1,2
3376,12,1,1
3377,12,2,1
3378,18,1,2
3379,12,1,1
3380,12,1,1
3382,14,1,2
3383,10,3,1
3384,12,1,2
3385,16,1,1
3386,16,2,2
3388,14,1,2
3389,18,1,2
3392,15,1,2
3393,20,1,1
3394,12,1,1
3395,14,2,2
3396,17,1,1
3397,15,3,1
3398,16,1,1
3399,16,1,2
3400,12,1,2
3401,13,1,1
3402,12,1,1
3403,17,NA,1
3404,13,1,2
3406,12,1,2
3407,16,1,2
3408,20,1,2
3409,18,2,2
3410,15,1,1
3411,18,1,1
3412,16,1,2
3413,12,1,1
3414,20,1,2
3415,12,1,1
3416,17,1,2
3417,10,2,2
3418,18,1,1
3420,14,1,2
3421,13,1,2
3422,10,1,2
3423,17,1,1
3424,12,1,1
3425,17,1,2
3426,19,1,2
3428,16,3,2
3429,13,1,2
3430,12,1,1
3431,13,1,1
3432,15,1,2
3433,13,1,1
3435,13,1,2
3436,13,1,2
3437,11,1,2
3438,16,1,1
3440,20,1,2
3441,20,1,2
3444,16,1,2
3446,15,2,2
3447,16,1,2
3448,12,2,1
3449,16,1,2
3450,13,2,2
3452,12,1,2
3453,13,1,2
3455,14,2,2
3456,16,1,2
3457,16,2,1
3458,15,3,1
3459,NA,1,1
3461,14,1,2
3462,14,1,2
3463,10,1,1
3464,18,1,2
3465,17,1,1
3466,20,1,1
3468,12,2,2
3469,14,1,2
3471,12,1,2
3473,12,1,1
3475,13,2,1
3476,16,1,1
3477,12,2,2
3478,NA,1,NA
3480,18,1,1
3481,14,2,2
3482,16,1,2
3483,16,1,1
3484,18,1,2
3485,12,1,2
3486,16,2,2
3487,16,3,2
3488,15,1,2
3489,12,3,1
3490,18,1,2
3491,11,1,1
3492,20,1,2
3493,16,1,2
3494,12,1,1
3495,20,1,1
3496,14,1,2
3497,13,2,1
3498,12,3,1
3499,19,1,2
3500,20,1,1
3501,16,1,2
3502,20,3,2
3503,15,1,1
3504,11,2,2
3505,20,1,2
3506,14,2,1
3507,13,1,2
3508,17,2,1
3509,16,3,1
3510,16,2,2
3511,18,1,2
3512,18,1,1
3513,18,1,2
3514,14,3,1
3515,12,1,1
3516,16,3,2
