"id","educ","majorcol","rincome","race","sex"
1047,16,61,12,1,1
1048,19,NA,12,1,1
1049,16,70,NA,1,1
1050,16,NA,12,1,2
1051,12,NA,NA,1,2
1052,17,7,4,1,1
1053,15,NA,11,1,1
1054,13,NA,NA,1,2
1055,16,9,NA,1,1
1056,16,NA,11,1,1
1057,16,NA,12,1,2
1058,14,NA,NA,1,1
1059,12,NA,12,2,1
1060,12,NA,8,2,2
1061,18,NA,12,1,1
1062,12,NA,9,2,2
1063,12,NA,NA,2,1
1064,14,NA,11,1,1
1065,12,NA,12,1,1
1066,9,NA,NA,2,1
1067,15,NA,NA,2,1
1068,13,NA,11,1,2
1069,14,NA,12,2,2
1070,13,NA,12,1,1
1071,12,NA,12,1,2
1072,9,NA,NA,1,2
1073,16,40,9,1,1
1074,16,NA,12,1,1
1075,12,NA,NA,2,1
1076,11,NA,NA,2,1
1077,10,NA,NA,2,1
1078,11,NA,12,2,1
1079,13,NA,NA,2,2
1080,14,14,12,2,1
1081,13,NA,12,1,2
1082,16,29,12,1,2
1083,16,80,NA,1,1
1084,12,NA,NA,1,1
1085,9,NA,NA,1,1
1086,8,NA,9,1,2
1087,12,NA,10,1,2
1088,13,NA,NA,1,1
1089,18,NA,11,1,2
1090,20,16,NA,1,2
1091,11,NA,12,1,2
1092,12,NA,12,1,2
1093,11,NA,6,1,1
1094,12,NA,NA,1,2
1095,14,NA,12,2,2
1096,12,NA,12,1,2
1097,12,NA,12,1,1
1098,15,NA,9,1,2
1099,19,9,NA,1,2
1100,12,NA,11,1,2
1101,20,NA,NA,1,1
1102,12,NA,NA,1,1
1103,12,NA,NA,1,1
1104,13,NA,12,1,2
1105,8,NA,NA,3,2
1106,12,NA,12,1,1
1107,12,NA,12,1,1
1108,13,NA,NA,2,1
1109,16,NA,12,1,2
1110,15,NA,NA,1,1
1111,12,NA,NA,1,1
1112,14,NA,NA,1,2
1113,18,NA,12,1,2
1114,13,NA,NA,1,1
1115,16,NA,NA,1,2
1116,16,NA,3,1,2
1117,16,9,12,1,2
1118,18,NA,12,1,1
1119,15,36,NA,1,2
1120,13,NA,NA,1,2
1121,15,NA,NA,1,2
1122,14,9,12,1,1
1123,20,NA,12,1,2
1124,17,NA,10,1,1
1125,12,NA,5,2,1
1126,11,NA,1,2,2
1127,12,NA,NA,3,2
1128,9,NA,11,2,2
1129,NA,NA,NA,2,1
1130,16,69,12,1,1
1131,14,NA,12,2,1
1132,13,NA,12,1,1
1133,14,72,NA,2,1
1134,10,NA,12,3,1
1135,12,NA,9,3,2
1136,12,NA,12,1,1
1137,16,NA,12,3,1
1138,16,16,12,1,2
1139,11,NA,NA,1,2
1140,12,NA,NA,1,1
1141,14,14,NA,1,1
1142,9,NA,NA,1,2
1143,12,NA,10,1,2
1144,10,NA,NA,1,2
1145,10,NA,11,1,1
1146,12,NA,12,2,1
1147,17,NA,11,1,2
1148,12,NA,11,3,1
1149,12,NA,NA,1,1
1150,12,NA,12,1,2
1151,13,NA,NA,3,1
1152,16,NA,NA,1,2
1153,7,NA,NA,1,1
1154,13,NA,NA,2,2
1155,12,NA,12,2,1
1156,11,NA,NA,3,2
1157,12,NA,2,2,2
1158,12,NA,NA,3,2
1159,14,59,12,1,2
1160,12,NA,NA,1,1
1161,12,NA,12,1,1
1162,16,9,12,1,1
1163,12,NA,12,2,1
1164,12,NA,12,1,2
1165,20,25,NA,1,1
1166,12,NA,12,1,1
1167,15,NA,12,1,1
1168,16,NA,12,1,2
1169,16,55,12,1,2
1170,16,9,12,1,1
1171,7,NA,NA,2,1
1172,19,NA,12,1,2
1173,11,NA,NA,1,1
1174,16,NA,NA,1,2
1175,13,NA,11,1,2
1176,16,26,NA,1,2
1177,17,46,9,1,2
1178,11,NA,12,1,1
1179,14,NA,NA,3,1
1180,12,NA,NA,3,2
1181,6,NA,NA,1,2
1182,13,NA,NA,1,2
1183,15,NA,NA,1,2
1184,12,NA,NA,3,2
1185,18,NA,NA,3,2
1186,6,NA,8,3,1
1187,15,NA,NA,1,1
1188,15,NA,NA,1,2
1189,15,NA,11,1,2
1190,12,NA,NA,1,1
1191,12,NA,5,2,1
1192,15,NA,12,1,1
1193,15,NA,12,2,1
1194,12,NA,12,1,1
1195,12,NA,12,1,1
1196,20,NA,12,1,1
1197,16,43,12,1,1
1198,16,NA,7,3,1
1199,11,NA,10,1,2
1200,16,NA,NA,1,1
1201,16,NA,NA,3,2
1202,16,NA,NA,1,2
1203,14,NA,12,1,1
1204,17,NA,NA,1,1
1205,16,NA,12,2,2
1206,7,NA,NA,3,1
1207,18,NA,2,1,2
1208,12,NA,12,1,1
1209,12,NA,12,1,1
1210,16,18,NA,1,1
1211,14,45,12,1,2
1212,12,NA,NA,2,1
1213,14,NA,NA,2,1
1214,12,NA,11,2,2
1215,13,NA,NA,2,2
1216,11,NA,6,1,2
1217,12,NA,NA,1,2
1218,14,NA,NA,1,1
1219,19,36,12,1,2
1220,12,NA,12,1,2
1221,17,NA,10,3,2
1222,16,73,NA,1,1
1223,16,NA,NA,1,1
1224,14,NA,12,1,2
1225,20,15,12,1,1
1226,12,NA,NA,1,2
1227,18,NA,12,1,1
1228,14,NA,1,1,1
1229,12,NA,12,1,1
1230,16,NA,12,1,2
1231,14,NA,7,1,2
1232,9,NA,NA,1,1
1233,12,NA,NA,1,2
1234,12,NA,10,1,2
1235,12,NA,11,1,1
1236,16,NA,12,1,2
1237,14,NA,NA,1,1
1238,16,NA,12,2,1
1239,13,NA,2,1,2
1240,16,18,NA,1,1
1241,16,NA,NA,1,2
1242,12,NA,NA,2,1
1243,20,NA,12,1,1
1244,16,18,12,3,1
1245,16,NA,12,2,2
1246,16,NA,12,3,2
1247,13,NA,6,2,1
1248,12,NA,12,2,1
1249,20,NA,12,1,1
1250,16,40,2,1,2
1251,17,NA,12,2,2
1252,19,53,NA,2,2
1253,18,NA,12,1,2
1254,10,NA,11,3,1
1255,11,NA,12,1,1
1256,14,NA,NA,2,2
1257,16,9,NA,1,1
1258,12,NA,12,1,1
1259,12,NA,12,1,1
1260,12,NA,NA,1,2
1261,12,NA,NA,1,2
1262,14,NA,11,1,1
1263,12,NA,10,1,1
1264,12,NA,11,1,2
1265,14,16,12,1,2
1266,16,NA,NA,1,1
1267,16,16,5,1,2
1268,12,NA,10,1,1
1269,12,NA,12,1,2
1270,11,NA,12,1,2
1271,8,NA,NA,1,2
1272,20,NA,9,1,2
1273,16,NA,12,1,1
1274,8,NA,NA,1,1
1275,13,NA,NA,1,1
1276,11,NA,NA,1,2
1277,8,NA,NA,3,2
1278,14,NA,NA,1,2
1279,12,NA,9,1,2
1280,12,NA,NA,1,2
1281,12,NA,12,1,2
1282,14,NA,11,1,2
1283,12,NA,NA,1,1
1284,16,NA,NA,1,2
1285,20,20,12,1,1
1286,12,NA,12,1,1
1287,12,NA,12,1,2
1288,14,NA,NA,2,1
1289,6,NA,12,2,2
1290,13,NA,NA,2,2
1291,16,NA,9,3,1
1292,13,NA,12,2,1
1293,14,NA,NA,2,1
1294,11,NA,12,2,2
1295,12,NA,5,2,2
1296,13,NA,12,2,2
1297,13,NA,NA,2,2
1298,16,NA,12,1,2
1299,16,NA,NA,1,2
1300,16,9,NA,1,2
1301,14,NA,9,1,2
1302,19,29,11,1,2
1303,12,NA,5,1,2
1304,13,NA,NA,1,1
1305,14,NA,NA,3,1
1306,9,NA,12,1,2
1307,14,NA,2,1,1
1308,6,NA,NA,3,2
1309,12,NA,NA,1,1
1310,9,NA,3,3,1
1311,9,NA,10,1,1
1312,12,NA,NA,1,2
1313,6,NA,NA,2,2
1314,14,NA,NA,1,1
1315,9,NA,NA,1,1
1316,12,NA,12,1,2
1317,16,NA,NA,1,1
1318,12,NA,NA,1,1
1319,12,NA,NA,1,2
1320,16,NA,NA,1,2
1321,12,NA,NA,1,2
1322,12,NA,12,1,2
1323,16,NA,NA,1,1
1324,17,16,12,1,2
1325,12,NA,NA,1,2
1326,16,16,NA,1,1
1327,16,NA,12,3,1
1328,16,9,12,1,1
1329,16,42,12,1,2
1330,18,NA,12,2,1
1331,18,NA,12,1,1
1332,19,NA,12,2,2
1333,18,16,12,1,2
1334,14,NA,12,2,1
1335,16,NA,12,1,1
1336,19,16,NA,1,2
1337,20,NA,NA,1,1
1338,16,NA,12,1,1
1339,10,NA,NA,1,2
1340,12,NA,12,1,1
1341,12,NA,12,1,1
1342,13,NA,12,1,1
1343,12,NA,NA,1,1
1344,16,9,NA,1,1
1345,14,NA,NA,1,2
1346,16,NA,10,1,2
1347,NA,NA,NA,3,1
1348,12,NA,NA,1,1
1349,16,NA,12,1,1
1350,17,NA,12,1,1
1351,12,NA,NA,1,2
1352,10,NA,NA,1,1
1353,NA,NA,NA,1,2
1354,15,NA,12,1,2
1355,16,NA,12,1,1
1356,12,NA,12,1,1
1357,15,NA,NA,1,2
1358,14,NA,NA,1,1
1359,12,NA,12,1,1
1360,12,NA,12,1,2
1361,9,NA,NA,1,2
1362,16,43,12,1,1
1363,9,NA,9,2,1
1364,13,NA,12,2,1
1365,8,NA,NA,2,2
1366,12,NA,NA,2,2
1367,10,NA,NA,3,2
1368,12,NA,NA,1,2
1369,17,NA,NA,1,1
1370,15,1,4,2,1
1371,12,NA,12,2,2
1372,12,NA,NA,1,1
1373,17,44,12,1,2
1374,14,NA,NA,1,1
1375,13,9,1,1,1
1376,16,20,NA,1,1
1377,16,NA,NA,1,2
1378,13,NA,NA,1,1
1379,17,NA,6,1,1
1380,16,14,NA,3,2
1381,13,NA,NA,1,2
1382,14,NA,NA,1,1
1383,17,NA,NA,1,2
1384,14,NA,NA,1,1
1385,16,NA,12,1,1
1386,13,NA,2,1,2
1387,16,NA,12,1,2
1388,12,NA,12,1,2
1389,12,NA,12,1,1
1390,7,NA,NA,3,1
1391,12,NA,12,1,2
1392,14,NA,NA,1,2
1393,18,NA,NA,1,2
1394,20,6,5,1,1
1395,13,NA,12,1,1
1396,15,NA,NA,3,2
1397,13,NA,NA,1,2
1398,13,NA,NA,1,2
1399,12,NA,NA,1,1
1400,11,NA,NA,1,2
1401,16,9,8,1,1
1402,15,NA,NA,2,2
1403,14,NA,2,1,2
1404,12,NA,1,2,2
1405,14,NA,10,1,1
1406,15,NA,12,1,1
1407,12,NA,NA,1,2
1408,12,NA,3,1,2
1409,6,NA,11,1,1
1410,8,NA,12,1,1
1411,12,NA,NA,1,2
1412,12,NA,NA,1,1
1413,9,NA,NA,2,2
1414,12,NA,NA,1,2
1415,13,NA,NA,1,1
1416,14,NA,NA,1,1
1417,12,NA,NA,1,2
1418,11,NA,NA,1,2
1419,16,42,12,1,2
1420,12,NA,NA,1,1
1421,19,NA,12,1,1
1422,14,NA,NA,1,1
1423,8,NA,NA,1,1
1424,12,NA,12,1,2
1425,15,NA,12,1,2
1426,12,NA,NA,1,2
1427,12,NA,NA,1,1
1428,16,52,NA,3,2
1429,15,NA,NA,1,2
1430,20,NA,12,1,2
1431,13,NA,12,1,1
1432,14,18,12,1,1
1433,18,NA,12,1,1
1434,9,NA,12,1,1
1435,1,NA,12,1,1
1436,13,NA,12,1,1
1437,12,NA,12,1,1
1438,18,NA,NA,1,1
1439,16,NA,12,1,1
1440,18,9,12,1,1
1441,17,NA,NA,1,1
1442,16,NA,12,1,2
1443,16,9,12,1,1
1444,18,NA,12,1,2
1445,13,NA,NA,1,1
1446,12,NA,12,1,2
1447,14,NA,9,1,2
1448,16,16,NA,1,2
1449,17,NA,NA,1,2
1450,12,NA,5,1,1
1451,12,NA,12,1,1
1452,16,21,NA,1,2
1453,14,NA,10,1,2
1454,13,NA,12,3,1
1455,12,NA,12,1,2
1456,17,32,NA,1,2
1457,12,NA,11,1,2
1458,12,NA,NA,1,2
1459,12,NA,10,1,1
1460,16,19,NA,1,1
1461,13,NA,10,3,2
1462,15,NA,8,1,1
1463,13,NA,4,1,1
1464,11,NA,2,1,2
1465,12,NA,11,2,2
1466,14,NA,NA,1,1
1467,11,NA,NA,1,2
1468,18,NA,12,1,1
1469,14,NA,10,1,1
1470,14,NA,10,1,2
1471,12,NA,12,1,1
1472,20,19,NA,1,2
1473,16,57,NA,1,2
1474,14,9,NA,1,1
1475,13,NA,NA,1,2
1476,12,NA,9,1,2
1477,12,NA,12,1,2
1478,15,NA,12,1,1
1479,12,NA,NA,1,2
1480,13,NA,NA,1,1
1481,16,70,12,1,2
1482,14,NA,12,1,1
1483,9,NA,12,1,1
1484,11,NA,9,1,2
1485,12,NA,12,2,1
1486,20,NA,12,3,1
1487,11,NA,12,3,1
1488,12,NA,NA,1,2
1489,12,NA,12,1,1
1490,19,NA,12,1,2
1491,16,NA,12,1,2
1492,14,12,12,3,1
1493,14,NA,12,1,1
1494,13,NA,12,1,2
1495,16,NA,12,1,2
1496,15,NA,6,2,2
1497,12,NA,NA,2,2
1498,6,NA,NA,1,2
1499,17,51,NA,1,1
1500,14,NA,12,1,1
1501,18,33,12,2,2
1502,16,NA,12,1,1
1503,17,38,12,1,1
1504,17,NA,12,2,1
1505,17,43,10,1,2
1506,12,NA,NA,1,1
1507,12,NA,NA,1,2
1508,12,NA,NA,2,2
1509,12,NA,NA,1,2
1510,16,NA,12,1,2
1511,16,NA,NA,1,2
1512,16,NA,11,1,1
1513,12,NA,12,1,2
1514,16,NA,NA,1,1
1515,12,NA,NA,1,2
1516,14,NA,12,1,2
1517,15,NA,11,1,2
1518,12,NA,NA,1,2
1519,15,NA,10,1,2
1520,0,NA,NA,1,2
1521,13,NA,NA,1,2
1522,12,NA,NA,1,1
1523,16,17,12,1,1
1524,14,14,NA,1,1
1525,8,NA,NA,1,2
1526,12,NA,NA,1,2
1527,16,NA,NA,1,2
1528,16,16,NA,1,2
1529,12,NA,1,1,2
1530,20,NA,12,1,1
1531,18,20,NA,1,1
1532,14,NA,NA,1,2
1533,20,63,11,1,1
1534,18,NA,NA,1,1
1535,12,NA,4,1,2
1536,18,63,12,1,1
1537,19,NA,12,1,2
1538,16,34,12,1,1
1539,14,54,NA,1,2
1540,13,NA,10,2,1
1541,11,NA,NA,1,2
1542,13,NA,10,1,2
1543,12,NA,NA,1,2
1544,15,49,6,1,1
1545,8,NA,NA,1,1
1546,18,16,3,1,1
1547,11,NA,8,3,2
1548,12,NA,1,3,2
1549,16,NA,12,1,2
1550,12,NA,NA,1,1
1551,17,29,NA,3,2
1552,16,NA,12,1,1
1553,14,NA,9,1,1
1554,14,NA,NA,1,2
1555,12,NA,9,1,1
1556,12,NA,6,1,1
1557,12,NA,7,1,2
1558,12,NA,NA,1,1
1559,NA,NA,NA,1,2
1560,16,20,12,1,1
1561,16,NA,NA,1,2
1562,16,9,5,1,1
1563,12,NA,NA,1,2
1564,13,NA,4,1,2
1565,12,NA,12,1,2
1566,14,NA,NA,1,2
1567,11,NA,NA,1,2
1568,18,NA,12,1,2
1569,20,18,NA,1,1
1570,19,NA,1,1,2
1571,16,NA,12,1,1
1572,16,58,12,1,2
1573,18,NA,12,1,1
1574,13,NA,12,1,2
1575,18,42,12,1,2
1576,16,NA,12,1,1
1577,11,NA,NA,1,1
1578,9,NA,NA,1,1
1579,10,NA,5,2,2
1580,10,NA,10,1,2
1581,12,NA,12,1,1
1582,18,16,NA,1,1
1583,14,NA,9,1,1
1584,16,NA,NA,2,2
1585,13,NA,12,1,1
1586,9,NA,NA,3,2
1587,14,NA,11,2,2
1588,18,NA,10,1,2
1589,14,NA,12,1,1
1590,14,51,12,1,2
1591,12,NA,12,1,1
1592,13,NA,NA,1,1
1593,16,NA,12,1,2
1594,14,NA,12,1,1
1595,16,NA,NA,1,2
1596,20,NA,12,1,2
1597,12,NA,NA,1,1
1598,12,NA,NA,1,2
1599,14,NA,NA,1,1
1600,13,NA,12,1,1
1601,12,NA,NA,1,2
1602,13,NA,NA,1,2
1603,12,NA,12,1,2
1604,14,NA,NA,1,2
1605,12,NA,2,2,2
1606,14,NA,NA,1,2
1607,13,NA,9,2,2
1608,10,NA,NA,3,2
1609,7,NA,NA,1,1
1610,12,NA,9,3,2
1611,12,NA,NA,1,2
1612,14,NA,12,1,1
1613,12,NA,NA,1,1
1614,14,NA,NA,1,1
1615,12,NA,9,1,2
1616,12,NA,NA,1,2
1617,14,NA,12,1,1
1618,17,NA,12,2,2
1619,14,NA,11,2,1
1620,16,NA,10,1,2
1621,16,NA,NA,1,2
1622,12,NA,12,1,2
1623,10,NA,NA,1,2
1624,12,NA,NA,1,1
1625,16,NA,NA,1,2
1626,16,NA,NA,1,2
1627,12,NA,NA,1,2
1628,13,NA,3,1,2
1629,11,NA,2,1,2
1630,12,NA,11,2,1
1631,12,NA,NA,1,2
1632,12,NA,12,2,2
1633,12,NA,NA,1,1
1634,13,NA,NA,1,1
1635,14,9,7,1,2
1636,8,NA,NA,1,2
1637,18,NA,12,1,2
1638,12,NA,NA,1,1
1639,8,NA,NA,1,2
1640,12,NA,12,1,1
1641,8,NA,NA,1,1
1642,11,NA,12,1,1
1643,16,9,NA,1,1
1644,15,51,12,1,2
1645,14,NA,10,1,2
1646,19,16,NA,1,2
1647,12,NA,NA,1,1
1648,12,NA,NA,1,1
1649,13,NA,NA,1,2
1650,12,NA,NA,1,2
1651,9,NA,9,1,2
1652,12,NA,NA,1,2
1653,12,NA,NA,1,1
1654,12,NA,9,1,1
1655,16,NA,12,1,2
1656,12,NA,NA,1,1
1657,12,NA,NA,1,2
1658,14,NA,11,1,2
1659,15,NA,NA,2,1
1660,18,28,NA,1,2
1661,12,NA,NA,1,1
1662,16,42,9,3,2
1663,13,NA,12,1,2
1664,16,NA,12,1,1
1665,16,22,12,1,1
1666,13,NA,NA,1,1
1667,20,16,9,3,2
1668,16,NA,NA,2,1
1669,18,NA,NA,1,1
1670,15,NA,9,3,2
1671,16,NA,5,1,2
1672,16,NA,11,1,2
1673,16,12,NA,1,2
1674,14,NA,NA,1,1
1675,12,NA,12,1,2
1676,16,NA,11,3,2
1677,13,NA,NA,1,2
1678,18,NA,12,1,1
1679,8,NA,11,1,2
1680,20,NA,10,1,1
1681,10,NA,4,1,1
1682,15,49,5,1,2
1683,16,19,12,1,2
1684,10,NA,NA,1,1
1685,17,46,12,1,1
1686,12,NA,8,1,1
1687,12,NA,12,1,2
1688,12,NA,12,1,1
1689,13,NA,NA,1,2
1690,12,NA,NA,2,2
1691,16,NA,NA,1,2
1692,16,9,12,2,2
1693,14,NA,NA,2,2
1694,13,NA,NA,1,2
1695,11,NA,NA,1,2
1696,12,NA,12,2,2
1697,12,NA,NA,1,2
1698,14,NA,NA,1,2
1699,11,NA,NA,2,2
1700,16,NA,12,2,2
1701,11,NA,NA,1,1
1702,14,NA,NA,2,1
1703,9,NA,12,1,2
1704,15,NA,12,2,2
1705,18,NA,12,2,2
1706,16,70,12,1,1
1707,13,NA,NA,1,2
1708,9,NA,NA,1,1
1709,14,50,12,1,2
1710,14,3,12,1,1
1711,12,NA,12,2,1
1712,13,NA,NA,1,2
1713,12,NA,NA,2,2
1714,12,NA,12,2,1
1715,16,NA,3,1,2
1716,14,NA,NA,2,1
1717,16,26,12,2,2
1718,14,NA,12,2,2
1719,12,NA,NA,2,2
1720,6,NA,NA,1,1
1721,12,NA,7,2,2
1722,12,NA,2,2,2
1723,12,NA,11,2,1
1724,12,NA,2,2,1
1725,12,NA,NA,2,2
1726,14,NA,12,2,2
1727,12,NA,NA,2,2
1728,12,NA,NA,2,1
1729,16,25,NA,2,2
1730,14,NA,10,2,2
1731,14,NA,NA,2,1
1732,12,NA,NA,1,1
1733,8,NA,NA,2,2
1734,15,NA,NA,2,2
1735,14,NA,12,1,2
1736,8,NA,12,1,1
1737,12,NA,12,1,2
1738,13,NA,NA,1,1
1739,17,NA,NA,1,2
1740,16,NA,12,1,2
1741,12,NA,NA,1,2
1742,13,NA,9,1,1
1743,12,NA,11,2,1
1744,15,NA,NA,1,1
1745,6,NA,11,1,1
1746,16,9,12,1,1
1747,13,NA,NA,1,2
1748,12,NA,12,1,1
1749,18,NA,11,2,1
1750,14,NA,4,1,1
1751,14,NA,NA,1,2
1752,14,NA,8,2,2
1753,16,16,12,2,2
1754,14,NA,12,2,2
1755,16,NA,12,1,2
1756,14,NA,NA,3,1
1757,12,NA,5,2,1
1758,20,35,3,2,2
1759,7,NA,NA,2,2
1760,12,NA,NA,1,2
1761,8,NA,2,2,1
1762,5,NA,NA,2,1
1763,15,54,NA,1,2
1764,14,NA,11,2,1
1765,12,NA,NA,2,2
1766,12,NA,11,2,1
1767,12,NA,NA,1,2
1768,12,NA,12,2,1
1769,13,NA,NA,2,1
1770,8,NA,NA,2,2
1771,16,NA,NA,2,2
1772,14,44,NA,2,2
1773,16,NA,NA,2,2
1774,16,80,12,1,2
1775,14,NA,12,1,2
1776,14,9,NA,3,1
1777,12,NA,9,1,2
1778,12,NA,NA,1,2
1779,16,42,8,2,2
1780,12,NA,11,2,2
1781,14,NA,12,1,1
1782,18,47,NA,1,2
1783,17,NA,12,1,2
1784,17,NA,NA,1,1
1785,14,16,NA,1,2
1786,12,NA,12,2,1
1787,12,NA,12,1,1
1788,14,NA,NA,3,2
1789,12,NA,10,1,1
1790,13,NA,8,2,2
1791,13,NA,9,2,1
1792,15,NA,NA,2,2
1793,12,NA,10,2,1
1794,18,16,NA,1,2
1795,12,NA,NA,1,2
1796,16,51,NA,2,2
1797,12,NA,NA,2,2
1798,14,NA,12,2,2
1799,15,NA,12,1,1
1800,16,1,NA,2,1
1801,12,NA,12,1,1
1802,16,NA,NA,1,1
1803,16,NA,NA,1,1
1804,18,NA,10,1,2
1805,12,NA,NA,1,1
1806,12,NA,NA,1,2
1807,16,NA,12,1,1
1808,18,9,12,1,2
1809,12,NA,NA,1,2
1810,16,12,12,1,2
1811,18,9,NA,1,1
1812,14,NA,12,2,1
1813,14,NA,12,1,1
1814,13,NA,12,1,1
1815,14,NA,NA,1,2
1816,12,NA,12,1,1
1817,12,NA,NA,1,2
1818,12,NA,10,1,2
1819,12,NA,12,1,1
1820,20,16,NA,1,1
1821,16,NA,NA,1,2
1822,12,NA,12,1,1
1823,14,9,NA,1,2
1824,12,NA,NA,1,1
1825,16,NA,12,1,1
1826,16,NA,12,1,1
1827,16,70,12,2,2
1828,15,NA,10,2,2
1829,14,9,11,2,2
1830,12,NA,NA,2,1
1831,12,NA,NA,1,2
1832,13,NA,11,1,1
1833,12,NA,NA,1,2
1834,11,NA,3,1,2
1835,9,NA,12,1,1
1836,16,44,NA,2,2
1837,12,NA,12,1,1
1838,16,NA,12,1,2
1839,14,NA,12,1,1
1840,12,NA,10,1,2
1841,12,NA,NA,1,2
1842,8,NA,NA,1,1
1843,14,9,12,1,2
1844,13,NA,12,1,2
1845,12,NA,NA,1,2
1846,12,NA,12,1,1
1847,15,NA,NA,1,1
1848,16,NA,12,1,1
1849,12,NA,NA,1,2
1850,12,NA,6,1,1
1851,17,NA,NA,1,2
1852,14,NA,12,1,2
1853,16,19,NA,2,2
1854,14,NA,7,1,1
1855,16,NA,NA,1,2
1856,12,NA,NA,2,1
1857,14,NA,9,2,1
1858,16,63,12,2,2
1859,20,NA,12,1,2
1860,11,NA,12,2,2
1861,15,NA,12,3,2
1862,16,9,12,2,2
1863,13,NA,NA,1,1
1864,14,NA,NA,2,2
1865,18,9,NA,1,2
1866,10,NA,NA,1,2
1867,14,NA,12,1,2
1868,8,NA,NA,1,2
1869,14,NA,NA,1,2
1870,13,NA,5,1,2
1871,9,NA,NA,1,2
1872,12,NA,NA,1,1
1873,12,NA,11,1,1
1874,13,NA,NA,1,1
1875,16,44,NA,1,2
1876,15,NA,NA,1,2
1877,12,NA,NA,1,1
1878,12,NA,10,1,2
1879,12,NA,NA,1,2
1880,18,43,12,2,1
1881,15,NA,NA,1,1
1882,11,NA,NA,1,2
1883,16,9,NA,1,1
1884,12,NA,NA,1,2
1885,17,1,12,2,1
1886,10,NA,8,2,2
1887,14,NA,NA,1,2
1888,20,66,NA,1,2
1889,20,42,12,1,1
1890,18,9,3,3,1
1891,17,NA,NA,1,2
1892,16,NA,NA,2,2
1893,14,NA,12,1,1
1894,13,NA,NA,2,2
1895,20,17,NA,1,1
1896,14,NA,11,1,2
1897,17,NA,NA,1,1
1898,13,NA,3,2,1
1899,18,NA,12,1,1
1900,12,NA,12,1,1
1901,14,55,10,1,2
1902,13,NA,11,1,2
1903,16,NA,NA,2,1
1904,13,NA,12,2,2
1905,16,35,NA,1,2
1906,14,NA,12,2,2
1907,12,NA,12,2,2
1908,16,36,9,1,2
1909,13,NA,5,2,2
1910,12,NA,11,2,2
1911,12,NA,NA,2,2
1912,12,NA,NA,2,1
1913,12,NA,12,2,1
1914,9,NA,NA,1,1
1915,17,NA,NA,2,1
1916,15,NA,10,2,2
1917,20,29,12,2,2
1918,10,NA,2,2,1
1919,17,9,NA,2,2
1920,11,NA,NA,2,2
1921,13,NA,NA,1,1
1922,14,51,12,1,2
1923,14,NA,NA,1,2
1924,10,NA,NA,1,1
1925,8,NA,NA,1,2
1926,11,NA,NA,1,1
1927,12,NA,NA,1,2
1928,16,44,4,2,2
1929,16,NA,12,2,2
1930,10,NA,NA,2,1
1931,14,NA,NA,2,1
1932,10,NA,3,2,2
1933,16,NA,NA,2,2
1934,16,12,NA,1,1
1935,12,NA,2,1,2
1936,16,NA,NA,1,1
1937,12,NA,12,3,1
1938,14,NA,12,1,1
1939,13,NA,10,1,2
1940,12,NA,NA,1,2
1941,18,NA,NA,1,2
1942,12,NA,7,1,1
1943,14,NA,NA,1,2
1944,10,NA,NA,1,1
1945,13,NA,NA,1,2
1946,8,NA,NA,1,1
1947,15,NA,NA,1,2
1948,12,NA,12,3,1
1949,16,9,NA,2,1
1950,16,NA,10,1,1
1951,12,NA,12,1,2
1952,12,NA,12,1,1
1953,12,NA,NA,1,2
1954,12,NA,NA,1,1
1955,12,NA,NA,2,1
1956,12,NA,3,1,1
1957,14,NA,NA,1,2
1958,12,NA,NA,1,2
1959,7,NA,NA,1,2
1960,16,NA,12,1,1
1961,12,NA,12,1,2
1962,12,NA,NA,3,1
1963,12,NA,NA,1,2
1964,11,NA,10,2,2
1965,11,NA,12,2,1
1966,19,NA,NA,1,1
1967,16,NA,NA,1,2
1968,16,NA,NA,1,1
1969,16,36,NA,1,2
1970,12,NA,NA,1,2
1971,18,NA,12,1,1
1972,13,NA,8,1,2
1973,16,NA,12,1,2
1974,11,NA,12,1,1
1975,12,NA,NA,1,1
1976,10,NA,NA,1,2
1977,13,NA,NA,1,1
1978,17,36,12,1,2
1979,12,NA,11,1,1
1980,7,NA,NA,1,1
1981,12,NA,NA,1,2
1982,12,NA,12,1,1
1983,12,NA,NA,1,2
1984,16,9,12,1,1
1985,12,NA,12,1,1
1986,16,19,NA,1,2
1987,12,NA,NA,1,2
1988,16,9,NA,1,1
1989,15,NA,12,1,1
1990,11,NA,NA,1,2
1991,15,NA,9,1,2
1992,12,NA,NA,1,2
1993,14,54,NA,1,1
1994,14,30,NA,1,2
1995,14,NA,NA,1,2
1996,13,NA,NA,1,1
1997,12,NA,NA,1,2
1998,17,9,12,1,2
1999,13,NA,12,1,1
2000,12,NA,12,1,1
2001,19,16,6,1,2
2002,9,NA,NA,1,1
2003,12,NA,NA,1,2
2004,13,NA,NA,1,2
2005,12,NA,NA,1,2
2006,14,NA,NA,1,1
2007,14,NA,3,1,2
2008,16,47,12,1,1
2009,19,NA,12,1,1
2010,16,NA,12,3,1
2011,16,28,1,1,2
2012,20,9,12,1,2
2013,16,16,NA,3,2
2014,19,NA,NA,1,1
2015,18,9,NA,1,1
2016,15,36,12,1,1
2017,20,NA,NA,1,1
2018,16,NA,NA,1,2
2019,12,NA,10,1,2
2020,14,18,10,1,1
2021,16,NA,11,1,2
2022,14,NA,NA,1,2
2023,13,NA,NA,1,2
