"","Employee_status","Happy_level","Year","Happy"
"1729","Someone else",3,1973,"Not too happy"
"1730","Someone else",2,1973,"Pretty happy"
"1731","Self-employed",2,1973,"Pretty happy"
"1732","Someone else",2,1973,"Pretty happy"
"1733","Someone else",1,1973,"Very happy"
"1734","Someone else",1,1973,"Very happy"
"1735","Someone else",2,1973,"Pretty happy"
"1736","Someone else",1,1973,"Very happy"
"1737","Someone else",3,1973,"Not too happy"
"1738","Someone else",2,1973,"Pretty happy"
"1739","Someone else",1,1973,"Very happy"
"1740","Someone else",1,1973,"Very happy"
"1741","Self-employed",2,1973,"Pretty happy"
"1742","Self-employed",2,1973,"Pretty happy"
"1743","Self-employed",2,1973,"Pretty happy"
"1744","Someone else",1,1973,"Very happy"
"1745","Someone else",2,1973,"Pretty happy"
"1746","Someone else",1,1973,"Very happy"
"1747","Someone else",1,1973,"Very happy"
"1748","Someone else",1,1973,"Very happy"
"1749","Someone else",2,1973,"Pretty happy"
"1750","Someone else",1,1973,"Very happy"
"1751","Someone else",2,1973,"Pretty happy"
"1752","Someone else",2,1973,"Pretty happy"
"1753","Someone else",1,1973,"Very happy"
"1754","Someone else",2,1973,"Pretty happy"
"1755","Someone else",1,1973,"Very happy"
"1756","Someone else",3,1973,"Not too happy"
"1757","Someone else",3,1973,"Not too happy"
"1758","Self-employed",2,1973,"Pretty happy"
"1759","Someone else",2,1973,"Pretty happy"
"1760","Someone else",1,1973,"Very happy"
"1761","Someone else",1,1973,"Very happy"
"1762","Someone else",2,1973,"Pretty happy"
"1763","Someone else",1,1973,"Very happy"
"1764","Someone else",2,1973,"Pretty happy"
"1765","Someone else",1,1973,"Very happy"
"1766","Someone else",3,1973,"Not too happy"
"1767","Someone else",1,1973,"Very happy"
"1768","Someone else",3,1973,"Not too happy"
"1769","Someone else",1,1973,"Very happy"
"1770","Someone else",1,1973,"Very happy"
"1771","Someone else",2,1973,"Pretty happy"
"1772","Someone else",2,1973,"Pretty happy"
"1773","Someone else",1,1973,"Very happy"
"1774","Someone else",1,1973,"Very happy"
"1775","Someone else",2,1973,"Pretty happy"
"1776","Someone else",1,1973,"Very happy"
"1777","Someone else",1,1973,"Very happy"
"1778","Someone else",3,1973,"Not too happy"
"1779","Someone else",2,1973,"Pretty happy"
"1780","Someone else",1,1973,"Very happy"
"1781","Self-employed",1,1973,"Very happy"
"1782","Someone else",2,1973,"Pretty happy"
"1783","Someone else",2,1973,"Pretty happy"
"1784","Someone else",2,1973,"Pretty happy"
"1785","Someone else",2,1973,"Pretty happy"
"1786","Someone else",1,1973,"Very happy"
"1787","Self-employed",1,1973,"Very happy"
"1788","Someone else",2,1973,"Pretty happy"
"1789","Someone else",3,1973,"Not too happy"
"1790","Someone else",2,1973,"Pretty happy"
"1791","Someone else",3,1973,"Not too happy"
"1792","Self-employed",1,1973,"Very happy"
"1793","Someone else",3,1973,"Not too happy"
"1794","Someone else",1,1973,"Very happy"
"1795","Someone else",2,1973,"Pretty happy"
"1796","Self-employed",2,1973,"Pretty happy"
"1797","Self-employed",2,1973,"Pretty happy"
"1798","Someone else",3,1973,"Not too happy"
"1799","Someone else",3,1973,"Not too happy"
"1800","Self-employed",3,1973,"Not too happy"
"1801","Someone else",2,1973,"Pretty happy"
"1802","Someone else",2,1973,"Pretty happy"
"1803","Someone else",2,1973,"Pretty happy"
"1804","Someone else",2,1973,"Pretty happy"
"1805","Someone else",2,1973,"Pretty happy"
"1806","Someone else",1,1973,"Very happy"
"1807","Someone else",1,1973,"Very happy"
"1808","Someone else",1,1973,"Very happy"
"1809","Someone else",2,1973,"Pretty happy"
"1810","Someone else",2,1973,"Pretty happy"
"1811","Someone else",1,1973,"Very happy"
"1812","Someone else",1,1973,"Very happy"
"1813","Someone else",2,1973,"Pretty happy"
"1814","Someone else",2,1973,"Pretty happy"
"1815","Someone else",1,1973,"Very happy"
"1816","Someone else",1,1973,"Very happy"
"1817","Someone else",1,1973,"Very happy"
"1818","Self-employed",1,1973,"Very happy"
"1819","Someone else",2,1973,"Pretty happy"
"1820","Someone else",2,1973,"Pretty happy"
"1821","Someone else",2,1973,"Pretty happy"
"1822","Someone else",1,1973,"Very happy"
"1823","Someone else",2,1973,"Pretty happy"
"1824","Someone else",1,1973,"Very happy"
"1825","Someone else",2,1973,"Pretty happy"
"1826","Someone else",1,1973,"Very happy"
"1827","Someone else",2,1973,"Pretty happy"
"1828","Someone else",2,1973,"Pretty happy"
"1829","Someone else",2,1973,"Pretty happy"
"1830","Someone else",3,1973,"Not too happy"
"1831","Someone else",3,1973,"Not too happy"
"1832","Someone else",2,1973,"Pretty happy"
"1833","Someone else",2,1973,"Pretty happy"
"1834","Someone else",1,1973,"Very happy"
"1835","Someone else",2,1973,"Pretty happy"
"1836","Someone else",2,1973,"Pretty happy"
"1837","Self-employed",1,1973,"Very happy"
"1838","Someone else",2,1973,"Pretty happy"
"1839","Someone else",2,1973,"Pretty happy"
"1840","Someone else",3,1973,"Not too happy"
"1841","Someone else",2,1973,"Pretty happy"
"1842","Self-employed",1,1973,"Very happy"
"1843","Self-employed",1,1973,"Very happy"
"1844","Someone else",2,1973,"Pretty happy"
"1845","Someone else",2,1973,"Pretty happy"
"1846","Someone else",1,1973,"Very happy"
"1847","Someone else",2,1973,"Pretty happy"
"1848","Someone else",2,1973,"Pretty happy"
"1849","Someone else",2,1973,"Pretty happy"
"1850","Someone else",2,1973,"Pretty happy"
"1851","Self-employed",2,1973,"Pretty happy"
"1852","Someone else",3,1973,"Not too happy"
"1853","Someone else",1,1973,"Very happy"
"1854","Someone else",3,1973,"Not too happy"
"1855","Someone else",2,1973,"Pretty happy"
"1856","Someone else",1,1973,"Very happy"
"1857","Someone else",2,1973,"Pretty happy"
"1858","Someone else",1,1973,"Very happy"
"1859","Someone else",3,1973,"Not too happy"
"1860","Someone else",3,1973,"Not too happy"
"1861","Someone else",2,1973,"Pretty happy"
"1862","Self-employed",2,1973,"Pretty happy"
"1863","Someone else",2,1973,"Pretty happy"
"1864","Someone else",2,1973,"Pretty happy"
"1865","Someone else",1,1973,"Very happy"
"1866","Someone else",3,1973,"Not too happy"
"1867","Someone else",1,1973,"Very happy"
"1868","Someone else",2,1973,"Pretty happy"
"1869","Someone else",2,1973,"Pretty happy"
"1870","Someone else",2,1973,"Pretty happy"
"1871","Someone else",2,1973,"Pretty happy"
"1872","Someone else",1,1973,"Very happy"
"1873","Someone else",2,1973,"Pretty happy"
"1874","Someone else",1,1973,"Very happy"
"1875","Someone else",1,1973,"Very happy"
"1876","Someone else",1,1973,"Very happy"
"1877","Self-employed",2,1973,"Pretty happy"
"1878","Someone else",2,1973,"Pretty happy"
"1879","Someone else",1,1973,"Very happy"
"1880","Someone else",2,1973,"Pretty happy"
"1881","Someone else",2,1973,"Pretty happy"
"1882","Someone else",2,1973,"Pretty happy"
"1883","Someone else",1,1973,"Very happy"
"1884","Someone else",2,1973,"Pretty happy"
"1885","Someone else",2,1973,"Pretty happy"
"1886","Someone else",3,1973,"Not too happy"
"1887","Someone else",2,1973,"Pretty happy"
"1888","Someone else",2,1973,"Pretty happy"
"1889","Someone else",1,1973,"Very happy"
"1890","Someone else",1,1973,"Very happy"
"1891","Someone else",2,1973,"Pretty happy"
"1892","Someone else",1,1973,"Very happy"
"1893","Someone else",1,1973,"Very happy"
"1894","Someone else",1,1973,"Very happy"
"1895","Someone else",2,1973,"Pretty happy"
"1896","Self-employed",2,1973,"Pretty happy"
"1897","Someone else",2,1973,"Pretty happy"
"1898","Someone else",1,1973,"Very happy"
"1899","Someone else",2,1973,"Pretty happy"
"1900","Someone else",1,1973,"Very happy"
"1901","Someone else",2,1973,"Pretty happy"
"1902","Someone else",2,1973,"Pretty happy"
"1903","Someone else",2,1973,"Pretty happy"
"1904","Self-employed",2,1973,"Pretty happy"
"1905","Self-employed",1,1973,"Very happy"
"1906","Someone else",1,1973,"Very happy"
"1907","Someone else",2,1973,"Pretty happy"
"1908","Someone else",1,1973,"Very happy"
"1909","Someone else",1,1973,"Very happy"
"1910","Someone else",2,1973,"Pretty happy"
"1911","Someone else",3,1973,"Not too happy"
"1912","Someone else",2,1973,"Pretty happy"
"1913","Someone else",2,1973,"Pretty happy"
"1914","Someone else",1,1973,"Very happy"
"1915","Someone else",1,1973,"Very happy"
"1916","Someone else",2,1973,"Pretty happy"
"1917","Someone else",2,1973,"Pretty happy"
"1918","Someone else",2,1973,"Pretty happy"
"1919","Self-employed",2,1973,"Pretty happy"
"1920","Self-employed",1,1973,"Very happy"
"1921","Self-employed",1,1973,"Very happy"
"1922","Self-employed",1,1973,"Very happy"
"1923","Someone else",2,1973,"Pretty happy"
"1924","Someone else",1,1973,"Very happy"
"1925","Self-employed",3,1973,"Not too happy"
"1926","Someone else",2,1973,"Pretty happy"
"1927","Someone else",2,1973,"Pretty happy"
"1928","Someone else",2,1973,"Pretty happy"
"1929","Someone else",2,1973,"Pretty happy"
"1930","Self-employed",2,1973,"Pretty happy"
"1931","Someone else",3,1973,"Not too happy"
"1932","Someone else",2,1973,"Pretty happy"
"1933","Self-employed",3,1973,"Not too happy"
"1934","Someone else",1,1973,"Very happy"
"1935","Someone else",2,1973,"Pretty happy"
"1936","Someone else",1,1973,"Very happy"
"1937","Someone else",2,1973,"Pretty happy"
"1938","Someone else",2,1973,"Pretty happy"
"1939","Someone else",2,1973,"Pretty happy"
"1940","Someone else",2,1973,"Pretty happy"
"1941","Self-employed",1,1973,"Very happy"
"1942","Someone else",2,1973,"Pretty happy"
"1943","Someone else",1,1973,"Very happy"
"1944","Someone else",2,1973,"Pretty happy"
"1945","Someone else",2,1973,"Pretty happy"
"1946","Someone else",2,1973,"Pretty happy"
"1947","Someone else",1,1973,"Very happy"
"1948","Someone else",2,1973,"Pretty happy"
"1949","Someone else",1,1973,"Very happy"
"1950","Someone else",3,1973,"Not too happy"
"1951","Someone else",1,1973,"Very happy"
"1952","Self-employed",2,1973,"Pretty happy"
"1953","Someone else",1,1973,"Very happy"
"1954","Someone else",2,1973,"Pretty happy"
"1955","Someone else",1,1973,"Very happy"
"1956","Someone else",2,1973,"Pretty happy"
"1957","Someone else",1,1973,"Very happy"
"1958","Someone else",2,1973,"Pretty happy"
"1959","Someone else",3,1973,"Not too happy"
"1960","Someone else",1,1973,"Very happy"
"1961","Someone else",3,1973,"Not too happy"
"1962","Someone else",2,1973,"Pretty happy"
"1963","Someone else",3,1973,"Not too happy"
"1964","Someone else",1,1973,"Very happy"
"1965","Self-employed",2,1973,"Pretty happy"
"1966","Someone else",1,1973,"Very happy"
"1967","Someone else",2,1973,"Pretty happy"
"1968","Someone else",2,1973,"Pretty happy"
"1969","Someone else",1,1973,"Very happy"
"1970","Someone else",1,1973,"Very happy"
"1971","Someone else",1,1973,"Very happy"
"1972","Someone else",1,1973,"Very happy"
"1973","Someone else",2,1973,"Pretty happy"
"1974","Someone else",1,1973,"Very happy"
"1975","Someone else",1,1973,"Very happy"
"1976","Someone else",2,1973,"Pretty happy"
"1977","Someone else",1,1973,"Very happy"
"1978","Someone else",2,1973,"Pretty happy"
"1979","Someone else",2,1973,"Pretty happy"
"1980","Someone else",2,1973,"Pretty happy"
"1981","Someone else",1,1973,"Very happy"
"1982","Someone else",3,1973,"Not too happy"
"1983","Someone else",1,1973,"Very happy"
"1984","Self-employed",2,1973,"Pretty happy"
"1985","Someone else",2,1973,"Pretty happy"
"1986","Someone else",1,1973,"Very happy"
"1987","Someone else",2,1973,"Pretty happy"
"1988","Someone else",2,1973,"Pretty happy"
"1989","Someone else",1,1973,"Very happy"
"1990","Someone else",2,1973,"Pretty happy"
"1991","Someone else",1,1973,"Very happy"
"1992","Someone else",3,1973,"Not too happy"
"1993","Self-employed",2,1973,"Pretty happy"
"1994","Someone else",1,1973,"Very happy"
"1995","Someone else",2,1973,"Pretty happy"
"1996","Someone else",1,1973,"Very happy"
"1997","Self-employed",1,1973,"Very happy"
"1998","Someone else",1,1973,"Very happy"
"1999","Someone else",2,1973,"Pretty happy"
"2000","Self-employed",3,1973,"Not too happy"
"2001","Self-employed",1,1973,"Very happy"
"2002","Someone else",1,1973,"Very happy"
"2003","Someone else",1,1973,"Very happy"
"2004","Self-employed",2,1973,"Pretty happy"
"2005","Someone else",1,1973,"Very happy"
"2006","Someone else",2,1973,"Pretty happy"
"2007","Someone else",2,1973,"Pretty happy"
"2008","Someone else",1,1973,"Very happy"
"2009","Someone else",2,1973,"Pretty happy"
"2010","Someone else",2,1973,"Pretty happy"
"2011","Someone else",1,1973,"Very happy"
"2012","Someone else",2,1973,"Pretty happy"
"2013","Someone else",1,1973,"Very happy"
"2014","Someone else",2,1973,"Pretty happy"
"2015","Someone else",1,1973,"Very happy"
"2016","Someone else",2,1973,"Pretty happy"
"2017","Someone else",1,1973,"Very happy"
"2018","Someone else",1,1973,"Very happy"
"2019","Someone else",3,1973,"Not too happy"
"2020","Someone else",2,1973,"Pretty happy"
"2021","Someone else",2,1973,"Pretty happy"
"2022","Someone else",3,1973,"Not too happy"
"2023","Someone else",2,1973,"Pretty happy"
"2024","Someone else",3,1973,"Not too happy"
"2025","Someone else",1,1973,"Very happy"
"2026","Someone else",1,1973,"Very happy"
"2027","Someone else",2,1973,"Pretty happy"
"2028","Someone else",1,1973,"Very happy"
"2029","Someone else",1,1973,"Very happy"
"2030","Someone else",1,1973,"Very happy"
"2031","Someone else",3,1973,"Not too happy"
"2032","Someone else",2,1973,"Pretty happy"
"2033","Someone else",3,1973,"Not too happy"
"2034","Someone else",2,1973,"Pretty happy"
"2035","Someone else",1,1973,"Very happy"
"2036","Someone else",1,1973,"Very happy"
"2037","Someone else",3,1973,"Not too happy"
"2038","Someone else",2,1973,"Pretty happy"
"2039","Self-employed",2,1973,"Pretty happy"
"2040","Someone else",3,1973,"Not too happy"
"2041","Someone else",2,1973,"Pretty happy"
"2042","Someone else",2,1973,"Pretty happy"
"2043","Someone else",2,1973,"Pretty happy"
"2044","Someone else",2,1973,"Pretty happy"
"2045","Self-employed",1,1973,"Very happy"
"2046","Someone else",1,1973,"Very happy"
"2047","Someone else",2,1973,"Pretty happy"
"2048","Someone else",1,1973,"Very happy"
"2049","Someone else",2,1973,"Pretty happy"
"2050","Someone else",3,1973,"Not too happy"
"2051","Someone else",2,1973,"Pretty happy"
"2052","Someone else",1,1973,"Very happy"
"2053","Someone else",2,1973,"Pretty happy"
"2054","Someone else",2,1973,"Pretty happy"
"2055","Someone else",2,1973,"Pretty happy"
"2056","Someone else",1,1973,"Very happy"
"2057","Someone else",1,1973,"Very happy"
"2058","Someone else",1,1973,"Very happy"
"2059","Someone else",1,1973,"Very happy"
"2060","Someone else",1,1973,"Very happy"
"2061","Someone else",1,1973,"Very happy"
"2062","Someone else",3,1973,"Not too happy"
"2063","Someone else",2,1973,"Pretty happy"
"2064","Someone else",2,1973,"Pretty happy"
"2065","Someone else",1,1973,"Very happy"
"2066","Someone else",2,1973,"Pretty happy"
"2067","Someone else",3,1973,"Not too happy"
"2068","Someone else",3,1973,"Not too happy"
"2069","Self-employed",1,1973,"Very happy"
"2070","Someone else",1,1973,"Very happy"
"2071","Someone else",1,1973,"Very happy"
"2072","Someone else",2,1973,"Pretty happy"
"2073","Someone else",1,1973,"Very happy"
"2074","Someone else",1,1973,"Very happy"
"2075","Someone else",3,1973,"Not too happy"
"2076","Someone else",3,1973,"Not too happy"
"2077","Someone else",2,1973,"Pretty happy"
"2078","Someone else",3,1973,"Not too happy"
"2079","Self-employed",3,1973,"Not too happy"
"2080","Someone else",2,1973,"Pretty happy"
"2081","Someone else",1,1973,"Very happy"
"2082","Someone else",3,1973,"Not too happy"
"2083","Someone else",2,1973,"Pretty happy"
"2084","Someone else",3,1973,"Not too happy"
"2085","Someone else",2,1973,"Pretty happy"
"2086","Someone else",2,1973,"Pretty happy"
"2087","Someone else",2,1973,"Pretty happy"
"2088","Someone else",2,1973,"Pretty happy"
"2089","Someone else",1,1973,"Very happy"
"2090","Self-employed",1,1973,"Very happy"
"2091","Someone else",1,1973,"Very happy"
"2092","Someone else",2,1973,"Pretty happy"
"2093","Someone else",2,1973,"Pretty happy"
"2094","Someone else",3,1973,"Not too happy"
"2095","Someone else",3,1973,"Not too happy"
"2096","Someone else",2,1973,"Pretty happy"
"2097","Self-employed",1,1973,"Very happy"
"2098","Someone else",1,1973,"Very happy"
"2099","Someone else",1,1973,"Very happy"
"2100","Someone else",2,1973,"Pretty happy"
"2101","Someone else",2,1973,"Pretty happy"
"2102","Someone else",3,1973,"Not too happy"
"2103","Someone else",2,1973,"Pretty happy"
"2104","Someone else",1,1973,"Very happy"
"2105","Someone else",2,1973,"Pretty happy"
"2106","Self-employed",2,1973,"Pretty happy"
"2107","Someone else",1,1973,"Very happy"
"2108","Someone else",2,1973,"Pretty happy"
"2109","Self-employed",2,1973,"Pretty happy"
"2110","Someone else",3,1973,"Not too happy"
"2111","Someone else",3,1973,"Not too happy"
"2112","Someone else",2,1973,"Pretty happy"
"2113","Someone else",2,1973,"Pretty happy"
"2114","Someone else",2,1973,"Pretty happy"
"2115","Someone else",2,1973,"Pretty happy"
"2116","Someone else",3,1973,"Not too happy"
"2117","Someone else",2,1973,"Pretty happy"
"2118","Someone else",2,1973,"Pretty happy"
"2119","Someone else",3,1973,"Not too happy"
"2120","Someone else",3,1973,"Not too happy"
"2121","Someone else",1,1973,"Very happy"
"2122","Self-employed",2,1973,"Pretty happy"
"2123","Someone else",1,1973,"Very happy"
"2124","Someone else",1,1973,"Very happy"
"2125","Someone else",1,1973,"Very happy"
"2126","Someone else",2,1973,"Pretty happy"
"2127","Someone else",1,1973,"Very happy"
"2128","Someone else",3,1973,"Not too happy"
"2129","Self-employed",2,1973,"Pretty happy"
"2130","Someone else",1,1973,"Very happy"
"2131","Someone else",1,1973,"Very happy"
"2132","Self-employed",2,1973,"Pretty happy"
"2133","Someone else",2,1973,"Pretty happy"
"2134","Someone else",1,1973,"Very happy"
"2135","Someone else",1,1973,"Very happy"
"2136","Someone else",2,1973,"Pretty happy"
"2137","Someone else",2,1973,"Pretty happy"
"2138","Someone else",2,1973,"Pretty happy"
"2139","Someone else",2,1973,"Pretty happy"
"2140","Someone else",2,1973,"Pretty happy"
"2141","Someone else",2,1973,"Pretty happy"
"2142","Someone else",1,1973,"Very happy"
"2143","Someone else",2,1973,"Pretty happy"
"2144","Someone else",2,1973,"Pretty happy"
"2145","Someone else",2,1973,"Pretty happy"
"2146","Someone else",2,1973,"Pretty happy"
"2147","Someone else",1,1973,"Very happy"
"2148","Someone else",1,1973,"Very happy"
"2149","Someone else",2,1973,"Pretty happy"
"2150","Someone else",1,1973,"Very happy"
"2151","Someone else",2,1973,"Pretty happy"
"2152","Someone else",2,1973,"Pretty happy"
"2153","Someone else",2,1973,"Pretty happy"
"2154","Self-employed",3,1973,"Not too happy"
"2155","Someone else",1,1973,"Very happy"
"2156","Someone else",2,1973,"Pretty happy"
"2157","Someone else",2,1973,"Pretty happy"
"2158","Someone else",1,1973,"Very happy"
"2159","Someone else",1,1973,"Very happy"
"2160","Someone else",2,1973,"Pretty happy"
"2161","Someone else",1,1973,"Very happy"
"2162","Someone else",1,1973,"Very happy"
"2163","Someone else",1,1973,"Very happy"
"2164","Someone else",1,1973,"Very happy"
"2165","Someone else",1,1973,"Very happy"
"2166","Someone else",1,1973,"Very happy"
"2167","Someone else",1,1973,"Very happy"
"2168","Someone else",1,1973,"Very happy"
"2169","Someone else",1,1973,"Very happy"
"2170","Someone else",3,1973,"Not too happy"
"2171","Someone else",1,1973,"Very happy"
"2172","Someone else",1,1973,"Very happy"
"2173","Someone else",2,1973,"Pretty happy"
"2174","Someone else",2,1973,"Pretty happy"
"2175","Someone else",2,1973,"Pretty happy"
"2176","Someone else",2,1973,"Pretty happy"
"2177","Someone else",1,1973,"Very happy"
"2178","Someone else",2,1973,"Pretty happy"
"2179","Someone else",1,1973,"Very happy"
"2180","Someone else",2,1973,"Pretty happy"
"2181","Someone else",3,1973,"Not too happy"
"2182","Someone else",2,1973,"Pretty happy"
"2183","Self-employed",1,1973,"Very happy"
"2184","Someone else",3,1973,"Not too happy"
"2185","Someone else",1,1973,"Very happy"
"2186","Someone else",1,1973,"Very happy"
"2187","Someone else",2,1973,"Pretty happy"
"2188","Someone else",1,1973,"Very happy"
"2189","Someone else",2,1973,"Pretty happy"
"2190","Self-employed",1,1973,"Very happy"
"2191","Someone else",1,1973,"Very happy"
"2192","Someone else",1,1973,"Very happy"
"2193","Someone else",1,1973,"Very happy"
"2194","Someone else",2,1973,"Pretty happy"
"2195","Someone else",3,1973,"Not too happy"
"2196","Someone else",2,1973,"Pretty happy"
"2197","Someone else",2,1973,"Pretty happy"
"2198","Someone else",2,1973,"Pretty happy"
"2199","Someone else",2,1973,"Pretty happy"
"2200","Someone else",3,1973,"Not too happy"
"2201","Someone else",1,1973,"Very happy"
"2202","Someone else",1,1973,"Very happy"
"2203","Someone else",2,1973,"Pretty happy"
"2204","Someone else",1,1973,"Very happy"
"2205","Someone else",2,1973,"Pretty happy"
"2206","Someone else",1,1973,"Very happy"
"2207","Someone else",1,1973,"Very happy"
"2208","Self-employed",1,1973,"Very happy"
"2209","Self-employed",1,1973,"Very happy"
"2210","Someone else",1,1973,"Very happy"
"2211","Someone else",1,1973,"Very happy"
"2212","Someone else",1,1973,"Very happy"
"2213","Someone else",2,1973,"Pretty happy"
"2214","Someone else",2,1973,"Pretty happy"
"2215","Someone else",3,1973,"Not too happy"
"2216","Someone else",3,1973,"Not too happy"
"2217","Someone else",1,1973,"Very happy"
"2218","Someone else",1,1973,"Very happy"
"2219","Someone else",1,1973,"Very happy"
"2220","Someone else",2,1973,"Pretty happy"
"2221","Someone else",3,1973,"Not too happy"
"2222","Someone else",3,1973,"Not too happy"
"2223","Someone else",3,1973,"Not too happy"
"2224","Someone else",2,1973,"Pretty happy"
"2225","Someone else",2,1973,"Pretty happy"
"2226","Someone else",1,1973,"Very happy"
"2227","Someone else",2,1973,"Pretty happy"
"2228","Someone else",1,1973,"Very happy"
"2229","Someone else",2,1973,"Pretty happy"
"2230","Self-employed",1,1973,"Very happy"
"2231","Someone else",2,1973,"Pretty happy"
"2232","Someone else",2,1973,"Pretty happy"
"2233","Self-employed",2,1973,"Pretty happy"
"2234","Someone else",1,1973,"Very happy"
"2235","Someone else",1,1973,"Very happy"
"2236","Someone else",2,1973,"Pretty happy"
"2237","Someone else",2,1973,"Pretty happy"
"2238","Someone else",2,1973,"Pretty happy"
"2239","Someone else",2,1973,"Pretty happy"
"2240","Someone else",2,1973,"Pretty happy"
"2241","Someone else",1,1973,"Very happy"
"2242","Someone else",1,1973,"Very happy"
"2243","Someone else",2,1973,"Pretty happy"
"2244","Someone else",3,1973,"Not too happy"
"2245","Someone else",1,1973,"Very happy"
"2246","Self-employed",2,1973,"Pretty happy"
"2247","Someone else",1,1973,"Very happy"
"2248","Someone else",2,1973,"Pretty happy"
"2249","Someone else",2,1973,"Pretty happy"
"2250","Someone else",3,1973,"Not too happy"
"2251","Someone else",1,1973,"Very happy"
"2252","Someone else",2,1973,"Pretty happy"
"2253","Someone else",1,1973,"Very happy"
"2254","Someone else",3,1973,"Not too happy"
"2255","Someone else",2,1973,"Pretty happy"
"2256","Someone else",2,1973,"Pretty happy"
"2257","Someone else",2,1973,"Pretty happy"
"2258","Someone else",1,1973,"Very happy"
"2259","Someone else",1,1973,"Very happy"
"2260","Someone else",1,1973,"Very happy"
"2261","Someone else",2,1973,"Pretty happy"
"2262","Someone else",1,1973,"Very happy"
"2263","Someone else",2,1973,"Pretty happy"
"2264","Someone else",2,1973,"Pretty happy"
"2265","Someone else",2,1973,"Pretty happy"
"2266","Someone else",1,1973,"Very happy"
"2267","Someone else",2,1973,"Pretty happy"
"2268","Someone else",2,1973,"Pretty happy"
"2269","Someone else",2,1973,"Pretty happy"
"2270","Someone else",2,1973,"Pretty happy"
"2271","Someone else",1,1973,"Very happy"
"2272","Someone else",2,1973,"Pretty happy"
"2273","Someone else",2,1973,"Pretty happy"
"2274","Someone else",2,1973,"Pretty happy"
"2275","Someone else",2,1973,"Pretty happy"
"2276","Someone else",2,1973,"Pretty happy"
"2277","Someone else",2,1973,"Pretty happy"
"2278","Someone else",2,1973,"Pretty happy"
"2279","Someone else",1,1973,"Very happy"
"2280","Someone else",1,1973,"Very happy"
"2281","Self-employed",3,1973,"Not too happy"
"2282","Someone else",2,1973,"Pretty happy"
"2283","Someone else",3,1973,"Not too happy"
"2284","Someone else",2,1973,"Pretty happy"
"2285","Self-employed",1,1973,"Very happy"
"2286","Someone else",2,1973,"Pretty happy"
"2287","Someone else",2,1973,"Pretty happy"
"2288","Someone else",1,1973,"Very happy"
"2289","Someone else",2,1973,"Pretty happy"
"2290","Someone else",2,1973,"Pretty happy"
"2291","Someone else",1,1973,"Very happy"
"2292","Someone else",1,1973,"Very happy"
"2293","Someone else",2,1973,"Pretty happy"
"2294","Someone else",2,1973,"Pretty happy"
"2295","Someone else",3,1973,"Not too happy"
"2296","Someone else",2,1973,"Pretty happy"
"2297","Someone else",2,1973,"Pretty happy"
"2298","Someone else",2,1973,"Pretty happy"
"2299","Someone else",1,1973,"Very happy"
"2300","Self-employed",1,1973,"Very happy"
"2301","Someone else",2,1973,"Pretty happy"
"2302","Someone else",3,1973,"Not too happy"
"2303","Someone else",1,1973,"Very happy"
"2304","Someone else",1,1973,"Very happy"
"2305","Someone else",1,1973,"Very happy"
"2306","Someone else",2,1973,"Pretty happy"
"2307","Someone else",1,1973,"Very happy"
"2308","Someone else",3,1973,"Not too happy"
"2309","Someone else",2,1973,"Pretty happy"
"2310","Someone else",2,1973,"Pretty happy"
"2311","Someone else",2,1973,"Pretty happy"
"2312","Someone else",2,1973,"Pretty happy"
"2313","Someone else",2,1973,"Pretty happy"
"2314","Someone else",2,1973,"Pretty happy"
"2315","Someone else",3,1973,"Not too happy"
"2316","Someone else",2,1973,"Pretty happy"
"2317","Self-employed",1,1973,"Very happy"
"2318","Someone else",3,1973,"Not too happy"
"2319","Self-employed",1,1973,"Very happy"
"2320","Self-employed",1,1973,"Very happy"
"2321","Someone else",2,1973,"Pretty happy"
"2322","Someone else",2,1973,"Pretty happy"
"2323","Someone else",2,1973,"Pretty happy"
"2324","Someone else",3,1973,"Not too happy"
"2325","Someone else",3,1973,"Not too happy"
"2326","Someone else",2,1973,"Pretty happy"
"2327","Someone else",2,1973,"Pretty happy"
"2328","Someone else",2,1973,"Pretty happy"
"2329","Someone else",2,1973,"Pretty happy"
"2330","Someone else",1,1973,"Very happy"
"2331","Someone else",2,1973,"Pretty happy"
"2332","Someone else",2,1973,"Pretty happy"
"2333","Someone else",1,1973,"Very happy"
"2334","Someone else",2,1973,"Pretty happy"
"2335","Someone else",2,1973,"Pretty happy"
"2336","Someone else",1,1973,"Very happy"
"2337","Someone else",1,1973,"Very happy"
"2338","Someone else",3,1973,"Not too happy"
"2339","Someone else",2,1973,"Pretty happy"
"2340","Someone else",2,1973,"Pretty happy"
"2341","Someone else",1,1973,"Very happy"
"2342","Someone else",1,1973,"Very happy"
"2343","Someone else",2,1973,"Pretty happy"
"2344","Someone else",3,1973,"Not too happy"
"2345","Someone else",2,1973,"Pretty happy"
"2346","Someone else",1,1973,"Very happy"
"2347","Someone else",2,1973,"Pretty happy"
"2348","Someone else",1,1973,"Very happy"
"2349","Someone else",1,1973,"Very happy"
"2350","Someone else",3,1973,"Not too happy"
"2351","Someone else",2,1973,"Pretty happy"
"2352","Someone else",2,1973,"Pretty happy"
"2353","Someone else",2,1973,"Pretty happy"
"2354","Self-employed",2,1973,"Pretty happy"
"2355","Someone else",1,1973,"Very happy"
"2356","Someone else",2,1973,"Pretty happy"
"2357","Someone else",1,1973,"Very happy"
