"","Marital_status","Happy_level","Year"
"1","Never married","Not too happy",1972
"2","Married","Not too happy",1972
"3","Married","Pretty happy",1972
"4","Married","Not too happy",1972
"5","Married","Pretty happy",1972
"6","Never married","Pretty happy",1972
"7","Divorced","Not too happy",1972
"8","Never married","Not too happy",1972
"9","Never married","Pretty happy",1972
"10","Married","Pretty happy",1972
"11","Married","Pretty happy",1972
"12","Married","Pretty happy",1972
"13","Married","Pretty happy",1972
"14","Divorced","Not too happy",1972
"15","Married","Very happy",1972
"16","Married","Not too happy",1972
"17","Married","Very happy",1972
"18","Married","Very happy",1972
"19","Married","Very happy",1972
"20","Married","Very happy",1972
"21","Married","Very happy",1972
"22","Married","Very happy",1972
"23","Married","Very happy",1972
"24","Married","Pretty happy",1972
"25","Married","Very happy",1972
"26","Married","Pretty happy",1972
"27","Married","Pretty happy",1972
"28","Married","Pretty happy",1972
"29","Married","Pretty happy",1972
"30","Married","Pretty happy",1972
"31","Married","Very happy",1972
"32","Never married","Pretty happy",1972
"33","Married","Very happy",1972
"34","Married","Very happy",1972
"35","Married","Not too happy",1972
"36","Married","Very happy",1972
"37","Never married","Not too happy",1972
"38","Married","Pretty happy",1972
"39","Married","Not too happy",1972
"40","Married","Pretty happy",1972
"41","Married","Very happy",1972
"42","Married","Pretty happy",1972
"43","Married","Very happy",1972
"44","Never married","Pretty happy",1972
"45","Married","Pretty happy",1972
"46","Married","Very happy",1972
"47","Married","Pretty happy",1972
"48","Married","Pretty happy",1972
"49","Married","Very happy",1972
"50","Married","Very happy",1972
"51","Married","Very happy",1972
"52","Married","Very happy",1972
"53","Married","Pretty happy",1972
"54","Married","Pretty happy",1972
"55","Married","Pretty happy",1972
"56","Married","Very happy",1972
"57","Married","Very happy",1972
"58","Married","Very happy",1972
"59","Married","Pretty happy",1972
"60","Married","Pretty happy",1972
"61","Married","Pretty happy",1972
"62","Married","Very happy",1972
"63","Married","Pretty happy",1972
"64","Married","Pretty happy",1972
"65","Married","Very happy",1972
"66","Never married","Pretty happy",1972
"67","Married","Pretty happy",1972
"68","Married","Pretty happy",1972
"69","Married","Pretty happy",1972
"70","Married","Pretty happy",1972
"71","Married","Not too happy",1972
"72","Never married","Pretty happy",1972
"73","Never married","Pretty happy",1972
"74","Widowed","Not too happy",1972
"75","Never married","Very happy",1972
"76","Never married","Pretty happy",1972
"77","Married","Pretty happy",1972
"78","Married","Pretty happy",1972
"79","Divorced","Very happy",1972
"80","Married","Very happy",1972
"81","Married","Very happy",1972
"82","Married","Pretty happy",1972
"83","Never married","Pretty happy",1972
"84","Married","Very happy",1972
"85","Never married","Pretty happy",1972
"86","Married","Very happy",1972
"87","Married","Pretty happy",1972
"88","Married","Pretty happy",1972
"89","Married","Very happy",1972
"90","Married","Very happy",1972
"91","Married","Very happy",1972
"92","Married","Very happy",1972
"93","Married","Very happy",1972
"94","Married","Very happy",1972
"95","Married","Pretty happy",1972
"96","Married","Very happy",1972
"97","Married","Very happy",1972
"98","Married","Pretty happy",1972
"99","Divorced","Pretty happy",1972
"100","Never married","Pretty happy",1972
"101","Divorced","Very happy",1972
"102","Divorced","Not too happy",1972
"103","Divorced","Not too happy",1972
"104","Never married","Pretty happy",1972
"105","Married","Pretty happy",1972
"106","Divorced","Pretty happy",1972
"107","Separated","Pretty happy",1972
"108","Married","Pretty happy",1972
"109","Separated","Not too happy",1972
"110","Married","Very happy",1972
"111","Married","Not too happy",1972
"112","Widowed","Very happy",1972
"113","Married","Very happy",1972
"114","Married","Pretty happy",1972
"115","Married","Pretty happy",1972
"116","Married","Pretty happy",1972
"117","Divorced","Not too happy",1972
"118","Married","Not too happy",1972
"119","Married","Pretty happy",1972
"120","Married","Pretty happy",1972
"121","Married","Pretty happy",1972
"122","Married","Pretty happy",1972
"123","Never married","Pretty happy",1972
"124","Married","Very happy",1972
"125","Married","Pretty happy",1972
"126","Married","Pretty happy",1972
"127","Married","Pretty happy",1972
"128","Widowed","Pretty happy",1972
"129","Married","Not too happy",1972
"130","Divorced","Pretty happy",1972
"131","Never married","Pretty happy",1972
"132","Married","Pretty happy",1972
"133","Divorced","Pretty happy",1972
"134","Married","Pretty happy",1972
"135","Married","Very happy",1972
"136","Married","Very happy",1972
"137","Married","Pretty happy",1972
"138","Married","Very happy",1972
"139","Married","Pretty happy",1972
"140","Married","Pretty happy",1972
"141","Married","Pretty happy",1972
"142","Widowed","Pretty happy",1972
"143","Married","Very happy",1972
"144","Married","Pretty happy",1972
"145","Divorced","Pretty happy",1972
"146","Married","Pretty happy",1972
"147","Married","Pretty happy",1972
"148","Married","Pretty happy",1972
"149","Married","Very happy",1972
"150","Never married","Pretty happy",1972
"151","Separated","Very happy",1972
"152","Never married","Pretty happy",1972
"153","Married","Very happy",1972
"154","Married","Very happy",1972
"155","Married","Very happy",1972
"156","Married","Very happy",1972
"157","Married","Pretty happy",1972
"158","Never married","Very happy",1972
"159","Never married","Pretty happy",1972
"160","Never married","Pretty happy",1972
"161","Married","Pretty happy",1972
"162","Divorced","Pretty happy",1972
"163","Never married","Not too happy",1972
"164","Married","Very happy",1972
"165","Never married","Pretty happy",1972
"166","Married","Very happy",1972
"167","Married","Pretty happy",1972
"168","Widowed","Very happy",1972
"169","Widowed","Pretty happy",1972
"170","Married","Pretty happy",1972
"171","Married","Pretty happy",1972
"172","Married","Not too happy",1972
"173","Never married","Pretty happy",1972
"174","Married","Very happy",1972
"175","Married","Pretty happy",1972
"176","Married","Not too happy",1972
"177","Married","Very happy",1972
"178","Married","Very happy",1972
"179","Married","Very happy",1972
"180","Divorced","Pretty happy",1972
"181","Married","Very happy",1972
"182","Married","Very happy",1972
"183","Married","Pretty happy",1972
"184","Married","Pretty happy",1972
"185","Divorced","Pretty happy",1972
"186","Married","Very happy",1972
"187","Married","Pretty happy",1972
"188","Married","Very happy",1972
"189","Married","Pretty happy",1972
"190","Married","Very happy",1972
"191","Married","Pretty happy",1972
"192","Married","Very happy",1972
"193","Married","Very happy",1972
"194","Married","Pretty happy",1972
"195","Widowed","Not too happy",1972
"196","Married","Very happy",1972
"197","Separated","Pretty happy",1972
"198","Separated","Not too happy",1972
"199","Married","Pretty happy",1972
"200","Separated","Pretty happy",1972
"201","Married","Pretty happy",1972
"202","Married","Pretty happy",1972
"203","Married","Very happy",1972
"204","Married","Very happy",1972
"205","Married","Pretty happy",1972
"206","Married","Pretty happy",1972
"207","Married","Pretty happy",1972
"208","Married","Pretty happy",1972
"209","Married","Very happy",1972
"210","Married","Pretty happy",1972
"211","Married","Pretty happy",1972
"212","Never married","Pretty happy",1972
"213","Never married","Pretty happy",1972
"214","Married","Very happy",1972
"215","Never married","Pretty happy",1972
"216","Married","Very happy",1972
"217","Widowed","Not too happy",1972
"218","Never married","Very happy",1972
"219","Married","Very happy",1972
"220","Married","Very happy",1972
"221","Married","Very happy",1972
"222","Married","Pretty happy",1972
"223","Married","Pretty happy",1972
"224","Married","Pretty happy",1972
"225","Married","Pretty happy",1972
"226","Divorced","Pretty happy",1972
"227","Married","Not too happy",1972
"228","Married","Very happy",1972
"229","Married","Very happy",1972
"230","Married","Very happy",1972
"231","Never married","Very happy",1972
"232","Married","Pretty happy",1972
"233","Separated","Very happy",1972
"234","Married","Very happy",1972
"235","Never married","Not too happy",1972
"236","Married","Very happy",1972
"237","Married","Not too happy",1972
"238","Married","Pretty happy",1972
"239","Married","Pretty happy",1972
"240","Widowed","Pretty happy",1972
"241","Divorced","Very happy",1972
"242","Separated","Not too happy",1972
"243","Married","Not too happy",1972
"244","Married","Very happy",1972
"245","Married","Very happy",1972
"246","Never married","Very happy",1972
"247","Married","Pretty happy",1972
"248","Widowed","Pretty happy",1972
"249","Married","Pretty happy",1972
"250","Married","Pretty happy",1972
"251","Married","Pretty happy",1972
"252","Married","Very happy",1972
"253","Married","Very happy",1972
"254","Married","Pretty happy",1972
"255","Married","Pretty happy",1972
"256","Married","Not too happy",1972
"257","Married","Not too happy",1972
"258","Married","Not too happy",1972
"259","Married","Pretty happy",1972
"260","Married","Pretty happy",1972
"261","Married","Very happy",1972
"262","Married","Pretty happy",1972
"263","Married","Not too happy",1972
"264","Married","Pretty happy",1972
"265","Widowed","Pretty happy",1972
"266","Married","Very happy",1972
"267","Married","Pretty happy",1972
"268","Married","Very happy",1972
"269","Married","Very happy",1972
"270","Married","Very happy",1972
"271","Married","Very happy",1972
"272","Married","Very happy",1972
"273","Widowed","Very happy",1972
"274","Separated","Pretty happy",1972
"275","Married","Very happy",1972
"276","Married","Pretty happy",1972
"277","Married","Pretty happy",1972
"278","Married","Very happy",1972
"279","Married","Very happy",1972
"280","Married","Pretty happy",1972
"281","Married","Pretty happy",1972
"282","Separated","Very happy",1972
"283","Separated","Very happy",1972
"284","Married","Not too happy",1972
"285","Separated","Not too happy",1972
"286","Never married","Very happy",1972
"287","Widowed","Pretty happy",1972
"288","Married","Not too happy",1972
"289","Married","Pretty happy",1972
"290","Divorced","Not too happy",1972
"291","Never married","Pretty happy",1972
"292","Never married","Not too happy",1972
"293","Never married","Pretty happy",1972
"294","Divorced","Very happy",1972
"295","Married","Pretty happy",1972
"296","Married","Pretty happy",1972
"297","Married","Very happy",1972
"298","Never married","Pretty happy",1972
"299","Married","Very happy",1972
"300","Married","Pretty happy",1972
"301","Married","Pretty happy",1972
"302","Married","Very happy",1972
"303","Married","Pretty happy",1972
"304","Never married","Pretty happy",1972
"305","Married","Very happy",1972
"306","Widowed","Not too happy",1972
"307","Married","Very happy",1972
"308","Married","Pretty happy",1972
"309","Never married","Pretty happy",1972
"310","Married","Not too happy",1972
"311","Married","Pretty happy",1972
"312","Married","Pretty happy",1972
"313","Widowed","Very happy",1972
"314","Married","Very happy",1972
"315","Married","Pretty happy",1972
"316","Married","Pretty happy",1972
"317","Widowed","Pretty happy",1972
"318","Never married","Pretty happy",1972
"319","Married","Not too happy",1972
"320","Married","Pretty happy",1972
"321","Married","Pretty happy",1972
"322","Married","Pretty happy",1972
"323","Married","Pretty happy",1972
"324","Married","Pretty happy",1972
"325","Divorced","Pretty happy",1972
"326","Widowed","Very happy",1972
"327","Married","Pretty happy",1972
"328","Married","Pretty happy",1972
"329","Married","Pretty happy",1972
"330","Married","Pretty happy",1972
"331","Married","Pretty happy",1972
"332","Married","Pretty happy",1972
"333","Widowed","Pretty happy",1972
"334","Married","Pretty happy",1972
"335","Married","Pretty happy",1972
"336","Widowed","Not too happy",1972
"337","Married","Very happy",1972
"338","Never married","Pretty happy",1972
"339","Married","Not too happy",1972
"340","Married","Pretty happy",1972
"341","Married","Very happy",1972
"342","Married","Not too happy",1972
"343","Married","Not too happy",1972
"344","Married","Very happy",1972
"345","Widowed","Pretty happy",1972
"346","Married","Very happy",1972
"347","Widowed","Pretty happy",1972
"348","Married","Pretty happy",1972
"349","Married","Pretty happy",1972
"350","Married","Pretty happy",1972
"351","Married","Pretty happy",1972
"352","Married","Pretty happy",1972
"353","Married","Very happy",1972
"354","Widowed","Not too happy",1972
"355","Widowed","Pretty happy",1972
"356","Separated","Pretty happy",1972
"357","Separated","Not too happy",1972
"358","Divorced","Pretty happy",1972
"359","Married","Pretty happy",1972
"360","Never married","Pretty happy",1972
"361","Separated","Pretty happy",1972
"362","Married","Pretty happy",1972
"363","Never married","Pretty happy",1972
"364","Married","Very happy",1972
"365","Married","Very happy",1972
"366","Married","Pretty happy",1972
"367","Married","Very happy",1972
"368","Married","Pretty happy",1972
"369","Married","Pretty happy",1972
"370","Married","Not too happy",1972
"371","Married","Very happy",1972
"372","Never married","Pretty happy",1972
"373","Married","Very happy",1972
"374","Married","Pretty happy",1972
"375","Never married","Very happy",1972
"376","Married","Very happy",1972
"377","Married","Pretty happy",1972
"378","Married","Very happy",1972
"379","Married","Pretty happy",1972
"380","Married","Pretty happy",1972
"381","Widowed","Pretty happy",1972
"382","Married","Pretty happy",1972
"383","Never married","Pretty happy",1972
"384","Married","Very happy",1972
"385","Married","Very happy",1972
"386","Married","Pretty happy",1972
"387","Married","Not too happy",1972
"388","Widowed","Pretty happy",1972
"389","Never married","Not too happy",1972
"390","Never married","Pretty happy",1972
"391","Widowed","Pretty happy",1972
"392","Married","Pretty happy",1972
"393","Married","Pretty happy",1972
"394","Married","Very happy",1972
"395","Married","Pretty happy",1972
"396","Married","Very happy",1972
"397","Married","Very happy",1972
"398","Married","Pretty happy",1972
"399","Married","Very happy",1972
"400","Never married","Pretty happy",1972
"401","Never married","Pretty happy",1972
"402","Married","Pretty happy",1972
"403","Married","Pretty happy",1972
"404","Never married","Pretty happy",1972
"405","Married","Pretty happy",1972
"406","Married","Pretty happy",1972
"407","Married","Very happy",1972
"408","Married","Pretty happy",1972
"409","Widowed","Pretty happy",1972
"410","Married","Pretty happy",1972
"411","Married","Not too happy",1972
"412","Never married","Pretty happy",1972
"413","Married","Pretty happy",1972
"414","Widowed","Not too happy",1972
"415","Divorced","Pretty happy",1972
"416","Never married","Pretty happy",1972
"417","Married","Very happy",1972
"418","Married","Not too happy",1972
"419","Married","Very happy",1972
"420","Married","Very happy",1972
"421","Married","Very happy",1972
"422","Married","Pretty happy",1972
"423","Never married","Very happy",1972
"424","Married","Pretty happy",1972
"425","Widowed","Pretty happy",1972
"426","Widowed","Very happy",1972
"427","Married","Very happy",1972
"428","Married","Pretty happy",1972
"429","Married","Pretty happy",1972
"430","Married","Very happy",1972
"431","Married","Not too happy",1972
"432","Married","Very happy",1972
"433","Widowed","Pretty happy",1972
"434","Never married","Very happy",1972
"435","Married","Very happy",1972
"436","Married","Very happy",1972
"437","Married","Pretty happy",1972
"438","Never married","Pretty happy",1972
"439","Married","Not too happy",1972
"440","Married","Not too happy",1972
"441","Married","Very happy",1972
"442","Married","Very happy",1972
"443","Married","Very happy",1972
"444","Married","Very happy",1972
"445","Separated","Pretty happy",1972
"446","Married","Very happy",1972
"447","Married","Not too happy",1972
"448","Married","Very happy",1972
"449","Married","Pretty happy",1972
"450","Married","Very happy",1972
"451","Never married","Pretty happy",1972
"452","Married","Pretty happy",1972
"453","Married","Not too happy",1972
"454","Never married","Very happy",1972
"455","Married","Very happy",1972
"456","Married","Pretty happy",1972
"457","Married","Pretty happy",1972
"458","Married","Pretty happy",1972
"459","Married","Very happy",1972
"460","Married","Very happy",1972
"461","Married","Very happy",1972
"462","Married","Very happy",1972
"463","Married","Very happy",1972
"464","Widowed","Not too happy",1972
"465","Married","Not too happy",1972
"466","Widowed","Pretty happy",1972
"467","Widowed","Very happy",1972
"468","Married","Pretty happy",1972
"469","Married","Pretty happy",1972
"470","Married","Very happy",1972
"471","Married","Pretty happy",1972
"472","Married","Not too happy",1972
"473","Never married","Pretty happy",1972
"474","Never married","Very happy",1972
"475","Married","Not too happy",1972
"476","Married","Pretty happy",1972
"477","Married","Not too happy",1972
"478","Married","Pretty happy",1972
"479","Married","Pretty happy",1972
"480","Married","Very happy",1972
"481","Married","Not too happy",1972
"482","Separated","Pretty happy",1972
"483","Married","Very happy",1972
"484","Married","Pretty happy",1972
"485","Married","Pretty happy",1972
"486","Married","Pretty happy",1972
"487","Married","Very happy",1972
"488","Married","Very happy",1972
"489","Married","Pretty happy",1972
"490","Married","Pretty happy",1972
"491","Married","Very happy",1972
"492","Married","Not too happy",1972
"493","Married","Pretty happy",1972
"494","Married","Pretty happy",1972
"495","Widowed","Not too happy",1972
"496","Widowed","Pretty happy",1972
"497","Widowed","Not too happy",1972
"498","Divorced","Pretty happy",1972
"499","Never married","Pretty happy",1972
"500","Married","Very happy",1972
"501","Married","Pretty happy",1972
"502","Married","Pretty happy",1972
"503","Married","Not too happy",1972
"504","Married","Pretty happy",1972
"505","Never married","Not too happy",1972
"506","Married","Pretty happy",1972
"507","Married","Pretty happy",1972
"508","Widowed","Pretty happy",1972
"509","Married","Not too happy",1972
"510","Never married","Pretty happy",1972
"511","Married","Pretty happy",1972
"512","Widowed","Pretty happy",1972
"513","Married","Not too happy",1972
"514","Never married","Very happy",1972
"515","Married","Very happy",1972
"516","Married","Very happy",1972
"517","Married","Very happy",1972
"518","Married","Pretty happy",1972
"519","Married","Pretty happy",1972
"520","Married","Very happy",1972
"521","Married","Very happy",1972
"522","Married","Pretty happy",1972
"523","Married","Pretty happy",1972
"524","Married","Very happy",1972
"525","Married","Not too happy",1972
"526","Married","Very happy",1972
"527","Married","Pretty happy",1972
"528","Married","Very happy",1972
"529","Never married","Pretty happy",1972
"530","Married","Pretty happy",1972
"531","Married","Pretty happy",1972
"532","Married","Very happy",1972
"533","Divorced","Pretty happy",1972
"534","Married","Pretty happy",1972
"535","Never married","Pretty happy",1972
"536","Divorced","Not too happy",1972
"537","Married","Very happy",1972
"538","Married","Very happy",1972
"539","Widowed","Not too happy",1972
"540","Separated","Pretty happy",1972
"541","Married","Pretty happy",1972
"542","Married","Very happy",1972
"543","Married","Very happy",1972
"544","Married","Pretty happy",1972
"545","Married","Very happy",1972
"546","Married","Pretty happy",1972
"547","Married","Very happy",1972
"548","Married","Pretty happy",1972
"549","Married","Pretty happy",1972
"550","Married","Pretty happy",1972
"551","Married","Not too happy",1972
"552","Married","Pretty happy",1972
"553","Married","Very happy",1972
"554","Never married","Not too happy",1972
"555","Married","Very happy",1972
"556","Never married","Pretty happy",1972
"557","Married","Pretty happy",1972
"558","Married","Not too happy",1972
"559","Married","Pretty happy",1972
"560","Married","Not too happy",1972
"561","Married","Pretty happy",1972
"562","Married","Not too happy",1972
"563","Married","Pretty happy",1972
"564","Married","Pretty happy",1972
"565","Married","Pretty happy",1972
"566","Married","Pretty happy",1972
"567","Married","Pretty happy",1972
"568","Never married","Pretty happy",1972
"569","Married","Very happy",1972
"570","Married","Pretty happy",1972
"571","Married","Pretty happy",1972
"572","Married","Pretty happy",1972
"573","Married","Pretty happy",1972
"574","Married","Very happy",1972
"575","Married","Pretty happy",1972
"576","Divorced","Not too happy",1972
"577","Married","Pretty happy",1972
"578","Divorced","Very happy",1972
"579","Widowed","Pretty happy",1972
"580","Married","Pretty happy",1972
"581","Divorced","Pretty happy",1972
"582","Married","Pretty happy",1972
"583","Widowed","Pretty happy",1972
"584","Married","Not too happy",1972
"585","Married","Very happy",1972
"586","Married","Very happy",1972
"587","Separated","Not too happy",1972
"588","Married","Not too happy",1972
"589","Married","Not too happy",1972
"590","Married","Pretty happy",1972
"591","Never married","Pretty happy",1972
"592","Married","Pretty happy",1972
"593","Married","Pretty happy",1972
"594","Married","Very happy",1972
"595","Married","Not too happy",1972
"596","Married","Pretty happy",1972
"597","Married","Not too happy",1972
"598","Married","Very happy",1972
"599","Married","Very happy",1972
"600","Widowed","Not too happy",1972
"601","Married","Very happy",1972
"602","Married","Not too happy",1972
"603","Married","Pretty happy",1972
"604","Married","Very happy",1972
"605","Never married","Very happy",1972
"606","Married","Pretty happy",1972
"607","Married","Pretty happy",1972
"608","Never married","Not too happy",1972
"609","Divorced","Pretty happy",1972
"610","Divorced","Not too happy",1972
"611","Married","Not too happy",1972
"612","Widowed","Pretty happy",1972
"613","Married","Pretty happy",1972
"614","Married","Pretty happy",1972
"615","Married","Not too happy",1972
"616","Married","Very happy",1972
"617","Never married","Pretty happy",1972
"618","Married","Pretty happy",1972
"619","Married","Pretty happy",1972
"620","Married","Pretty happy",1972
"621","Married","Pretty happy",1972
"622","Married","Very happy",1972
"623","Married","Pretty happy",1972
"624","Married","Pretty happy",1972
"625","Never married","Pretty happy",1972
"626","Widowed","Very happy",1972
"627","Married","Very happy",1972
"628","Married","Pretty happy",1972
"629","Married","Very happy",1972
"630","Married","Very happy",1972
"631","Never married","Very happy",1972
"632","Married","Pretty happy",1972
"633","Married","Very happy",1972
"634","Married","Pretty happy",1972
"635","Married","Very happy",1972
"636","Married","Pretty happy",1972
"637","Married","Pretty happy",1972
"638","Widowed","Pretty happy",1972
"639","Never married","Pretty happy",1972
"640","Married","Pretty happy",1972
"641","Married","Pretty happy",1972
"642","Married","Pretty happy",1972
"643","Married","Pretty happy",1972
"644","Married","Very happy",1972
"645","Married","Very happy",1972
"646","Divorced","Not too happy",1972
"647","Married","Very happy",1972
"648","Married","Very happy",1972
"649","Married","Very happy",1972
"650","Married","Very happy",1972
"651","Married","Pretty happy",1972
"652","Married","Not too happy",1972
"653","Married","Pretty happy",1972
"654","Married","Pretty happy",1972
"655","Married","Pretty happy",1972
"656","Married","Very happy",1972
"657","Married","Pretty happy",1972
"658","Never married","Pretty happy",1972
"659","Married","Pretty happy",1972
"660","Married","Not too happy",1972
"661","Widowed","Not too happy",1972
"662","Married","Pretty happy",1972
"663","Married","Pretty happy",1972
"664","Married","Pretty happy",1972
"665","Never married","Pretty happy",1972
"666","Married","Not too happy",1972
"667","Married","Pretty happy",1972
"668","Married","Pretty happy",1972
"669","Married","Pretty happy",1972
"670","Never married","Pretty happy",1972
"671","Widowed","Pretty happy",1972
"672","Married","Very happy",1972
"673","Married","Pretty happy",1972
"674","Married","Pretty happy",1972
"675","Married","Not too happy",1972
"676","Married","Very happy",1972
"677","Divorced","Very happy",1972
"678","Married","Pretty happy",1972
"679","Married","Pretty happy",1972
"680","Married","Pretty happy",1972
"681","Never married","Not too happy",1972
"682","Married","Very happy",1972
"683","Married","Pretty happy",1972
"684","Widowed","Not too happy",1972
"685","Married","Pretty happy",1972
"686","Married","Very happy",1972
"687","Divorced","Pretty happy",1972
"688","Married","Pretty happy",1972
"689","Married","Very happy",1972
"690","Divorced","Pretty happy",1972
"691","Married","Pretty happy",1972
"692","Divorced","Pretty happy",1972
"693","Widowed","Pretty happy",1972
"694","Never married","Very happy",1972
"695","Never married","Not too happy",1972
"696","Married","Pretty happy",1972
"697","Married","Pretty happy",1972
"698","Married","Pretty happy",1972
"699","Never married","Pretty happy",1972
"700","Married","Very happy",1972
"701","Married","Very happy",1972
"702","Married","Very happy",1972
"703","Married","Very happy",1972
"704","Married","Very happy",1972
"705","Married","Very happy",1972
"706","Widowed","Not too happy",1972
"707","Married","Very happy",1972
"708","Married","Not too happy",1972
"709","Widowed","Very happy",1972
"710","Married","Very happy",1972
"711","Widowed","Very happy",1972
"712","Never married","Pretty happy",1972
"713","Married","Very happy",1972
"714","Married","Very happy",1972
"715","Married","Pretty happy",1972
"716","Married","Very happy",1972
"717","Married","Not too happy",1972
"718","Married","Pretty happy",1972
"719","Separated","Very happy",1972
"720","Married","Not too happy",1972
"721","Married","Pretty happy",1972
"722","Married","Pretty happy",1972
"723","Married","Pretty happy",1972
"724","Married","Pretty happy",1972
"725","Never married","Very happy",1972
"726","Married","Pretty happy",1972
"727","Married","Pretty happy",1972
"728","Married","Pretty happy",1972
"729","Married","Pretty happy",1972
"730","Married","Pretty happy",1972
"731","Married","Very happy",1972
"732","Married","Pretty happy",1972
"733","Married","Very happy",1972
"734","Married","Pretty happy",1972
"735","Married","Pretty happy",1972
"736","Married","Very happy",1972
"737","Married","Not too happy",1972
"738","Never married","Pretty happy",1972
"739","Never married","Not too happy",1972
"740","Widowed","Not too happy",1972
"741","Married","Pretty happy",1972
"742","Widowed","Not too happy",1972
"743","Married","Not too happy",1972
"744","Never married","Pretty happy",1972
"745","Widowed","Pretty happy",1972
"746","Married","Pretty happy",1972
"747","Married","Very happy",1972
"748","Married","Very happy",1972
"749","Married","Pretty happy",1972
"750","Widowed","Not too happy",1972
"751","Divorced","Not too happy",1972
"752","Married","Pretty happy",1972
"753","Married","Very happy",1972
"754","Married","Pretty happy",1972
"755","Never married","Pretty happy",1972
"756","Never married","Pretty happy",1972
"757","Married","Pretty happy",1972
"758","Divorced","Pretty happy",1972
"759","Married","Pretty happy",1972
"760","Married","Not too happy",1972
"761","Married","Pretty happy",1972
"762","Never married","Pretty happy",1972
"763","Widowed","Very happy",1972
"764","Married","Very happy",1972
"765","Married","Very happy",1972
"766","Married","Pretty happy",1972
"767","Married","Pretty happy",1972
"768","Married","Very happy",1972
"769","Married","Pretty happy",1972
"770","Married","Pretty happy",1972
"771","Married","Pretty happy",1972
"772","Married","Pretty happy",1972
"773","Married","Pretty happy",1972
"774","Married","Pretty happy",1972
"775","Married","Not too happy",1972
"776","Married","Pretty happy",1972
"777","Married","Very happy",1972
"778","Married","Pretty happy",1972
"779","Widowed","Not too happy",1972
"780","Never married","Not too happy",1972
"781","Married","Pretty happy",1972
"782","Separated","Pretty happy",1972
"783","Married","Very happy",1972
"784","Married","Not too happy",1972
"785","Never married","Not too happy",1972
"786","Married","Not too happy",1972
"787","Married","Pretty happy",1972
"788","Never married","Pretty happy",1972
"789","Married","Pretty happy",1972
"790","Divorced","Pretty happy",1972
"791","Married","Pretty happy",1972
"792","Married","Not too happy",1972
"793","Married","Pretty happy",1972
"794","Married","Not too happy",1972
"795","Married","Pretty happy",1972
"796","Married","Pretty happy",1972
"797","Married","Pretty happy",1972
"798","Married","Pretty happy",1972
"799","Married","Pretty happy",1972
"800","Widowed","Not too happy",1972
"801","Divorced","Pretty happy",1972
"802","Married","Pretty happy",1972
"803","Widowed","Pretty happy",1972
"804","Separated","Pretty happy",1972
"805","Divorced","Very happy",1972
"806","Never married","Pretty happy",1972
"807","Married","Very happy",1972
"808","Married","Very happy",1972
"809","Married","Very happy",1972
"810","Married","Pretty happy",1972
"811","Married","Pretty happy",1972
"812","Married","Pretty happy",1972
"813","Married","Not too happy",1972
"814","Never married","Pretty happy",1972
"815","Married","Pretty happy",1972
"816","Widowed","Pretty happy",1972
"817","Widowed","Not too happy",1972
"818","Married","Pretty happy",1972
"819","Married","Pretty happy",1972
"820","Married","Not too happy",1972
"821","Divorced","Pretty happy",1972
"822","Married","Very happy",1972
"823","Married","Pretty happy",1972
"824","Married","Very happy",1972
"825","Married","Pretty happy",1972
"826","Married","Very happy",1972
"827","Married","Very happy",1972
"828","Married","Very happy",1972
"829","Married","Very happy",1972
"830","Married","Very happy",1972
"831","Married","Pretty happy",1972
"832","Married","Very happy",1972
"833","Married","Very happy",1972
"834","Married","Very happy",1972
"835","Divorced","Pretty happy",1972
"836","Married","Pretty happy",1972
"837","Never married","Pretty happy",1972
"838","Married","Very happy",1972
"839","Widowed","Not too happy",1972
"840","Never married","Pretty happy",1972
"841","Never married","Pretty happy",1972
"842","Never married","Pretty happy",1972
"843","Married","Pretty happy",1972
"844","Never married","Pretty happy",1972
"845","Married","Pretty happy",1972
"846","Divorced","Not too happy",1972
"847","Married","Very happy",1972
"848","Widowed","Pretty happy",1972
"849","Widowed","Very happy",1972
"850","Divorced","Pretty happy",1972
"851","Married","Pretty happy",1972
"852","Never married","Very happy",1972
"853","Never married","Pretty happy",1972
"854","Married","Not too happy",1972
"855","Widowed","Pretty happy",1972
"856","Married","Very happy",1972
"857","Married","Very happy",1972
"858","Married","Very happy",1972
"859","Married","Pretty happy",1972
"860","Married","Pretty happy",1972
"861","Never married","Pretty happy",1972
"862","Never married","Pretty happy",1972
"863","Married","Pretty happy",1972
"864","Never married","Pretty happy",1972
"865","Married","Not too happy",1972
"866","Married","Very happy",1972
"867","Married","Very happy",1972
"868","Married","Pretty happy",1972
"869","Widowed","Very happy",1972
"870","Married","Pretty happy",1972
"871","Married","Very happy",1972
"872","Married","Pretty happy",1972
"873","Married","Very happy",1972
"874","Married","Pretty happy",1972
"875","Married","Pretty happy",1972
"876","Widowed","Very happy",1972
"877","Married","Pretty happy",1972
"878","Married","Pretty happy",1972
"879","Never married","Very happy",1972
"880","Married","Pretty happy",1972
"881","Divorced","Not too happy",1972
"882","Married","Pretty happy",1972
"883","Married","Pretty happy",1972
"884","Married","Pretty happy",1972
"885","Married","Pretty happy",1972
"886","Married","Very happy",1972
"887","Married","Pretty happy",1972
"888","Never married","Not too happy",1972
"889","Married","Not too happy",1972
"890","Married","Pretty happy",1972
"891","Married","Pretty happy",1972
"892","Married","Very happy",1972
"893","Married","Pretty happy",1972
"894","Separated","Not too happy",1972
