"","Marital_status","Happy_level","Year"
"28232","Never married","Pretty happy",1994
"28233","Never married","Very happy",1994
"28234","Separated","Very happy",1994
"28235","Married","Very happy",1994
"28236","Never married","Pretty happy",1994
"28237","Never married","Pretty happy",1994
"28238","Divorced","Pretty happy",1994
"28239","Never married","Not too happy",1994
"28240","Never married","Pretty happy",1994
"28241","Never married","Pretty happy",1994
"28242","Divorced","Pretty happy",1994
"28243","Separated","Very happy",1994
"28244","Married","Very happy",1994
"28245","Married","Very happy",1994
"28246","Married","Very happy",1994
"28247","Divorced","Very happy",1994
"28248","Married","Very happy",1994
"28249","Married","Pretty happy",1994
"28250","Never married","Pretty happy",1994
"28251","Married","Very happy",1994
"28252","Married","Pretty happy",1994
"28253","Married","Very happy",1994
"28254","Married","Very happy",1994
"28255","Married","Pretty happy",1994
"28256","Married","Very happy",1994
"28257","Married","Very happy",1994
"28258","Separated","Not too happy",1994
"28259","Never married","Pretty happy",1994
"28260","Married","Pretty happy",1994
"28261","Married","Pretty happy",1994
"28262","Married","Pretty happy",1994
"28263","Married","Not too happy",1994
"28264","Married","Pretty happy",1994
"28265","Married","Very happy",1994
"28266","Married","Pretty happy",1994
"28267","Divorced","Pretty happy",1994
"28268","Never married","Very happy",1994
"28269","Married","Very happy",1994
"28270","Never married","Pretty happy",1994
"28271","Never married","Pretty happy",1994
"28272","Never married","Pretty happy",1994
"28273","Never married","Very happy",1994
"28274","Married","Pretty happy",1994
"28275","Married","Pretty happy",1994
"28276","Married","Pretty happy",1994
"28277","Divorced","Pretty happy",1994
"28278","Widowed","Very happy",1994
"28279","Married","Very happy",1994
"28280","Never married","Pretty happy",1994
"28281","Married","Very happy",1994
"28282","Widowed","Not too happy",1994
"28283","Married","Pretty happy",1994
"28284","Married","Very happy",1994
"28285","Married","Pretty happy",1994
"28286","Widowed","Not too happy",1994
"28287","Married","Very happy",1994
"28288","Married","Very happy",1994
"28289","Widowed","Not too happy",1994
"28290","Married","Very happy",1994
"28291","Divorced","Pretty happy",1994
"28292","Married","Pretty happy",1994
"28293","Married","Pretty happy",1994
"28294","Divorced","Pretty happy",1994
"28295","Married","Very happy",1994
"28296","Married","Very happy",1994
"28297","Never married","Pretty happy",1994
"28298","Married","Very happy",1994
"28299","Divorced","Pretty happy",1994
"28300","Married","Very happy",1994
"28301","Married","Very happy",1994
"28302","Never married","Pretty happy",1994
"28303","Married","Very happy",1994
"28304","Married","Pretty happy",1994
"28305","Never married","Pretty happy",1994
"28306","Married","Pretty happy",1994
"28307","Married","Very happy",1994
"28308","Never married","Pretty happy",1994
"28309","Married","Pretty happy",1994
"28310","Married","Pretty happy",1994
"28311","Married","Very happy",1994
"28312","Married","Very happy",1994
"28313","Married","Pretty happy",1994
"28314","Divorced","Very happy",1994
"28315","Married","Pretty happy",1994
"28316","Divorced","Pretty happy",1994
"28317","Widowed","Pretty happy",1994
"28318","Divorced","Pretty happy",1994
"28319","Never married","Pretty happy",1994
"28320","Married","Pretty happy",1994
"28321","Divorced","Very happy",1994
"28322","Married","Very happy",1994
"28323","Married","Very happy",1994
"28324","Never married","Pretty happy",1994
"28325","Widowed","Pretty happy",1994
"28326","Married","Very happy",1994
"28327","Widowed","Pretty happy",1994
"28328","Never married","Not too happy",1994
"28329","Widowed","Pretty happy",1994
"28330","Married","Very happy",1994
"28331","Married","Very happy",1994
"28332","Married","Pretty happy",1994
"28333","Divorced","Not too happy",1994
"28334","Widowed","Pretty happy",1994
"28335","Widowed","Not too happy",1994
"28336","Never married","Pretty happy",1994
"28337","Divorced","Pretty happy",1994
"28338","Married","Pretty happy",1994
"28339","Married","Pretty happy",1994
"28340","Married","Very happy",1994
"28341","Married","Very happy",1994
"28342","Married","Pretty happy",1994
"28343","Divorced","Very happy",1994
"28344","Married","Pretty happy",1994
"28345","Married","Very happy",1994
"28346","Married","Pretty happy",1994
"28347","Married","Pretty happy",1994
"28348","Married","Very happy",1994
"28349","Married","Not too happy",1994
"28350","Married","Very happy",1994
"28351","Married","Pretty happy",1994
"28352","Divorced","Pretty happy",1994
"28353","Married","Pretty happy",1994
"28354","Married","Pretty happy",1994
"28355","Married","Not too happy",1994
"28356","Married","Pretty happy",1994
"28357","Married","Pretty happy",1994
"28358","Never married","Pretty happy",1994
"28359","Married","Pretty happy",1994
"28360","Never married","Very happy",1994
"28361","Married","Very happy",1994
"28362","Married","Pretty happy",1994
"28363","Married","Very happy",1994
"28364","Separated","Pretty happy",1994
"28365","Married","Pretty happy",1994
"28366","Married","Pretty happy",1994
"28367","Never married","Very happy",1994
"28368","Never married","Pretty happy",1994
"28369","Married","Very happy",1994
"28370","Married","Pretty happy",1994
"28371","Never married","Pretty happy",1994
"28372","Married","Very happy",1994
"28373","Widowed","Not too happy",1994
"28374","Never married","Very happy",1994
"28375","Married","Very happy",1994
"28376","Married","Very happy",1994
"28377","Married","Very happy",1994
"28378","Divorced","Very happy",1994
"28379","Divorced","Pretty happy",1994
"28380","Married","Very happy",1994
"28381","Widowed","Pretty happy",1994
"28382","Married","Pretty happy",1994
"28383","Divorced","Pretty happy",1994
"28384","Married","Very happy",1994
"28385","Married","Pretty happy",1994
"28386","Married","Pretty happy",1994
"28387","Divorced","Pretty happy",1994
"28388","Married","Pretty happy",1994
"28389","Widowed","Very happy",1994
"28390","Married","Very happy",1994
"28391","Never married","Very happy",1994
"28392","Separated","Not too happy",1994
"28393","Married","Very happy",1994
"28394","Divorced","Pretty happy",1994
"28395","Married","Very happy",1994
"28396","Married","Very happy",1994
"28397","Widowed","Very happy",1994
"28398","Widowed","Very happy",1994
"28399","Married","Pretty happy",1994
"28400","Divorced","Pretty happy",1994
"28401","Never married","Pretty happy",1994
"28402","Divorced","Not too happy",1994
"28403","Never married","Pretty happy",1994
"28404","Divorced","Pretty happy",1994
"28405","Divorced","Very happy",1994
"28406","Married","Pretty happy",1994
"28407","Married","Pretty happy",1994
"28408","Divorced","Pretty happy",1994
"28409","Married","Very happy",1994
"28410","Married","Pretty happy",1994
"28411","Married","Pretty happy",1994
"28412","Divorced","Pretty happy",1994
"28413","Married","Not too happy",1994
"28414","Divorced","Very happy",1994
"28415","Married","Very happy",1994
"28416","Never married","Very happy",1994
"28417","Married","Very happy",1994
"28418","Married","Pretty happy",1994
"28419","Never married","Pretty happy",1994
"28420","Married","Pretty happy",1994
"28421","Widowed","Pretty happy",1994
"28422","Married","Not too happy",1994
"28423","Married","Very happy",1994
"28424","Married","Not too happy",1994
"28425","Divorced","Very happy",1994
"28426","Divorced","Pretty happy",1994
"28427","Widowed","Pretty happy",1994
"28428","Never married","Very happy",1994
"28429","Divorced","Pretty happy",1994
"28430","Married","Very happy",1994
"28431","Married","Very happy",1994
"28432","Divorced","Very happy",1994
"28433","Married","Pretty happy",1994
"28434","Never married","Pretty happy",1994
"28435","Married","Not too happy",1994
"28436","Widowed","Pretty happy",1994
"28437","Married","Very happy",1994
"28438","Never married","Very happy",1994
"28439","Divorced","Pretty happy",1994
"28440","Married","Pretty happy",1994
"28441","Married","Very happy",1994
"28442","Widowed","Very happy",1994
"28443","Widowed","Pretty happy",1994
"28444","Widowed","Very happy",1994
"28445","Divorced","Very happy",1994
"28446","Never married","Very happy",1994
"28447","Divorced","Pretty happy",1994
"28448","Divorced","Pretty happy",1994
"28449","Married","Pretty happy",1994
"28450","Married","Pretty happy",1994
"28451","Married","Pretty happy",1994
"28452","Married","Not too happy",1994
"28453","Never married","Very happy",1994
"28454","Married","Pretty happy",1994
"28455","Divorced","Pretty happy",1994
"28456","Divorced","Pretty happy",1994
"28457","Married","Not too happy",1994
"28458","Married","Pretty happy",1994
"28459","Never married","Pretty happy",1994
"28460","Married","Pretty happy",1994
"28461","Married","Pretty happy",1994
"28462","Widowed","Pretty happy",1994
"28463","Married","Not too happy",1994
"28464","Married","Very happy",1994
"28465","Married","Pretty happy",1994
"28466","Married","Pretty happy",1994
"28467","Separated","Not too happy",1994
"28468","Married","Very happy",1994
"28469","Married","Very happy",1994
"28470","Married","Very happy",1994
"28471","Never married","Pretty happy",1994
"28472","Married","Pretty happy",1994
"28473","Married","Very happy",1994
"28474","Married","Not too happy",1994
"28475","Married","Very happy",1994
"28476","Married","Very happy",1994
"28477","Married","Very happy",1994
"28478","Married","Very happy",1994
"28479","Divorced","Pretty happy",1994
"28480","Married","Very happy",1994
"28481","Never married","Very happy",1994
"28482","Married","Very happy",1994
"28483","Married","Very happy",1994
"28484","Married","Pretty happy",1994
"28485","Never married","Pretty happy",1994
"28486","Widowed","Very happy",1994
"28487","Divorced","Pretty happy",1994
"28488","Married","Pretty happy",1994
"28489","Married","Pretty happy",1994
"28490","Married","Pretty happy",1994
"28491","Married","Very happy",1994
"28492","Married","Pretty happy",1994
"28493","Never married","Pretty happy",1994
"28494","Married","Very happy",1994
"28495","Widowed","Pretty happy",1994
"28496","Never married","Very happy",1994
"28497","Divorced","Pretty happy",1994
"28498","Married","Very happy",1994
"28499","Never married","Pretty happy",1994
"28500","Married","Very happy",1994
"28501","Married","Very happy",1994
"28502","Married","Pretty happy",1994
"28503","Separated","Pretty happy",1994
"28504","Married","Very happy",1994
"28505","Married","Very happy",1994
"28506","Married","Pretty happy",1994
"28507","Married","Very happy",1994
"28508","Married","Pretty happy",1994
"28509","Married","Very happy",1994
"28510","Married","Very happy",1994
"28511","Married","Pretty happy",1994
"28512","Married","Very happy",1994
"28513","Married","Very happy",1994
"28514","Married","Pretty happy",1994
"28515","Married","Pretty happy",1994
"28516","Married","Very happy",1994
"28517","Married","Pretty happy",1994
"28518","Married","Very happy",1994
"28519","Married","Very happy",1994
"28520","Married","Pretty happy",1994
"28521","Married","Pretty happy",1994
"28522","Married","Pretty happy",1994
"28523","Married","Pretty happy",1994
"28524","Married","Very happy",1994
"28525","Married","Very happy",1994
"28526","Married","Pretty happy",1994
"28527","Married","Very happy",1994
"28528","Married","Pretty happy",1994
"28529","Widowed","Pretty happy",1994
"28530","Married","Pretty happy",1994
"28531","Married","Pretty happy",1994
"28532","Divorced","Pretty happy",1994
"28533","Married","Pretty happy",1994
"28534","Married","Pretty happy",1994
"28535","Never married","Not too happy",1994
"28536","Never married","Pretty happy",1994
"28537","Married","Pretty happy",1994
"28538","Divorced","Pretty happy",1994
"28539","Widowed","Pretty happy",1994
"28540","Divorced","Pretty happy",1994
"28541","Married","Pretty happy",1994
"28542","Widowed","Very happy",1994
"28543","Divorced","Pretty happy",1994
"28544","Divorced","Very happy",1994
"28545","Widowed","Not too happy",1994
"28546","Never married","Very happy",1994
"28547","Married","Pretty happy",1994
"28548","Married","Pretty happy",1994
"28549","Married","Very happy",1994
"28550","Married","Pretty happy",1994
"28551","Never married","Not too happy",1994
"28552","Divorced","Pretty happy",1994
"28553","Never married","Pretty happy",1994
"28554","Widowed","Not too happy",1994
"28555","Married","Pretty happy",1994
"28556","Divorced","Pretty happy",1994
"28557","Married","Very happy",1994
"28558","Separated","Not too happy",1994
"28559","Married","Pretty happy",1994
"28560","Widowed","Not too happy",1994
"28561","Married","Pretty happy",1994
"28562","Married","Very happy",1994
"28563","Married","Very happy",1994
"28564","Widowed","Not too happy",1994
"28565","Married","Not too happy",1994
"28566","Married","Pretty happy",1994
"28567","Married","Pretty happy",1994
"28568","Married","Very happy",1994
"28569","Widowed","Very happy",1994
"28570","Married","Pretty happy",1994
"28571","Married","Pretty happy",1994
"28572","Married","Pretty happy",1994
"28573","Never married","Pretty happy",1994
"28574","Divorced","Not too happy",1994
"28575","Married","Pretty happy",1994
"28576","Divorced","Pretty happy",1994
"28577","Widowed","Pretty happy",1994
"28578","Never married","Pretty happy",1994
"28579","Married","Pretty happy",1994
"28580","Married","Pretty happy",1994
"28581","Never married","Pretty happy",1994
"28582","Divorced","Pretty happy",1994
"28583","Married","Pretty happy",1994
"28584","Divorced","Not too happy",1994
"28585","Married","Pretty happy",1994
"28586","Never married","Pretty happy",1994
"28587","Married","Pretty happy",1994
"28588","Divorced","Pretty happy",1994
"28589","Never married","Not too happy",1994
"28590","Divorced","Pretty happy",1994
"28591","Never married","Pretty happy",1994
"28592","Divorced","Very happy",1994
"28593","Married","Very happy",1994
"28594","Widowed","Very happy",1994
"28595","Married","Pretty happy",1994
"28596","Married","Pretty happy",1994
"28597","Married","Pretty happy",1994
"28598","Widowed","Pretty happy",1994
"28599","Widowed","Pretty happy",1994
"28600","Married","Very happy",1994
"28601","Married","Pretty happy",1994
"28602","Married","Very happy",1994
"28603","Married","Pretty happy",1994
"28604","Married","Very happy",1994
"28605","Married","Pretty happy",1994
"28606","Married","Pretty happy",1994
"28607","Divorced","Very happy",1994
"28608","Never married","Pretty happy",1994
"28609","Widowed","Pretty happy",1994
"28610","Married","Pretty happy",1994
"28611","Married","Pretty happy",1994
"28612","Married","Pretty happy",1994
"28613","Never married","Pretty happy",1994
"28614","Married","Pretty happy",1994
"28615","Never married","Pretty happy",1994
"28616","Married","Pretty happy",1994
"28617","Married","Very happy",1994
"28618","Married","Very happy",1994
"28619","Separated","Pretty happy",1994
"28620","Married","Pretty happy",1994
"28621","Married","Very happy",1994
"28622","Never married","Pretty happy",1994
"28623","Widowed","Pretty happy",1994
"28624","Divorced","Not too happy",1994
"28625","Never married","Pretty happy",1994
"28626","Divorced","Pretty happy",1994
"28627","Married","Very happy",1994
"28628","Never married","Pretty happy",1994
"28629","Divorced","Pretty happy",1994
"28630","Separated","Very happy",1994
"28631","Never married","Pretty happy",1994
"28632","Widowed","Pretty happy",1994
"28633","Never married","Very happy",1994
"28634","Divorced","Pretty happy",1994
"28635","Married","Pretty happy",1994
"28636","Divorced","Not too happy",1994
"28637","Married","Pretty happy",1994
"28638","Divorced","Pretty happy",1994
"28639","Married","Pretty happy",1994
"28640","Married","Very happy",1994
"28641","Married","Very happy",1994
"28642","Married","Pretty happy",1994
"28643","Married","Pretty happy",1994
"28644","Married","Pretty happy",1994
"28645","Never married","Pretty happy",1994
"28646","Widowed","Pretty happy",1994
"28647","Divorced","Very happy",1994
"28648","Divorced","Not too happy",1994
"28649","Married","Very happy",1994
"28650","Divorced","Pretty happy",1994
"28651","Married","Very happy",1994
"28652","Married","Pretty happy",1994
"28653","Married","Pretty happy",1994
"28654","Never married","Pretty happy",1994
"28655","Divorced","Not too happy",1994
"28656","Married","Pretty happy",1994
"28657","Married","Very happy",1994
"28658","Married","Pretty happy",1994
"28659","Married","Very happy",1994
"28660","Married","Pretty happy",1994
"28661","Married","Pretty happy",1994
"28662","Married","Pretty happy",1994
"28663","Married","Very happy",1994
"28664","Married","Very happy",1994
"28665","Married","Very happy",1994
"28666","Married","Pretty happy",1994
"28667","Married","Very happy",1994
"28668","Married","Very happy",1994
"28669","Never married","Very happy",1994
"28670","Married","Very happy",1994
"28671","Married","Very happy",1994
"28672","Never married","Pretty happy",1994
"28673","Married","Very happy",1994
"28674","Divorced","Pretty happy",1994
"28675","Never married","Pretty happy",1994
"28676","Married","Pretty happy",1994
"28677","Never married","Pretty happy",1994
"28678","Never married","Very happy",1994
"28679","Married","Pretty happy",1994
"28680","Never married","Very happy",1994
"28681","Separated","Pretty happy",1994
"28682","Never married","Not too happy",1994
"28683","Married","Pretty happy",1994
"28684","Married","Not too happy",1994
"28685","Never married","Pretty happy",1994
"28686","Never married","Pretty happy",1994
"28687","Separated","Pretty happy",1994
"28688","Married","Pretty happy",1994
"28689","Married","Pretty happy",1994
"28690","Never married","Not too happy",1994
"28691","Divorced","Not too happy",1994
"28692","Married","Pretty happy",1994
"28693","Never married","Very happy",1994
"28694","Married","Pretty happy",1994
"28695","Divorced","Pretty happy",1994
"28696","Never married","Very happy",1994
"28697","Married","Very happy",1994
"28698","Married","Very happy",1994
"28699","Married","Very happy",1994
"28700","Married","Very happy",1994
"28701","Married","Pretty happy",1994
"28702","Married","Pretty happy",1994
"28703","Never married","Pretty happy",1994
"28704","Widowed","Pretty happy",1994
"28705","Married","Very happy",1994
"28706","Separated","Pretty happy",1994
"28707","Never married","Pretty happy",1994
"28708","Married","Very happy",1994
"28709","Married","Very happy",1994
"28710","Widowed","Pretty happy",1994
"28711","Married","Very happy",1994
"28712","Divorced","Pretty happy",1994
"28713","Married","Pretty happy",1994
"28714","Married","Very happy",1994
"28715","Married","Pretty happy",1994
"28716","Married","Very happy",1994
"28717","Widowed","Pretty happy",1994
"28718","Married","Pretty happy",1994
"28719","Never married","Very happy",1994
"28720","Divorced","Very happy",1994
"28721","Married","Not too happy",1994
"28722","Married","Very happy",1994
"28723","Widowed","Pretty happy",1994
"28724","Married","Pretty happy",1994
"28725","Married","Very happy",1994
"28726","Widowed","Pretty happy",1994
"28727","Married","Very happy",1994
"28728","Divorced","Very happy",1994
"28729","Divorced","Pretty happy",1994
"28730","Married","Not too happy",1994
"28731","Married","Very happy",1994
"28732","Never married","Pretty happy",1994
"28733","Never married","Very happy",1994
"28734","Married","Very happy",1994
"28735","Married","Pretty happy",1994
"28736","Married","Very happy",1994
"28737","Married","Pretty happy",1994
"28738","Married","Pretty happy",1994
"28739","Married","Very happy",1994
"28740","Separated","Pretty happy",1994
"28741","Married","Very happy",1994
"28742","Married","Pretty happy",1994
"28743","Married","Very happy",1994
"28744","Married","Very happy",1994
"28745","Never married","Very happy",1994
"28746","Divorced","Not too happy",1994
"28747","Never married","Pretty happy",1994
"28748","Married","Pretty happy",1994
"28749","Divorced","Pretty happy",1994
"28750","Divorced","Pretty happy",1994
"28751","Divorced","Not too happy",1994
"28752","Never married","Very happy",1994
"28753","Married","Not too happy",1994
"28754","Never married","Pretty happy",1994
"28755","Divorced","Pretty happy",1994
"28756","Divorced","Pretty happy",1994
"28757","Married","Not too happy",1994
"28758","Divorced","Not too happy",1994
"28759","Married","Pretty happy",1994
"28760","Divorced","Very happy",1994
"28761","Married","Pretty happy",1994
"28762","Widowed","Very happy",1994
"28763","Never married","Pretty happy",1994
"28764","Widowed","Not too happy",1994
"28765","Widowed","Very happy",1994
"28766","Separated","Pretty happy",1994
"28767","Married","Pretty happy",1994
"28768","Married","Pretty happy",1994
"28769","Widowed","Very happy",1994
"28770","Married","Very happy",1994
"28771","Married","Very happy",1994
"28772","Divorced","Pretty happy",1994
"28773","Divorced","Pretty happy",1994
"28774","Divorced","Not too happy",1994
"28775","Married","Pretty happy",1994
"28776","Never married","Pretty happy",1994
"28777","Divorced","Pretty happy",1994
"28778","Never married","Pretty happy",1994
"28779","Married","Very happy",1994
"28780","Divorced","Not too happy",1994
"28781","Never married","Not too happy",1994
"28782","Divorced","Pretty happy",1994
"28783","Never married","Pretty happy",1994
"28784","Separated","Very happy",1994
"28785","Widowed","Not too happy",1994
"28786","Never married","Not too happy",1994
"28787","Married","Pretty happy",1994
"28788","Never married","Not too happy",1994
"28789","Never married","Not too happy",1994
"28790","Never married","Pretty happy",1994
"28791","Divorced","Very happy",1994
"28792","Divorced","Pretty happy",1994
"28793","Married","Very happy",1994
"28794","Married","Not too happy",1994
"28795","Married","Pretty happy",1994
"28796","Married","Very happy",1994
"28797","Divorced","Pretty happy",1994
"28798","Never married","Very happy",1994
"28799","Married","Not too happy",1994
"28800","Never married","Pretty happy",1994
"28801","Widowed","Pretty happy",1994
"28802","Divorced","Pretty happy",1994
"28803","Widowed","Pretty happy",1994
"28804","Never married","Very happy",1994
"28805","Never married","Very happy",1994
"28806","Married","Pretty happy",1994
"28807","Never married","Pretty happy",1994
"28808","Never married","Pretty happy",1994
"28809","Married","Very happy",1994
"28810","Married","Pretty happy",1994
"28811","Divorced","Pretty happy",1994
"28812","Never married","Pretty happy",1994
"28813","Divorced","Very happy",1994
"28814","Separated","Not too happy",1994
"28815","Married","Pretty happy",1994
"28816","Married","Pretty happy",1994
"28817","Married","Pretty happy",1994
"28818","Widowed","Pretty happy",1994
"28819","Married","Pretty happy",1994
"28820","Married","Pretty happy",1994
"28821","Married","Not too happy",1994
"28822","Married","Very happy",1994
"28823","Never married","Not too happy",1994
"28824","Married","Pretty happy",1994
"28825","Never married","Very happy",1994
"28826","Divorced","Not too happy",1994
"28827","Divorced","Pretty happy",1994
"28828","Married","Pretty happy",1994
"28829","Never married","Pretty happy",1994
"28830","Never married","Pretty happy",1994
"28831","Never married","Pretty happy",1994
"28832","Widowed","Pretty happy",1994
"28833","Never married","Pretty happy",1994
"28834","Never married","Pretty happy",1994
"28835","Never married","Pretty happy",1994
"28836","Divorced","Pretty happy",1994
"28837","Never married","Not too happy",1994
"28838","Widowed","Pretty happy",1994
"28839","Never married","Not too happy",1994
"28840","Never married","Pretty happy",1994
"28841","Never married","Pretty happy",1994
"28842","Divorced","Pretty happy",1994
"28843","Never married","Pretty happy",1994
"28844","Married","Pretty happy",1994
"28845","Married","Pretty happy",1994
"28846","Married","Very happy",1994
"28847","Married","Very happy",1994
"28848","Married","Pretty happy",1994
"28849","Never married","Very happy",1994
"28850","Married","Pretty happy",1994
"28851","Married","Very happy",1994
"28852","Married","Pretty happy",1994
"28853","Never married","Pretty happy",1994
"28854","Never married","Pretty happy",1994
"28855","Never married","Not too happy",1994
"28856","Married","Pretty happy",1994
"28857","Widowed","Very happy",1994
"28858","Married","Pretty happy",1994
"28859","Divorced","Pretty happy",1994
"28860","Never married","Pretty happy",1994
"28861","Widowed","Very happy",1994
"28862","Married","Pretty happy",1994
"28863","Separated","Pretty happy",1994
"28864","Divorced","Very happy",1994
"28865","Married","Pretty happy",1994
"28866","Divorced","Pretty happy",1994
"28867","Married","Pretty happy",1994
"28868","Married","Very happy",1994
"28869","Never married","Pretty happy",1994
"28870","Divorced","Very happy",1994
"28871","Married","Pretty happy",1994
"28872","Married","Very happy",1994
"28873","Married","Very happy",1994
"28874","Married","Very happy",1994
"28875","Married","Very happy",1994
"28876","Married","Not too happy",1994
"28877","Married","Pretty happy",1994
"28878","Married","Pretty happy",1994
"28879","Separated","Very happy",1994
"28880","Never married","Not too happy",1994
"28881","Never married","Pretty happy",1994
"28882","Never married","Pretty happy",1994
"28883","Married","Very happy",1994
"28884","Married","Very happy",1994
"28885","Married","Pretty happy",1994
"28886","Married","Pretty happy",1994
"28887","Married","Very happy",1994
"28888","Married","Pretty happy",1994
"28889","Divorced","Pretty happy",1994
"28890","Married","Pretty happy",1994
"28891","Married","Very happy",1994
"28892","Widowed","Very happy",1994
"28893","Divorced","Very happy",1994
"28894","Married","Pretty happy",1994
"28895","Never married","Pretty happy",1994
"28896","Divorced","Not too happy",1994
"28897","Never married","Very happy",1994
"28898","Never married","Pretty happy",1994
"28899","Never married","Pretty happy",1994
"28900","Widowed","Very happy",1994
"28901","Widowed","Not too happy",1994
"28902","Divorced","Pretty happy",1994
"28903","Married","Pretty happy",1994
"28904","Married","Pretty happy",1994
"28905","Married","Pretty happy",1994
"28906","Widowed","Pretty happy",1994
"28907","Widowed","Pretty happy",1994
"28908","Married","Pretty happy",1994
"28909","Divorced","Pretty happy",1994
"28910","Never married","Very happy",1994
"28911","Divorced","Not too happy",1994
"28912","Married","Very happy",1994
"28913","Divorced","Pretty happy",1994
"28914","Married","Not too happy",1994
"28915","Separated","Not too happy",1994
"28916","Divorced","Pretty happy",1994
"28917","Divorced","Pretty happy",1994
"28918","Never married","Pretty happy",1994
"28919","Married","Pretty happy",1994
"28920","Never married","Pretty happy",1994
"28921","Married","Pretty happy",1994
"28922","Married","Pretty happy",1994
"28923","Married","Very happy",1994
"28924","Never married","Pretty happy",1994
"28925","Married","Very happy",1994
"28926","Married","Very happy",1994
"28927","Divorced","Pretty happy",1994
"28928","Divorced","Pretty happy",1994
"28929","Married","Pretty happy",1994
"28930","Divorced","Pretty happy",1994
"28931","Married","Pretty happy",1994
"28932","Married","Pretty happy",1994
"28933","Married","Pretty happy",1994
"28934","Divorced","Pretty happy",1994
"28935","Married","Very happy",1994
"28936","Married","Pretty happy",1994
"28937","Divorced","Not too happy",1994
"28938","Divorced","Pretty happy",1994
"28939","Never married","Pretty happy",1994
"28940","Married","Pretty happy",1994
"28941","Married","Very happy",1994
"28942","Widowed","Very happy",1994
"28943","Married","Pretty happy",1994
"28944","Never married","Pretty happy",1994
"28945","Divorced","Pretty happy",1994
"28946","Never married","Pretty happy",1994
"28947","Married","Very happy",1994
"28948","Never married","Pretty happy",1994
"28949","Never married","Pretty happy",1994
"28950","Married","Very happy",1994
"28951","Married","Very happy",1994
"28952","Divorced","Pretty happy",1994
"28953","Never married","Pretty happy",1994
"28954","Divorced","Pretty happy",1994
"28955","Married","Pretty happy",1994
"28956","Widowed","Pretty happy",1994
"28957","Divorced","Pretty happy",1994
"28958","Married","Very happy",1994
"28959","Married","Pretty happy",1994
"28960","Married","Pretty happy",1994
"28961","Married","Pretty happy",1994
"28962","Married","Very happy",1994
"28963","Married","Pretty happy",1994
"28964","Married","Pretty happy",1994
"28965","Married","Pretty happy",1994
"28966","Divorced","Very happy",1994
"28967","Divorced","Pretty happy",1994
"28968","Married","Pretty happy",1994
"28969","Married","Pretty happy",1994
"28970","Married","Very happy",1994
"28971","Married","Very happy",1994
"28972","Never married","Pretty happy",1994
"28973","Married","Pretty happy",1994
"28974","Divorced","Not too happy",1994
"28975","Married","Very happy",1994
"28976","Married","Very happy",1994
"28977","Married","Pretty happy",1994
"28978","Married","Very happy",1994
"28979","Married","Pretty happy",1994
"28980","Never married","Pretty happy",1994
"28981","Never married","Pretty happy",1994
"28982","Divorced","Pretty happy",1994
"28983","Divorced","Very happy",1994
"28984","Never married","Pretty happy",1994
"28985","Divorced","Not too happy",1994
"28986","Divorced","Not too happy",1994
"28987","Never married","Pretty happy",1994
"28988","Never married","Very happy",1994
"28989","Divorced","Pretty happy",1994
"28990","Separated","Pretty happy",1994
"28991","Married","Pretty happy",1994
"28992","Never married","Pretty happy",1994
"28993","Married","Very happy",1994
"28994","Divorced","Pretty happy",1994
"28995","Married","Very happy",1994
"28996","Married","Very happy",1994
"28997","Married","Pretty happy",1994
"28998","Married","Pretty happy",1994
"28999","Married","Very happy",1994
"29000","Married","Pretty happy",1994
"29001","Never married","Very happy",1994
"29002","Married","Very happy",1994
"29003","Divorced","Not too happy",1994
"29004","Married","Very happy",1994
"29005","Married","Very happy",1994
"29006","Married","Pretty happy",1994
"29007","Married","Pretty happy",1994
"29008","Married","Pretty happy",1994
"29009","Married","Pretty happy",1994
"29010","Married","Pretty happy",1994
"29011","Married","Pretty happy",1994
"29012","Married","Pretty happy",1994
"29013","Married","Pretty happy",1994
"29014","Never married","Pretty happy",1994
"29015","Married","Pretty happy",1994
"29016","Married","Pretty happy",1994
"29017","Married","Very happy",1994
"29018","Never married","Pretty happy",1994
"29019","Never married","Not too happy",1994
"29020","Married","Very happy",1994
"29021","Widowed","Pretty happy",1994
"29022","Never married","Pretty happy",1994
"29023","Divorced","Pretty happy",1994
"29024","Married","Very happy",1994
"29025","Married","Very happy",1994
"29026","Divorced","Pretty happy",1994
"29027","Married","Pretty happy",1994
"29028","Never married","Very happy",1994
"29029","Married","Pretty happy",1994
"29030","Divorced","Not too happy",1994
"29031","Never married","Very happy",1994
"29032","Never married","Pretty happy",1994
"29033","Married","Not too happy",1994
"29034","Separated","Not too happy",1994
"29035","Never married","Not too happy",1994
"29036","Married","Pretty happy",1994
"29037","Divorced","Pretty happy",1994
"29038","Married","Pretty happy",1994
"29039","Divorced","Very happy",1994
"29040","Married","Very happy",1994
"29041","Never married","Very happy",1994
"29042","Divorced","Pretty happy",1994
"29043","Married","Pretty happy",1994
"29044","Widowed","Not too happy",1994
"29045","Married","Pretty happy",1994
"29046","Married","Pretty happy",1994
"29047","Married","Very happy",1994
"29048","Divorced","Pretty happy",1994
"29049","Married","Pretty happy",1994
"29050","Married","Pretty happy",1994
"29051","Divorced","Pretty happy",1994
"29052","Married","Pretty happy",1994
"29053","Divorced","Pretty happy",1994
"29054","Married","Very happy",1994
"29055","Married","Pretty happy",1994
