"id","edu_year","employee_status","industry_sector","income","race","sex","science_course"
1231,12,2,2,12,1,2,2
1234,16,2,2,11,1,1,1
1245,12,2,2,9,1,2,2
1254,12,1,2,11,1,2,2
1255,13,2,2,12,1,2,1
1258,12,2,1,12,1,1,2
1261,16,2,2,12,1,2,1
1265,16,2,2,12,1,2,1
1267,15,2,1,12,1,2,1
1269,14,2,2,12,3,2,1
1274,12,2,2,11,1,1,2
1275,16,2,2,12,1,1,1
1277,3,2,2,3,3,2,2
1279,16,2,2,9,1,2,1
1283,16,2,2,12,1,2,1
1293,14,2,1,12,1,2,1
1302,15,2,2,12,1,2,1
1311,13,2,2,12,2,1,2
1312,8,2,1,9,2,2,2
1314,14,2,2,12,2,2,2
1315,14,2,2,12,1,2,2
1316,16,2,2,12,1,2,1
1317,12,2,2,8,2,1,2
1320,16,2,2,9,1,2,1
1325,14,2,2,11,1,2,1
1330,12,2,2,12,1,1,2
1338,16,2,1,12,1,1,1
1343,14,1,2,11,1,1,1
1347,14,2,2,12,1,1,2
1350,13,2,2,12,1,2,1
1352,15,2,2,12,1,2,1
1353,15,2,2,12,3,2,1
1354,12,2,2,12,1,1,2
1360,14,2,2,5,1,2,2
1363,12,2,2,4,1,1,2
1372,14,2,2,12,1,1,2
1374,12,2,2,12,1,2,1
1376,14,2,2,12,1,2,1
1378,15,2,2,12,1,2,1
1380,16,2,1,12,2,2,1
1382,14,2,1,12,1,1,1
1387,8,2,2,9,1,1,2
1389,20,1,2,12,1,2,1
1392,18,2,1,6,1,2,1
1401,12,2,1,12,2,2,2
1403,13,2,2,11,1,2,2
1409,10,2,1,7,1,2,2
1410,13,2,1,12,1,2,2
1414,12,2,2,12,1,2,2
1415,15,2,2,5,2,2,2
1416,15,2,2,12,2,1,1
1420,14,2,1,12,2,2,2
1423,11,2,2,3,1,2,2
1424,18,1,2,12,1,1,1
1432,14,2,2,12,1,2,2
1433,16,2,1,12,1,1,1
1434,15,2,2,12,2,2,1
1438,17,2,1,12,2,2,1
1439,12,2,2,11,2,1,2
1441,12,2,2,11,1,2,1
1448,10,2,2,11,1,1,2
1455,8,2,2,3,1,2,2
1457,11,2,2,9,1,1,2
1460,18,2,2,12,2,2,1
1464,12,1,2,11,1,1,2
1468,15,2,1,12,2,2,1
1470,13,2,2,1,1,2,1
1472,9,2,1,12,2,2,2
1477,12,2,2,9,1,2,2
1482,14,2,1,12,1,2,1
1484,16,2,2,10,1,2,1
1486,14,1,2,9,1,1,1
1487,12,2,2,12,1,1,2
1491,16,2,2,12,1,1,2
1496,14,2,2,2,1,2,1
1501,12,2,2,11,1,1,2
1504,16,1,2,12,1,2,1
1505,6,2,2,12,3,1,2
1507,13,2,2,12,2,2,1
1510,13,2,2,9,1,2,1
1512,14,2,2,8,3,2,1
1514,14,1,2,2,1,2,2
1517,14,2,2,11,1,2,1
1519,14,2,2,12,1,2,2
1523,12,2,2,9,1,2,2
1526,12,2,1,12,1,2,2
1529,11,2,2,10,1,1,2
1533,15,2,2,12,2,2,1
1534,10,2,2,9,2,1,2
1535,9,1,2,11,3,1,2
1538,9,2,1,1,2,2,2
1539,12,2,2,10,2,1,2
1546,12,2,1,12,1,2,2
1549,13,2,2,12,1,1,2
1552,12,2,2,11,1,2,2
1554,14,2,1,11,1,2,1
1558,17,2,1,12,1,2,1
1561,18,2,1,12,2,2,1
1566,11,2,2,12,2,1,2
1569,15,2,2,9,1,2,1
1574,12,2,2,5,2,2,2
1577,11,2,1,9,2,2,2
1579,12,2,2,12,1,2,2
1584,14,2,2,12,1,1,1
1588,13,2,2,3,2,2,2
1595,16,2,2,12,1,2,1
1604,16,2,1,8,2,2,1
1606,17,2,2,12,2,2,1
1609,14,2,2,12,1,2,2
1611,12,2,2,12,1,1,2
1613,12,2,2,12,3,2,2
1618,14,2,2,11,1,1,2
1623,16,2,2,12,1,2,1
1626,15,2,2,11,1,2,1
1639,13,2,2,11,1,2,2
1651,14,2,2,11,1,2,2
1654,14,2,1,12,1,2,1
1655,16,2,1,12,1,1,1
1659,12,2,2,12,1,1,1
1662,12,2,2,8,1,2,2
1664,16,2,1,12,1,2,1
1667,13,2,2,12,1,2,2
1669,16,2,2,12,1,1,1
1671,12,2,1,12,1,1,2
1673,16,2,1,12,1,1,1
1678,17,2,2,12,1,2,1
1679,16,2,2,12,1,1,1
1682,17,2,2,12,1,1,1
1691,16,2,2,9,1,2,1
1692,15,2,2,12,1,1,2
1694,18,2,1,12,1,2,1
1702,16,2,1,12,1,1,2
1704,12,2,2,2,2,2,2
1706,18,2,2,12,1,1,1
1709,19,2,1,8,3,2,1
1719,12,2,2,11,1,1,2
1724,16,2,2,12,1,1,1
1725,13,2,2,12,3,2,2
1726,18,2,2,12,1,1,1
1737,12,2,2,12,1,2,2
1738,16,2,2,11,1,2,2
1745,16,2,2,10,1,2,1
1748,10,2,2,12,1,1,2
1751,12,2,1,9,1,2,2
1753,16,2,1,1,1,2,1
1754,12,2,2,12,1,2,2
1756,16,2,2,11,1,2,1
1761,16,2,1,12,1,2,1
1768,12,2,2,12,1,2,2
1784,14,2,2,1,1,2,2
1785,16,2,2,12,1,2,1
1787,16,2,2,12,1,2,1
1788,16,2,1,12,1,2,1
1789,16,2,2,12,1,1,1
1790,16,2,2,2,1,2,2
1794,13,2,2,10,1,1,1
1800,11,2,2,12,2,1,2
1803,16,2,1,12,1,1,1
1804,16,2,2,12,1,2,1
1808,12,2,2,11,1,2,2
1810,19,1,2,12,1,1,1
1811,14,1,2,12,1,1,2
1814,16,2,2,12,3,2,2
1818,14,2,2,12,1,1,2
1822,17,2,2,12,1,1,1
1828,11,2,2,3,1,2,2
1830,12,2,2,12,1,1,2
1832,16,2,1,12,2,2,1
1837,14,2,2,11,1,2,1
1841,12,2,2,10,1,1,2
1844,12,2,2,10,2,2,2
1848,12,2,1,12,1,2,2
1852,12,2,2,3,1,2,1
1859,12,2,2,10,3,2,2
1863,18,2,2,12,3,2,1
1864,11,1,2,12,1,1,2
1871,13,2,2,12,3,1,2
1873,11,2,2,2,1,2,2
1884,12,2,2,1,3,1,2
1885,9,2,2,12,3,1,2
1886,12,2,1,12,1,2,2
1889,12,2,2,12,1,1,2
1899,8,2,2,12,3,2,2
1901,11,2,2,12,3,1,2
1905,4,2,2,3,3,2,2
1906,15,2,2,12,2,1,1
1910,15,2,2,12,1,2,1
1912,20,2,2,12,1,2,1
1920,12,2,2,12,1,1,2
1922,12,2,1,12,1,1,2
1923,16,2,1,12,3,2,2
1925,11,2,2,12,1,1,2
1931,11,1,2,9,1,1,1
1935,12,1,2,2,1,2,2
1937,18,2,2,12,1,2,1
1939,19,2,2,12,1,1,1
1941,20,1,2,12,1,1,1
1948,16,2,2,8,1,1,1
1950,16,2,1,12,1,1,1
1952,16,2,2,12,1,2,1
1955,12,2,2,8,1,1,2
1956,12,2,2,12,1,2,2
1958,14,2,2,12,1,1,2
1962,12,2,2,12,1,1,2
1965,12,2,2,12,3,1,2
1966,13,2,2,12,1,2,2
1971,14,2,1,12,1,2,1
1973,16,2,2,9,2,1,1
1979,2,2,2,7,3,1,2
1984,16,2,1,12,1,2,1
1991,11,2,2,1,3,1,2
2003,17,1,2,12,1,2,1
2008,16,2,1,12,1,2,2
2024,17,1,2,12,1,1,1
2026,16,2,1,12,2,2,1
2028,19,2,2,12,1,2,1
2031,15,2,2,11,1,2,1
2032,16,2,2,12,1,2,1
2036,12,2,2,12,1,2,2
2037,14,2,2,12,1,1,1
2040,12,2,2,12,3,2,2
2041,19,1,2,12,1,1,1
2042,20,2,1,12,1,1,1
2043,12,2,1,12,3,1,1
2049,12,1,2,5,1,1,2
2050,12,1,2,12,1,1,2
2055,8,2,2,4,1,1,2
2062,14,2,2,12,1,2,2
2063,12,1,2,10,1,2,2
2068,10,2,2,11,1,2,2
2074,12,2,2,10,1,1,2
2075,12,2,1,9,1,2,2
2081,14,2,2,9,1,2,2
2082,14,2,2,9,1,2,2
2083,14,2,2,11,1,1,2
2093,17,2,2,12,1,1,1
2095,16,1,2,9,1,2,1
2099,13,2,1,12,1,2,2
2105,13,2,1,12,3,1,1
2110,13,1,2,12,1,1,2
2112,12,2,1,9,1,2,2
2128,12,2,2,12,1,2,2
2130,7,2,2,12,1,1,2
2131,12,2,2,12,1,1,2
2133,20,2,1,12,1,2,1
2135,15,2,2,11,1,2,1
2140,12,2,2,11,1,2,2
2156,17,2,1,11,1,1,1
2159,13,2,1,1,2,2,2
2161,12,2,2,12,1,2,2
2163,12,1,2,9,1,1,2
2167,14,2,2,12,2,1,1
2172,12,1,2,1,1,2,2
2174,12,1,2,9,1,2,2
2175,12,2,1,12,3,2,2
2178,14,2,2,9,1,2,1
2181,12,2,2,8,1,2,2
2187,12,2,2,12,1,2,2
2188,12,1,2,9,1,1,2
2190,16,2,2,12,1,2,1
2191,12,2,2,12,1,1,2
2195,12,2,2,2,3,2,1
2198,16,2,1,12,2,1,1
2201,10,1,2,4,1,2,2
2206,12,2,2,12,1,1,2
2209,16,2,2,10,1,2,1
2217,17,2,2,12,1,1,2
2224,13,2,2,12,1,1,2
2227,12,2,2,12,1,2,2
2230,12,2,2,11,1,2,2
2233,17,2,2,10,1,2,1
2240,12,2,2,12,1,2,2
2242,12,2,2,9,1,2,2
2245,12,2,2,3,1,2,2
2249,14,2,2,10,1,2,2
2250,14,2,1,12,1,2,2
2252,19,2,1,12,1,2,1
2256,12,2,1,12,1,2,2
2260,3,2,2,10,3,2,2
2262,16,2,1,11,3,2,1
2272,11,2,2,8,1,2,2
2275,15,2,1,12,1,2,2
2284,12,2,2,11,1,2,2
2286,12,2,2,12,1,2,2
2287,6,2,2,11,3,1,2
2293,12,2,2,1,2,1,2
2295,13,2,2,2,2,2,2
2298,13,2,1,3,2,2,2
2302,12,2,2,11,2,2,2
2305,10,2,2,12,2,1,2
2308,12,2,1,11,2,1,2
2312,14,2,2,8,1,2,1
2313,8,2,2,11,1,2,2
2315,12,2,2,12,1,1,2
2317,17,2,2,12,1,1,1
2325,12,2,1,6,1,2,2
2326,16,2,2,6,1,2,1
2336,18,2,1,12,1,2,1
2340,14,2,2,12,1,2,2
2345,12,2,2,10,1,2,2
