"id","edu_year","employee_status","industry_sector","income","race","sex","science_course"
1936,15,2,2,12,3,1,2
1942,15,2,2,12,1,2,1
1949,12,2,2,8,1,1,2
1953,16,2,2,12,1,1,1
1961,15,1,2,12,1,1,1
1962,18,2,2,12,1,2,1
1965,9,2,2,12,2,1,2
1970,16,2,2,2,3,1,1
1978,18,2,1,12,2,2,1
1979,9,2,2,10,2,2,2
1982,12,1,2,9,3,1,2
1984,12,1,2,10,1,1,2
1985,12,2,2,11,1,2,2
1988,11,1,2,12,1,2,2
1993,12,2,2,4,1,1,2
1994,12,2,2,1,1,2,2
1997,12,2,1,11,1,2,2
1998,15,1,2,12,1,2,1
2006,11,1,2,10,1,1,2
2012,14,2,1,12,1,2,2
2026,9,2,2,1,3,1,2
2027,12,2,2,5,3,2,2
2029,12,2,2,12,1,1,2
2032,12,2,2,8,1,2,2
2034,10,1,2,3,2,1,2
2039,16,1,2,12,1,1,1
2043,18,2,1,12,1,2,1
2053,15,2,2,9,1,2,1
2054,11,2,2,12,1,1,2
2069,12,2,2,11,1,2,2
2071,16,2,1,12,1,2,1
2075,20,2,2,12,1,2,1
2076,16,2,2,10,3,1,1
2077,12,2,2,12,1,1,2
2080,20,2,1,12,1,2,1
2082,16,2,2,12,1,1,1
2084,13,2,2,9,2,2,2
2092,12,2,2,12,1,2,2
2095,12,2,2,12,1,2,2
2098,12,2,2,12,1,2,2
2104,14,1,2,11,1,1,2
2105,9,2,2,12,1,1,2
2121,18,2,2,7,3,1,1
2123,14,2,1,12,1,1,2
2128,11,2,2,11,3,2,2
2137,11,2,2,12,1,2,2
2143,16,2,2,8,1,2,1
2150,15,2,2,12,1,1,1
2151,20,2,1,3,1,2,1
2154,14,1,2,12,1,2,1
2155,17,2,2,5,1,2,1
2159,18,2,2,12,1,1,1
2162,14,2,2,11,1,2,1
2164,13,2,2,9,1,1,1
2170,16,2,2,12,1,1,1
2175,19,1,2,12,1,2,1
2177,14,2,2,12,1,1,1
2188,11,1,1,2,1,2,2
2189,16,2,1,12,1,1,1
2196,13,2,2,9,1,1,2
2198,12,2,1,9,1,2,2
2199,12,2,2,12,1,1,2
2214,20,2,1,12,1,2,1
2215,12,1,2,12,1,1,2
2222,12,2,2,3,3,2,2
2225,11,1,2,8,1,1,2
2226,12,2,1,12,1,1,2
2230,9,2,1,12,1,1,2
2232,16,2,1,12,1,1,2
2236,16,2,1,12,3,1,1
2237,16,2,1,12,1,1,1
2242,12,2,2,2,1,1,2
2245,12,2,2,12,1,1,2
2249,18,2,2,12,1,2,1
2261,12,1,2,1,1,1,2
2268,14,2,1,12,1,1,1
2271,16,2,1,12,1,2,1
2274,13,2,2,12,1,1,1
2278,14,2,2,12,1,1,1
2279,12,2,2,3,1,2,2
2286,13,2,2,11,2,2,2
2288,17,2,1,9,3,2,2
2291,13,2,2,12,1,2,2
2294,16,2,2,12,1,1,1
2297,16,2,2,12,1,1,2
2299,12,2,2,11,1,1,2
2300,15,2,1,12,1,2,1
2302,15,2,2,12,1,2,1
2313,12,2,2,12,1,1,2
2314,12,2,2,12,1,2,2
2315,12,2,2,12,1,1,2
2321,16,2,2,12,1,1,2
2325,16,2,2,12,1,1,1
2327,12,2,1,12,1,1,2
2329,18,2,1,12,2,2,1
2331,14,2,2,12,1,1,1
2333,15,2,2,11,1,2,2
2336,12,2,1,12,1,1,2
2338,12,2,2,2,1,1,2
2350,12,1,2,11,1,1,2
2356,12,2,2,12,1,2,2
2357,12,2,2,12,3,2,2
2359,12,1,2,12,1,1,2
2360,11,2,2,9,3,2,2
2361,12,2,2,10,3,2,2
2366,14,2,2,11,1,1,2
2369,16,1,2,9,1,1,1
2373,12,2,2,12,1,2,2
2375,12,2,2,12,1,1,2
2376,12,2,2,7,1,2,2
2378,15,2,2,12,1,2,2
2379,20,2,2,12,1,1,1
2383,17,2,2,11,1,2,1
2388,12,2,2,12,1,1,2
2389,12,2,2,9,3,2,2
2390,16,2,2,12,1,2,2
2391,12,2,2,12,1,2,2
2393,19,2,2,12,1,1,1
2395,12,2,2,12,1,1,2
2402,11,2,1,12,1,2,2
2403,12,2,2,12,1,1,2
2404,12,2,2,12,1,1,2
2407,16,2,2,12,1,1,1
2408,18,2,2,12,1,2,1
2410,10,2,2,9,1,2,2
2412,16,2,2,12,1,2,1
2415,16,2,1,12,1,1,1
2421,12,2,2,12,1,1,2
2422,18,2,1,12,1,2,1
2424,11,2,2,12,1,1,2
2425,12,2,1,12,1,2,2
2428,17,2,2,12,1,1,1
2433,20,2,2,12,1,1,1
2443,14,2,2,11,2,2,1
2453,0,2,2,10,3,1,2
2455,12,2,2,5,2,2,2
2462,12,2,2,10,1,1,2
2464,16,2,2,12,2,1,1
2468,10,2,2,2,1,1,2
2469,12,2,2,11,2,1,2
2472,12,2,2,12,2,1,2
2475,9,2,2,9,3,1,2
2479,16,2,2,12,1,2,1
2480,14,2,2,12,1,1,2
2485,11,2,1,12,1,2,2
2487,13,1,2,11,1,2,2
2488,7,1,2,9,1,1,2
2489,13,2,1,11,1,2,1
2493,13,2,2,12,2,2,2
2498,14,2,2,9,1,2,2
2499,12,2,1,11,1,2,2
2504,12,2,2,11,1,1,2
2505,12,2,2,12,1,1,2
2514,12,2,2,3,1,2,2
2517,16,2,2,12,1,1,2
2524,15,2,2,9,1,2,2
2529,16,2,1,12,1,1,1
2530,16,2,2,12,1,2,1
2531,16,2,2,12,1,1,1
2536,14,2,2,2,1,1,1
